symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5454312000000.0,28.286,0.122,21.5,226.32
AAPL,4611031171000.0,35.763,0.333,16.53,315.9558
GOOGL,4136186000000.0,16.938,0.314,8.26,338.4215
GOOG,4097233450000.0,16.784,0.317,6.97,335.015
MSFT,3657712325684.0,27.342,0.729,2.5,492.6459
AMZN,2766905157489.0,20.462,,11.13,256.5629
TSM,2292603034590.0,32.582,0.646,46.05,442.035
SPCX,2015362335791.0,-245.759,,13.25,152.89
AVGO,1757830731557.0,45.926,0.707,7.15,369.4673
META,1567633430616.0,23.049,0.338,-6.61,615.3331
TSLA,1451024217082.0,381.182,,-18.31,367.39
SKHY,1375554330337.0,11.429,,12.33,188.77
SKHYV,1224566926550.0,24.506,,,168.01
MU,1158988898522.0,22.964,0.052,259.76,1026.14
BRK.A,1080034691221.0,12.59,,0.26,756782.58
BRK.B,1079709983904.0,12.586,,0.34,504.3774
LLY,1053143216469.0,39.43,0.583,4.6,1118.828
JPM,945596575147.0,14.525,1.693,11.97,355.685
WMT,838834990061.0,37.994,0.916,-4.5,105.73
AMD,832758168425.0,129.396,,138.2,510.12
HSBC,733009643348.0,28.759,1.752,41.02,106.825
ASML,681608496000.0,55.197,0.451,66.55,1774.4652
V,657196106930.0,29.096,0.722,5.64,368.295
XOM,656528423093.0,20.032,2.614,35.34,159.665
JNJ,646672189519.0,30.728,1.917,31.75,268.38
INTC,554496583668.0,-49.145,,184.27,104.8828
MA,497214481845.0,30.577,0.591,-0.09,567.801
ORCL,469977648360.0,27.544,1.255,-15.48,163.1721
ABBV,443670136745.0,70.321,2.664,12.48,251.1428
BAC,437571228940.0,13.003,1.889,15.6,62.57
CSCO,430175653713.0,32.365,1.523,43.71,109.11
CVX,416887738814.0,20.244,3.411,42.31,210.99
PLTR,411187336513.0,136.36,,-3.74,171.1229
COST,402182057772.0,45.503,0.605,5.63,907.0499
LRCX,400891965375.0,55.165,0.339,87.51,320.37
CAT,380449921881.0,35.073,0.763,45.36,827.595
KO,379721483441.0,26.52,2.362,27.93,88.2586
AMAT,373879627346.0,40.356,0.435,83.98,471.1565
MRK,365536149886.0,115.214,2.246,42.82,148.2048
UNH,356318226414.0,25.23,2.277,21.88,396.97
GE,351993082535.0,39.231,0.497,10.43,339.245
DELL,343907563783.0,30.145,0.445,324.44,529.4206
MS,341849459117.0,16.956,1.917,24.63,217.66
PG,336113910270.0,20.947,2.937,3.22,144.7243
NFLX,317854335167.0,23.29,0.0,-18.58,76.3664
HD,315828628007.0,22.2,2.891,-6.01,316.56
