symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5484919000000.0,28.437,0.129,22.18,227.5986
AAPL,4744567918000.0,36.772,0.328,19.91,325.08
GOOGL,4143890900000.0,16.966,0.251,8.39,338.83
GOOG,4098517600000.0,16.769,0.254,6.93,335.1073
MSFT,3673343098943.0,27.467,0.727,2.94,494.7082
AMZN,2749323466367.0,20.332,,10.43,254.9043
TSM,2143206651020.0,30.707,0.669,36.53,413.22
SPCX,1860601648347.0,-226.31,,4.56,141.15
AVGO,1763563615696.0,60.149,0.684,7.5,370.74
META,1508442123478.0,22.164,0.36,-10.14,592.2146
TSLA,1393676788921.0,366.257,,-21.54,352.8987
SKHYV,1224566926550.0,24.506,,,168.01
SKHY,1186665920550.0,9.989,,-3.1,162.8301
LLY,1099138864022.0,41.156,0.578,9.17,1167.57
BRK.B,1087330912077.0,12.674,,1.05,507.926
BRK.A,1086724709671.0,12.671,,0.88,761470.29
MU,1068679459867.0,21.155,0.057,231.73,945.95
JPM,950966111261.0,14.61,1.71,12.6,357.656
WMT,840540745503.0,38.078,0.926,-4.3,105.9486
AMD,749020361146.0,116.393,,114.24,458.89
V,677297694365.0,29.975,0.727,8.88,379.54
XOM,670673400236.0,20.477,2.533,38.26,163.08
JNJ,660577304424.0,31.398,1.946,34.58,274.105
ASML,645055619500.0,52.386,0.465,57.62,1679.7427
MA,515632590833.0,31.715,0.589,3.61,588.615
INTC,476698329475.0,-42.215,,144.39,90.1627
ABBV,456340367678.0,72.329,2.627,15.69,258.24
BAC,439214524806.0,13.057,1.873,15.44,62.815
CSCO,429182820672.0,32.344,1.515,43.42,108.89
CVX,418764721524.0,20.332,3.371,42.95,211.955
ORCL,415795988850.0,24.348,1.41,-25.23,144.3739
COST,412767896823.0,46.705,0.589,8.41,930.765
PLTR,401551072008.0,133.213,,-5.99,167.1
KO,381119811945.0,26.619,2.364,28.4,88.5786
MRK,371605392116.0,117.169,2.253,45.19,150.62
CAT,362352521501.0,33.409,0.797,38.44,788.3
LRCX,360430500840.0,49.601,0.359,68.59,288.126
UNH,359603423554.0,25.464,2.282,23.0,400.63
HSBC,358633822332.0,14.064,3.629,37.94,104.47
AMAT,348016286679.0,37.554,0.448,71.25,438.66
GE,344169861187.0,38.365,0.507,7.98,331.8579
PG,342292218619.0,21.344,2.942,5.12,147.37
NFLX,341734529209.0,25.045,0.0,-12.47,82.07
MS,334844733454.0,16.603,1.978,22.07,213.056982
HD,318647101200.0,22.397,2.891,-5.86,319.385
NVS,306252678595.0,24.007,1.932,19.16,161.11
DELL,295345708733.0,25.892,0.549,264.51,454.6767
PM,293577210392.0,27.032,3.14,19.46,188.4901
GS,293355193560.0,13.986,1.819,16.3,1007.5
RY,284680299568.0,17.44,2.363,23.03,205.6251
BABA,278315276060.0,25.435,0.881,-22.92,111.98
RTX,272085414111.0,35.18,1.371,11.27,201.89
WFC,270557220592.0,11.964,2.163,-2.42,89.47
PANW,268481375000.0,874.532,,78.84,329.46
MUFG,263216058866.0,21.11,1.901,49.48,23.385
SHEL,259911651719.0,10.007,3.297,30.47,93.31
AZN,250571071125.0,23.981,1.988,78.75,161.4932
ARM,248000280000.0,237.548,,112.43,232.2197
