symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5317708000000.0,33.316,0.124,17.97,219.74
AAPL,4524633625400.0,35.094,0.349,14.35,310.03
GOOGL,4209566000000.0,17.238,0.245,10.11,344.2
GOOG,4173854400000.0,17.092,0.247,8.9,341.28
MSFT,3576365474830.0,26.739,0.742,0.03,481.63
AMZN,2798509056255.0,20.687,,12.4,259.45
TSM,2144140216340.0,30.83,0.643,36.59,413.41
SPCX,1889476337316.0,,,6.18,143.34
AVGO,1807880475240.0,61.667,0.645,10.2,380.0
META,1385002709346.0,20.338,0.366,-17.49,543.67
TSLA,1330484030617.0,349.759,,-25.09,336.87
SKHYV,1224566926550.0,24.506,,,168.01
LLY,1153849595282.0,43.198,0.566,14.61,1225.73
SKHY,1134260491100.0,21.29,,-7.37,155.62
BRK.B,1076691582577.0,12.554,,0.06,502.96
BRK.A,1075492704000.0,12.54,,-0.16,753600.0
MU,1062487900735.0,21.052,0.052,229.81,940.76
JPM,965586135334.0,14.84,1.682,14.33,363.25
WMT,916770718656.0,40.322,0.639,3.81,115.2
AMD,790754585594.0,122.902,,126.18,484.39
ASML,692524618000.0,56.22,0.411,69.21,1802.98
XOM,680768144098.0,20.782,2.581,40.34,165.56
JNJ,653347608633.0,31.057,1.996,32.46,271.11
V,649978093510.0,28.77,0.755,4.48,364.25
INTC,511087087256.0,,,162.02,96.685
MA,503101268641.0,30.947,0.608,1.09,574.31
ABBV,457542007432.0,72.511,2.729,16.0,258.92
BAC,449144227484.0,13.353,1.817,18.05,64.23
CSCO,439903522961.0,33.158,1.473,47.0,111.61
COST,426338348225.0,48.239,0.581,11.97,961.35
PLTR,412220651659.0,136.647,,-3.49,171.54
ORCL,411302454090.0,24.071,1.359,-26.03,142.79
LRCX,410333182320.0,56.478,0.303,91.93,327.92
AMAT,408357153632.0,44.066,0.357,100.63,514.33
CVX,406495181913.0,19.741,3.37,37.56,205.74
GE,389179323001.0,43.382,0.454,22.1,375.09
CAT,386526823913.0,35.644,0.704,47.68,840.87
KO,382152423763.0,26.694,2.391,28.75,88.82
HSBC,354465683042.0,13.908,3.613,36.25,103.18
UNH,353589538079.0,25.038,2.286,20.95,393.93
MS,341676696825.0,16.952,1.913,24.56,217.55
HD,336516909008.0,23.653,2.738,-0.52,337.49
MRK,333487590308.0,105.102,2.484,30.3,135.17
PG,333439922457.0,20.78,3.003,2.32,143.45
NFLX,323829588603.0,23.724,0.0,-17.05,77.77
BABA,307159353634.0,19.987,0.827,-11.79,128.15
PANW,304924100000.0,361.756,,103.12,374.14
RTX,303905983891.0,39.274,1.269,24.28,225.49
GS,302955114882.0,14.445,1.655,19.52,1040.47
DELL,302814648882.0,36.011,0.489,275.7,468.65
RY,296000481921.0,18.538,2.216,27.43,212.99
NVS,293755478522.0,23.027,2.05,14.29,154.55
PM,292427053425.0,26.892,3.184,18.99,187.62
ARM,270545760000.0,259.143,,131.74,253.32
GEV,267540072122.0,28.076,0.164,53.98,1004.53
WFC,264297541966.0,11.689,2.151,-4.68,87.4
SHEL,256290548437.0,9.868,3.365,28.65,92.01
MUFG,255730975302.0,20.481,1.884,45.23,22.72
KLAC,254502247861.0,52.684,0.503,60.91,194.79
TXN,248622550037.0,41.081,2.0,59.56,272.24
AZN,248320445579.0,23.772,2.059,77.15,160.1
ANET,243643377501.0,60.239,,47.43,193.18
SAP,242924474000.0,26.914,1.035,-12.27,210.47
SNDK,238045083446.0,20.821,,584.88,1625.78
C,230899173180.0,12.944,1.838,19.74,137.65
AMGN,229919979086.0,26.298,2.329,31.82,425.28
AXP,228605884667.0,19.973,1.065,-7.75,338.52
BHP,226110074064.0,22.075,2.976,50.45,89.09
TM,222930059945.0,7.935,3.379,-10.83,188.25
LIN,220673508929.0,30.463,1.319,13.0,478.705
IBM,219206408521.0,20.439,2.934,-19.85,232.67
