symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5109079500000.0,26.477,0.247,13.94,211.998
AAPL,4819436061400.0,37.373,0.32,21.8,330.23
GOOGL,4214335700000.0,17.244,0.244,10.31,344.59
GOOG,4170430000000.0,17.07,0.247,8.88,341.0
MSFT,3715557325059.0,27.767,0.72,4.12,500.058
AMZN,2687841479007.0,19.861,,7.96,249.179
TSM,2144399540040.0,30.781,0.663,36.61,413.48
SPCX,1895408138292.0,-230.713,,6.51,143.79
META,1696269757447.0,24.911,0.313,1.05,665.78
AVGO,1620599602869.0,42.355,0.732,-1.55,339.482
TSLA,1424641240490.0,374.553,,-19.79,360.71
SKHY,1259188037800.0,10.578,,2.83,172.77
SKHYV,1224566926550.0,24.506,,,168.01
BRK.A,1102534395334.0,12.855,,2.35,772548.17
BRK.B,1101138278544.0,12.841,,2.33,514.36
LLY,1074276682578.0,40.219,0.589,6.7,1141.2
MU,1043008692363.0,20.652,0.057,223.76,923.52
JPM,915439452765.0,14.064,1.734,8.4,344.3653
WMT,860811467149.0,39.002,0.899,-1.99,108.5
AMD,821273706505.0,127.546,,134.91,503.0
XOM,695509348474.0,21.246,2.525,43.38,169.145
V,668250641698.0,29.576,0.722,7.42,374.51
JNJ,636803654764.0,30.264,1.981,29.74,264.25
ASML,610373310000.0,49.721,0.492,49.14,1586.7775
INTC,519624147255.0,-45.978,,166.4,98.305
MA,501590151495.0,30.853,0.596,0.79,572.6185
ABBV,465414514937.0,73.758,2.61,17.99,263.3883
CSCO,435892404679.0,32.852,1.511,45.62,110.555
ORCL,434813236800.0,22.966,1.311,-25.51,143.8033
CVX,427270416859.0,20.758,3.353,45.85,216.255
PLTR,417411257976.0,138.319,,-2.28,173.7155
BAC,412047697408.0,12.25,1.991,8.85,58.9243
COST,401827274728.0,45.466,0.603,5.54,906.11
KO,379356197010.0,26.514,2.921,28.57,88.1701
CAT,358174076760.0,33.039,0.792,36.85,779.38
MRK,353940443187.0,111.548,2.918,39.1,143.475
HSBC,348458720791.0,13.672,3.612,34.08,101.54
DELL,348260075685.0,30.582,0.447,339.11,547.87
PG,341130882463.0,21.259,2.943,4.76,146.87
UNH,338429161113.0,23.954,2.962,16.47,377.04
LRCX,332751280320.0,45.748,0.381,55.64,265.93
AMAT,331513427852.0,35.761,0.467,63.13,417.7101
NFLX,324516638649.0,23.773,0.0,-16.88,77.935
GE,320067284010.0,35.671,0.528,0.42,308.48
MS,316531930490.0,15.682,2.021,15.4,201.3719
PANW,305686600000.0,995.722,,102.88,373.69
HD,304145682486.0,21.377,2.985,-9.48,304.83
PM,303010038676.0,27.867,3.015,23.3,194.41
RY,280776207535.0,17.157,2.344,21.34,202.75
GS,278933473722.0,13.298,1.845,10.58,957.6525
SHEL,274591047331.0,10.574,3.196,37.84,98.6569
BABA,273704444256.0,24.975,0.91,-24.2,110.115
WFC,268591621024.0,11.868,2.123,-3.13,88.82
MUFG,265016981227.0,20.608,1.817,50.5,23.545
RTX,263682142083.0,34.075,1.44,7.83,195.6131
NVS,263610141160.0,20.665,2.241,2.56,138.69
ARM,261142020000.0,250.205,,123.69,244.5843
AZN,253207845008.0,24.235,1.972,80.64,163.248
SAP,251465554000.0,27.96,0.985,-9.18,217.9
CRWD,246214724219.0,5469.88,0.0,104.75,239.945
ANET,243895622430.0,60.302,,47.58,193.4575
TXN,240777752414.0,39.744,2.148,54.52,263.4533
IBM,235458226749.0,21.973,2.696,-13.91,249.875
TMO,234626837804.0,33.642,0.373,9.81,634.58
GEV,233856198299.0,24.544,0.202,34.6,878.2906
TM,231491995314.0,7.997,3.235,-7.4,195.3763
C,225732667888.0,12.651,1.87,17.06,134.57
SNDK,222900966172.0,19.48,,541.31,1522.162
KLAC,217997330744.0,45.113,0.498,37.83,166.86
