symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5247770000000.0,32.878,0.129,16.42,216.85
AAPL,4543168234000.0,35.237,0.337,14.82,311.3
GOOGL,4166394100000.0,17.061,0.244,8.98,340.67
GOOG,4136186000000.0,16.937,0.246,7.92,338.2
MSFT,3572801212995.0,26.713,0.923,0.12,481.15
AMZN,2805628023213.0,20.739,,12.69,260.11
TSM,2157573184000.0,31.04,0.672,37.45,416.0
SPCX,1766358512630.0,,,-0.74,134.0
AVGO,1731901919478.0,59.075,0.698,5.57,364.03
META,1390505322792.0,20.419,0.381,-17.16,545.83
TSLA,1363107292091.0,358.335,,-23.26,345.13
SKHYV,1224566926550.0,24.506,,,168.01
SKHY,1188633857400.0,22.062,,-2.93,163.08
LLY,1171424731686.0,43.856,0.523,16.35,1244.4
MU,1100401628814.0,21.804,0.056,241.57,974.33
BRK.B,1063633250594.0,12.401,,-1.15,496.86
BRK.A,1062648444000.0,12.39,,-1.35,744600.0
JPM,934485356852.0,14.362,1.699,10.65,351.55
WMT,826366939455.0,36.346,0.64,-6.43,103.84
AMD,766373570842.0,119.113,,119.21,469.455
XOM,683194172154.0,20.856,2.53,40.84,166.15
ASML,672294071000.0,53.985,0.442,64.27,1750.31
V,652619047740.0,28.887,0.741,4.91,365.73
JNJ,644334587880.0,30.629,1.915,30.63,267.37
MA,502698304069.0,30.922,0.596,1.01,573.85
INTC,487008877788.0,,,149.67,92.13
ABBV,462684318732.0,73.326,2.568,17.3,261.83
BAC,432571413859.0,12.86,1.838,13.7,61.86
CSCO,431941824937.0,32.558,1.504,44.34,109.59
PLTR,418036053181.0,138.574,,-2.13,173.96
COST,413991898322.0,46.842,0.579,8.73,933.51
ORCL,409228514970.0,23.95,1.386,-26.41,142.07
CVX,406554455051.0,19.744,3.458,38.78,205.77
AMAT,393970608760.0,42.513,0.492,93.77,496.21
KO,389380706492.0,27.199,2.302,31.18,90.5
LRCX,388572710130.0,53.483,0.339,81.75,310.53
CAT,374814307742.0,34.564,0.761,43.2,815.39
MRK,367583902346.0,115.847,2.219,43.62,148.99
GE,357585544480.0,39.86,0.471,12.19,344.64
HSBC,351430625139.0,13.789,3.667,35.13,102.33
UNH,345439376868.0,24.461,2.327,18.16,384.85
NFLX,333698125635.0,24.447,0.0,-14.53,80.14
HD,333525558962.0,23.443,2.687,-1.41,334.49
PG,332324194588.0,20.711,2.977,1.98,142.97
MS,325813977275.0,16.165,1.948,18.78,207.45
BABA,312863912835.0,28.597,0.8,-10.15,130.53
PM,298505645837.0,27.451,3.094,21.47,191.52
NVS,296967686602.0,23.279,1.943,15.54,156.24
GS,291739192246.0,13.91,1.703,15.09,1001.95
RTX,286115576390.0,36.975,1.277,17.01,212.29
RY,285188313513.0,17.732,2.307,22.78,205.21
PANW,284891400000.0,337.99,,89.77,349.56
DELL,282419299822.0,33.585,0.534,248.55,434.78
ARM,267768960000.0,256.484,,129.37,250.72
SHEL,260858709500.0,10.044,3.323,30.94,93.65
