symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5577200310000.0,28.927,0.123,24.24,231.415
AAPL,4676121213800.0,36.268,0.325,18.18,320.4043
GOOGL,4127686150000.0,16.899,0.31,8.04,337.505
GOOG,4087877500000.0,16.739,0.313,6.73,334.21
MSFT,3712418546980.0,27.76,0.714,4.03,500.1288
AMZN,2758977217014.0,20.403,,10.82,255.802
TSM,2209230465040.0,31.585,0.664,40.74,426.0
SPCX,1965403389800.0,-239.03,,10.44,149.0929
AVGO,1695220976151.0,44.315,0.708,3.33,356.32
META,1553552344708.0,22.816,0.341,-7.45,609.8
TSLA,1390714628375.0,365.453,,-21.7,352.12
SKHY,1240529081000.0,10.346,,1.3,170.1815
SKHYV,1224566926550.0,24.506,,,168.01
MU,1126580962054.0,22.32,0.055,249.7,997.37
BRK.A,1084428084626.0,12.644,,0.67,759861.04
BRK.B,1084237585894.0,12.642,,0.76,506.5163
LLY,1078738715066.0,40.395,0.578,7.15,1145.94
JPM,949211708373.0,14.584,1.677,12.4,357.165
WMT,854266126500.0,38.691,0.905,-2.74,107.6788
AMD,766267459964.0,119.114,,119.18,469.5403
V,669740639524.0,29.645,0.715,7.66,375.2487
JNJ,666770743818.0,31.686,1.895,35.84,276.7158
XOM,660640335053.0,20.172,2.57,36.19,160.67
ASML,657022255000.0,53.144,0.47,60.54,1710.4137
MA,508834753699.0,31.305,0.584,2.25,580.9088
INTC,501968555680.0,-44.451,,157.34,94.96
ABBV,454935509437.0,72.107,2.625,15.34,257.445
ORCL,453904620180.0,26.526,1.294,-18.37,157.64
BAC,436627207911.0,12.968,2.349,15.35,62.44
CSCO,431161300431.0,32.505,1.531,44.04,109.3695
PLTR,421184059790.0,139.602,,-1.4,175.2929
CVX,413469654510.0,20.077,3.367,41.14,209.255
COST,406171149614.0,45.957,0.599,6.68,915.86
KO,380323840335.0,26.572,2.342,28.13,88.395
LRCX,379112723370.0,52.186,0.356,77.33,303.02
CAT,374152375902.0,34.497,0.776,42.95,813.865
MRK,372740291069.0,117.449,2.217,45.63,151.0247
HSBC,368727049994.0,14.463,3.524,41.82,107.41
AMAT,360943989025.0,38.948,0.454,77.61,454.88
UNH,355891868861.0,25.199,2.255,21.74,396.495
GE,346826021221.0,38.638,0.503,8.81,334.35
PG,341072815656.0,21.251,2.927,4.75,146.8629
MS,339426860611.0,16.822,1.922,23.74,216.17
DELL,336225314523.0,29.649,0.452,314.96,517.765
NFLX,329846481434.0,24.164,0.0,-15.51,79.215
HD,318781789300.0,22.407,3.639,-5.13,319.52
NVS,304836646039.0,23.896,1.91,18.6,160.365
GS,300130752224.0,14.304,1.757,18.98,1031.044
RY,292280819165.0,17.739,2.267,26.32,211.2
PM,287361559748.0,26.426,3.156,16.93,184.32
BABA,281298024396.0,25.666,0.889,-22.1,113.17
MUFG,271432767139.0,21.315,1.799,54.14,24.1152
PANW,270209175000.0,879.895,,79.99,331.545
RTX,270171597546.0,34.884,1.392,10.49,200.505
WFC,270164100678.0,11.948,2.111,-2.56,89.34
ARM,268783560000.0,257.456,,130.24,251.48
SHEL,260244514674.0,10.019,3.339,30.64,93.41
AZN,252308239801.0,24.154,1.96,79.99,162.69
GEV,251498800538.0,26.393,0.188,44.75,944.66
SAP,249445704000.0,27.549,0.991,-9.91,215.88
SNDK,246934913091.0,21.598,,610.46,1686.9999
ANET,243883010184.0,60.25,,47.58,193.47
KLAC,243050365308.0,50.325,0.487,53.66,186.05
AMGN,237077946833.0,27.122,2.233,36.72,438.5061
TXN,236015165731.0,38.999,2.229,51.47,258.36
TM,234073720806.0,8.171,3.198,-6.37,197.7373
BHP,230936549558.0,23.487,4.953,56.82,90.901062
C,229087541454.0,12.834,1.843,18.8,136.58
TMO,227067354542.0,32.592,0.294,6.19,614.05
SAN,224085955825.0,11.878,1.322,28.33,14.92
LIN,221477919313.0,30.575,1.63,13.79,480.465
IBM,221109519989.0,20.602,2.861,-19.16,234.69
AXP,220985013202.0,19.306,1.085,-10.83,327.17
CRWD,217990608188.0,4838.518,0.0,81.67,212.895
CRM,213700180000.0,22.111,0.692,-1.48,259.66
VZ,208839775529.0,12.914,5.572,29.61,50.265
NVO,206479371493.0,11.4,2.793,-4.95,46.684
APH,203861484780.0,39.626,0.554,22.77,82.67
TD,200031889730.0,17.051,2.604,32.62,122.06548
TTE,196707245798.0,11.028,4.193,38.45,88.49
TMUS,194625537463.0,18.432,2.213,-9.2,181.44
MRVL,193137225000.0,73.161,0.113,159.56,220.162
STX,189819316715.0,59.536,0.355,204.87,838.03
ABT,189797171343.0,34.975,2.288,-10.83,109.6962
SHOP,189586983233.0,98.333,,-8.46,147.34
PEP,188996534036.0,18.084,5.17,-0.58,138.5
SCHW,188943761440.0,18.715,1.126,10.44,109.1615
DE,188638053960.0,38.715,0.936,51.1,699.8254
KOF,188226167279.0,132.844,3.342,20.51,111.85
GILD,187121632441.0,-57.746,2.131,24.46,150.94
DIS,181975532602.0,21.16,1.433,-6.66,105.39
MCD,181495899871.0,20.653,2.876,-14.44,256.4999
T,177613836048.0,8.237,4.33,8.1,25.92
QCOM,176838387618.0,19.106,2.71,-0.02,168.405
ADI,175344859165.0,42.423,1.21,34.62,361.95
NEE,174533796747.0,18.769,2.896,6.5,83.6586
BLK,173727688668.0,26.405,1.947,5.98,1121.8
SMFG,173145260697.0,20.629,2.09,43.68,27.3363
UNP,173054192567.0,23.609,1.921,27.84,291.21
WELL,172045423528.0,110.895,1.243,29.99,238.6651
UBS,169788910873.0,17.835,2.003,22.87,55.45
SCCO,169746854633.0,29.972,1.975,46.71,201.015
BA,167123740729.0,68.585,,-2.61,211.0544
WDC,165618088036.0,17.584,0.108,166.85,459.38
BBVA,164729251113.0,12.756,3.009,29.8,29.515
PFE,163353215028.0,37.693,5.963,21.04,28.66
COP,161928278794.0,17.44,2.513,47.17,134.79
ETN,158405056000.0,41.353,1.093,29.12,407.73
IBKR,158367588147.0,140.525,0.359,44.64,92.5916
BUD,158020951181.0,16.94,1.244,26.53,80.147167
UBER,153760453557.0,16.048,,-7.87,75.2762
DHR,146210554441.0,36.501,0.685,-8.76,207.985
NOW,145981314400.0,87.395,0.0,-7.83,141.338
BKNG,145377099140.0,20.168,0.872,-9.25,193.48
TJX,145188326247.0,23.933,1.377,-13.28,132.0027
SONY,144267045789.0,-101.887,0.557,-3.46,24.6426
RDS.A,142170085775.52,42.202,,,51.04
VRTX,140054902775.0,31.793,,21.88,552.6327
UL,139061847936.0,12.912,3.473,1.23,64.55
BMY,137045726271.0,14.765,3.669,28.58,67.11
MFG,136509261549.0,16.555,1.564,54.88,11.215
NEM,135715564505.0,15.769,1.005,29.83,128.8
COF,135224327551.0,12.855,1.475,-7.99,220.41
CB,132603269537.0,11.855,1.148,10.79,343.685
GLW,131422017661.0,69.117,0.765,75.17,152.59
PLD,130911352006.0,31.086,2.951,9.82,138.0373
SPGI,130708424000.0,26.544,0.868,-9.68,443.375
RIO,130084089567.0,10.747,4.522,36.05,103.62
ISRG,129010073917.0,41.111,,-35.52,365.14
PGR,127978558500.0,10.942,6.262,2.95,220.26
ACN,126279698921.0,16.196,3.247,-27.65,189.095
CVS,124136864015.0,25.381,2.723,25.16,97.06
BMO,121891374680.0,18.385,2.78,38.35,175.3693
PH,121832441637.0,33.379,0.788,10.64,966.07
LMT,121684424519.0,19.343,2.59,10.98,527.245
MDT,120597120269.0,23.049,3.069,-0.16,94.28
BTI,120535810701.0,13.84,5.646,1.33,55.79
SBUX,120042000000.0,60.542,2.342,27.32,105.3129
SNOW,120013716000.0,-110.009,,57.85,346.3563
HDB,119221637700.0,15.322,1.516,-35.45,23.235
SYK,116721277898.0,31.299,1.128,-12.95,304.3506
