symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5419832000000.0,33.956,0.128,20.23,223.96
AAPL,4572794419400.0,35.467,0.34,15.47,313.33
GOOGL,4333089000000.0,17.744,0.235,13.34,354.3
GOOG,4322938100000.0,17.702,0.236,12.79,353.47
MSFT,3712698490045.0,27.759,0.713,3.85,499.99
AMZN,2960627349243.0,21.885,,18.92,274.48
TSM,2178526538960.0,31.698,0.663,38.78,420.04
AVGO,2035102505496.0,69.417,0.602,24.05,427.76
SPCX,1754626728479.0,,,-1.4,133.11
META,1508378435823.0,22.15,0.353,-10.14,592.1
TSLA,1297742282721.0,341.152,,-26.94,328.58
BRK.B,1125446509559.0,15.53,,3.81,521.8
BRK.A,1121687176435.0,15.478,,3.35,780085.97
LLY,1116176485541.0,41.787,0.544,10.71,1185.71
SKHY,1005178411050.0,18.948,,-17.92,137.91
MU,991121547523.0,19.638,0.06,207.65,877.57
JPM,950354728436.0,14.606,1.704,12.53,357.52
WMT,890111153487.0,39.15,0.652,0.79,111.85
AMD,789073136301.0,122.641,,125.7,483.36
ASML,668714259000.0,54.527,0.454,63.4,1740.99
V,646855343575.0,28.632,0.714,3.79,362.5
XOM,629287006358.0,19.211,2.69,28.89,153.04
JNJ,624742112286.0,29.697,2.038,26.66,259.24
INTC,512722600000.0,,,175.47,101.65
MA,493149795723.0,30.335,0.594,-0.91,562.95
CSCO,478608411371.0,40.024,1.376,59.94,121.43
BAC,441731914217.0,13.132,1.843,16.1,63.17
ABBV,434781536801.0,68.904,2.801,10.23,246.04
AMAT,428055287090.0,50.312,0.362,110.31,539.14
ORCL,423486846420.0,24.784,1.389,-23.84,147.02
COST,420338080007.0,47.56,0.584,10.4,947.82
PLTR,413350089145.0,137.021,,-3.23,172.01
LRCX,389585405300.0,53.622,0.341,82.23,311.35
CAT,387133594767.0,35.7,0.725,47.91,842.19
GE,383981134811.0,42.802,0.448,20.47,370.08
KO,374536911603.0,26.162,2.395,26.18,87.05
UNH,369687423980.0,26.178,2.212,24.98,407.08
CVX,368599888877.0,17.901,3.609,24.74,186.56
HSBC,356490215425.0,15.982,3.66,36.32,103.73
HD,354594634453.0,25.306,2.646,4.82,355.62
MS,339760605948.0,16.857,1.953,23.86,216.33
PG,338879095817.0,21.119,2.924,3.99,145.79
MRK,317570023281.0,100.085,2.628,23.94,128.58
