symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5424187000000.0,28.122,0.231,20.96,225.07
AAPL,4977636972600.0,38.607,0.313,25.8,341.07
GOOGL,4206141600000.0,17.224,0.248,10.09,343.92
GOOG,4171408400000.0,17.082,0.25,8.91,341.08
MSFT,3832843816089.0,28.657,0.705,7.41,516.17
AMZN,2693018909521.0,19.907,,8.17,249.67
TSM,2337077049140.0,33.493,0.666,49.2,450.61
SPCX,1959867042223.0,,,10.13,148.68
META,1914858529084.0,28.119,0.278,14.17,751.66
AVGO,1684184352671.0,44.014,0.734,2.5,352.81
TSLA,1469666080781.0,386.348,,-17.26,372.11
SKHY,1396214751800.0,11.703,,14.02,191.56
SKHYV,1224566926550.0,24.506,,,168.01
MU,1222319619464.0,24.219,0.049,279.42,1082.28
LLY,1114058432145.0,41.708,0.566,10.65,1183.46
BRK.A,1082493796155.0,12.621,,0.49,758505.68
BRK.B,1082086172182.0,12.616,,0.56,505.48
AMD,1029487735736.0,160.007,,194.47,630.63
JPM,911917356057.0,14.015,1.769,7.98,343.06
WMT,856685919103.0,38.806,0.909,-2.46,107.98
ASML,669847354000.0,55.286,0.444,63.67,1743.94
XOM,660331941656.0,20.158,2.595,36.12,160.59
V,655563354821.0,29.017,0.737,5.38,367.38
JNJ,653612697478.0,31.07,1.946,33.16,271.22
INTC,650190947226.0,,,233.33,123.0
MA,497267042441.0,30.588,0.603,-0.08,567.65
ABBV,467119783117.0,74.028,2.584,18.43,264.34
PLTR,455788101902.0,151.089,,6.71,189.67
CSCO,420674019349.0,31.708,1.559,40.54,106.7
ORCL,414554205600.0,21.911,1.384,-28.98,137.1
COST,409226718573.0,46.303,0.6,7.48,922.765
CVX,403946436969.0,19.618,3.48,37.89,204.45
BAC,396488832296.0,11.787,2.088,4.74,56.7
LRCX,394428892410.0,54.289,0.352,84.69,315.21
AMAT,384894759855.0,41.534,0.408,89.4,485.0
KO,377806849028.0,26.391,2.392,28.04,87.81
CAT,377659695305.0,34.827,0.756,44.29,821.58
MRK,367065796302.0,115.684,2.29,44.26,148.78
DELL,357892638848.0,31.455,0.424,351.25,562.89
HSBC,346095814835.0,13.579,3.723,33.31,100.95
PG,339644372184.0,21.167,2.941,4.31,146.23
GE,339376322377.0,37.83,0.513,6.47,327.09
UNH,338025243432.0,23.936,2.425,16.34,376.59
ARM,331421760000.0,317.454,,183.89,310.32
MS,308317868783.0,15.297,2.126,12.4,196.31
PANW,306537320000.0,998.493,,103.44,374.74
PM,296884687861.0,27.302,3.085,20.81,190.48
NFLX,296243488249.0,21.703,0.0,-24.12,71.145
HD,292522598343.0,20.561,3.165,-12.94,293.2
RY,279627130802.0,17.391,2.38,20.85,201.98
NVS,276477980626.0,21.673,2.141,7.57,145.46
BABA,272875216650.0,24.9,0.906,-24.46,109.74
GS,272376293614.0,12.987,1.95,7.98,935.45
SHEL,266791747954.0,10.272,3.219,33.92,95.78
MUFG,264285356518.0,20.879,1.848,50.08,23.48
ANET,260505951044.0,64.408,,57.64,206.55
SNDK,260303699978.0,22.768,,648.93,1777.8
CRWD,258718116307.0,5749.93,0.0,115.15,252.13
AZN,258372819733.0,24.734,1.939,84.32,166.58
RTX,255265392474.0,32.989,1.485,4.39,189.4
GEV,255049027173.0,26.766,0.185,46.79,957.63
TXN,253946784046.0,41.961,2.035,62.98,278.07
WFC,250901224908.0,11.097,2.269,-9.51,82.97
TMO,249579418050.0,35.823,0.274,16.81,675.0
KLAC,245236819977.0,50.766,0.449,55.23,187.92
