date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
09/08/2026,ARKF,852234103,XYZ,BLOCK INC,equity,790528.0,65424097.28,7.87
09/08/2026,ARKF,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,422127.0,61246406.43,7.37
09/08/2026,ARKF,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,593572.0,60574022.6,7.29
09/08/2026,ARKF,MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992.0,55507168.54,6.68
09/08/2026,ARKF,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,433692.0,52958130.12,6.37
09/08/2026,ARKF,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,256234.0,47311045.76,5.69
09/08/2026,ARKF,888787108,TOST,TOAST INC-CLASS A,equity,1113239.0,37794464.05,4.55
09/08/2026,ARKF,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,192421.0,33544752.93,4.04
09/08/2026,ARKF,023135106,AMZN,AMAZON.COM INC,equity,117160.0,30287031.6,3.64
09/08/2026,ARKF,30303M102,META,META PLATFORMS INC-CLASS A,equity,44083.0,27189071.91,3.27
09/08/2026,ARKF,G16910120,BLSH,BULLISH,equity,745851.0,26850636.0,3.23
09/08/2026,ARKF,67066G104,NVDA,NVIDIA CORP,equity,111999.0,25800089.64,3.1
09/08/2026,ARKF,58733R102,MELI,MERCADOLIBRE INC,equity,12996.0,25710766.56,3.09
09/08/2026,ARKF,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,31991.0,21693474.59,2.61
09/08/2026,ARKF,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,1137249.0,20720676.78,2.49
09/08/2026,ARKF,09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,734466.0,18339616.02,2.21
09/08/2026,ARKF,81141R100,SE,SEA LTD-ADR,equity,152376.0,17079825.84,2.05
09/08/2026,ARKF,BZ1HM42,ADYEN,ADYEN NV,equity,14294.0,17043427.22,2.05
09/08/2026,ARKF,22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,79132.0,16863029.2,2.03
09/08/2026,ARKF,G6683N103,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,equity,1082126.0,16632276.62,2.0
09/08/2026,ARKF,009066101,ABNB,AIRBNB INC-CLASS A,equity,82300.0,14973662.0,1.8
09/08/2026,ARKF,L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,26476.0,14361376.68,1.73
09/08/2026,ARKF,771049103,RBLX,ROBLOX CORP -CLASS A,equity,320209.0,13868251.79,1.67
09/08/2026,ARKF,36118L106,FUTU,FUTU HOLDINGS LTD-ADR,equity,107399.0,13075828.25,1.57
09/08/2026,ARKF,007903107,AMD,ADVANCED MICRO DEVICES,equity,26224.0,12523795.68,1.51
09/08/2026,ARKF,26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,509034.0,12221906.34,1.47
09/08/2026,ARKF,25809K105,DASH,DOORDASH INC - A,equity,56481.0,11958722.13,1.44
09/08/2026,ARKF,G5279N105,KLAR,KLARNA GROUP PLC,equity,685041.0,9871440.81,1.19
09/08/2026,ARKF,81517B101,SECZ,SECURITIZE CORP,equity,1179868.0,8754620.56,1.05
09/08/2026,ARKF,18915M107,NET,CLOUDFLARE INC - CLASS A,equity,30470.0,8498692.4,1.02
09/08/2026,ARKF,G32089107,ETOR,ETORO GROUP LTD-A,equity,247851.0,8047721.97,0.97
09/08/2026,ARKF,98954M200,Z,ZILLOW GROUP INC - C,equity,146765.0,5076601.35,0.61
09/08/2026,ARKF,BQ84B35,ETHQ/U,3IQ ETHER STAKING ETF,equity,497416.0,4760271.12,0.57
09/08/2026,ARKF,BJY21K1,KSPI,JSC KASPI.KZ ADR,equity,39943.0,4295070.79,0.52
09/08/2026,ARKF,70450C101,PAYP,PAYPAY CORP,equity,235647.0,4015424.88,0.48
09/08/2026,ARKF,BTRDQ40,SOLQ/U,3IQ SOLANA STAKING ETF,equity,400964.0,3323991.56,0.4
09/08/2026,ARKF,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,1396870.0,1396869.96,0.17
09/08/2026,ARKF,432705309,CNTN,CANTON STRATEGIC HOLDINGS IN,equity,390059.0,889334.52,0.11
09/08/2026,ARKF,01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,equity,4307.0,487724.68,0.06
