symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5356707000000.0,27.772,0.234,19.46,222.27
AAPL,4905541723400.0,38.048,0.317,23.98,336.13
GOOGL,4274874200000.0,17.505,0.244,11.89,349.54
GOOG,4212134300000.0,17.248,0.248,9.97,344.41
MSFT,3666585852546.0,27.414,0.737,2.75,493.78
AMZN,2736595616352.0,20.229,,9.92,253.71
TSM,2254404653580.0,32.319,0.691,43.92,434.67
SPCX,2012989615401.0,,,13.12,152.71
AVGO,1707097776023.0,44.613,0.705,3.71,357.61
META,1696002269294.0,24.905,0.313,1.04,665.75
TSLA,1438701629212.0,378.208,,-19.0,364.27
SKHY,1366622812500.0,11.713,,11.6,187.5
SKHYV,1224566926550.0,24.506,,,168.01
MU,1147237562786.0,22.732,0.052,256.11,1015.8
BRK.B,1091269818773.0,12.724,,1.42,509.77
BRK.A,1089764118271.0,12.706,,1.17,763600.01
LLY,1085318800950.0,40.632,0.581,7.8,1152.93
JPM,929487966806.0,14.285,1.736,10.06,349.67
AMD,913892178012.0,142.041,,161.4,559.82
WMT,846768736302.0,38.357,0.919,-3.59,106.73
XOM,672462081938.0,20.529,2.549,38.62,163.54
V,657187184787.0,29.089,0.736,5.64,368.29
JNJ,650648522204.0,30.929,1.955,32.56,269.99
ASML,645257272000.0,52.926,0.461,57.66,1679.92
INTC,574071031453.0,,,194.31,108.6
MA,495155858486.0,30.458,0.605,-0.5,565.24
ABBV,466448278549.0,73.922,2.588,18.26,263.96
ORCL,446333670960.0,23.591,1.286,-23.54,147.61
CSCO,431752688462.0,32.543,1.519,44.24,109.51
PLTR,426879308387.0,141.506,,-0.06,177.64
CVX,413943839616.0,20.103,3.396,41.3,209.51
BAC,403691363111.0,12.001,2.051,6.65,57.73
COST,397051008009.0,44.925,0.619,4.28,895.31
KO,379699970695.0,26.523,2.38,28.69,88.25
CAT,371872388452.0,34.293,0.768,42.08,808.99
MRK,362353498473.0,114.199,2.32,42.41,146.87
DELL,361179790765.0,31.744,0.42,355.4,568.06
LRCX,360518093310.0,49.621,0.362,68.63,288.11
AMAT,352809615235.0,38.072,0.445,73.61,444.57
HSBC,349260588871.0,13.703,3.689,34.47,101.83
PG,340015999754.0,21.19,2.938,4.42,146.39
UNH,338303497834.0,23.956,2.423,16.43,376.9
GE,326074770961.0,36.348,0.534,2.3,314.27
MS,318165319433.0,15.786,2.06,15.99,202.58
HD,299286934007.0,21.037,3.094,-10.93,299.98
NFLX,298929229340.0,21.9,0.0,-23.43,71.79
PANW,297408440000.0,968.757,,97.38,363.58
ARM,294351480000.0,281.946,,152.14,275.61
PM,293985666864.0,27.036,3.115,19.63,188.62
BABA,281472018049.0,25.594,0.878,-22.05,113.24
RY,281454578137.0,17.335,2.365,21.64,203.3
GS,274283466336.0,13.078,1.936,8.74,942.0
NVS,266803342091.0,20.914,2.219,3.81,140.37
SHEL,263337772516.0,10.139,3.261,32.19,94.54
SNDK,262356494372.0,22.947,,654.83,1791.82
RTX,261465079936.0,33.79,1.45,6.93,194.0
WFC,260426822816.0,11.518,2.186,-6.08,86.12
MUFG,260345838853.0,20.509,1.876,47.85,23.13
AZN,257597298003.0,24.66,1.945,83.77,166.08
ANET,251475582565.0,62.176,,52.17,199.39
GEV,250441456222.0,26.282,0.188,44.14,940.33
CRWD,243859756238.0,5419.708,0.0,102.79,237.65
TXN,243508362995.0,40.236,2.122,56.28,266.64
SAP,241747190000.0,27.062,1.027,-12.69,209.45
TMO,240871869465.0,34.573,0.284,12.74,651.45
KLAC,231245715123.0,47.869,0.476,46.2,176.99
