symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5085388000000.0,31.858,0.136,12.81,210.14
GOOGL,4601516709000.0,18.837,0.225,20.36,376.2269
GOOG,4570351000000.0,18.719,0.226,19.24,373.67
AAPL,4446700704200.0,34.499,0.35,12.28,304.6888
MSFT,3660199883424.0,27.352,0.73,2.38,492.95
AMZN,2990721164108.0,22.113,,20.12,277.2899
TSM,2160010826780.0,31.533,0.682,37.6,416.53
AVGO,1956768947536.0,66.706,0.645,19.27,411.3488
SPCX,1548442888436.0,-178.047,,-12.84,117.74
META,1490112561439.0,21.868,0.353,-11.23,584.72
TSLA,1278073536698.0,335.379,,-28.04,323.73
BRK.A,1104245583344.0,15.237,,1.74,767956.08
BRK.B,1103446596953.0,15.228,,1.78,511.62
SKHY,1085790935350.0,20.708,,-11.33,148.8881
LLY,1064911764491.0,42.132,0.578,5.58,1131.18
MU,991261931092.0,19.641,0.064,207.7,876.6898
JPM,962346525775.0,14.791,1.711,13.04,359.17
WMT,871887152222.0,38.361,0.66,-1.27,109.56
AMD,842988081410.0,167.727,,141.4,516.9801
ASML,654863613000.0,53.418,0.471,60.01,1705.15
V,648782526392.0,28.727,0.723,4.1,363.58
XOM,624105997289.0,19.053,2.686,27.83,151.75
JNJ,609294662280.0,28.964,2.058,23.53,252.854
MA,496662595582.0,30.534,0.599,-0.2,566.96
INTC,493359188400.0,-43.733,,165.07,97.82
CSCO,474016639986.0,39.582,1.435,58.4,120.265
BAC,440613074479.0,13.096,1.858,15.81,63.0
ABBV,434763865629.0,68.981,2.787,10.22,246.3352
AMAT,432040963429.0,50.769,0.369,112.27,544.16
COST,417668337607.0,47.258,0.581,9.7,941.8798
ORCL,416976981960.0,24.412,1.405,-25.01,144.74
CAT,407527180639.0,43.215,0.747,55.39,883.99
LRCX,388459255100.0,53.531,0.354,81.7,310.45
GE,386995253911.0,43.14,0.455,21.41,372.985
UNH,372021355099.0,26.332,2.152,25.77,409.8
CVX,371249640000.0,18.034,3.56,26.51,189.22
KO,369804107436.0,25.841,2.395,24.59,86.0121
HSBC,369687192454.0,16.572,3.48,41.36,107.57
PLTR,366572974403.0,121.69,,-13.97,152.93
HD,339996846228.0,24.264,2.72,0.5,341.11
PG,338496790437.0,21.114,2.961,3.69,145.365
MS,336879600000.0,16.728,1.975,22.7,214.1881
MRK,318261574117.0,35.703,2.641,24.21,128.8113
GS,307398390568.0,14.658,1.694,21.27,1055.73
NFLX,304883246683.0,22.33,0.0,-21.91,73.2192
BABA,304448730965.0,19.818,0.81,-12.56,127.0057
PANW,296272875000.0,350.98,,97.35,363.525
DELL,294382425583.0,34.97,0.546,265.24,455.11
NVS,294097607193.0,23.054,2.027,14.43,154.72
RY,291886854866.0,18.487,2.276,25.66,210.03
RTX,291425743477.0,37.709,1.273,18.79,216.23
PM,288912380120.0,26.596,3.135,17.56,185.37
ARM,284782200000.0,270.458,,143.94,266.4501
