date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
08/25/2026,ARKF,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,477441.0,71520661.8,8.9
08/25/2026,ARKF,MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992.0,54773221.34,6.81
08/25/2026,ARKF,852234103,XYZ,BLOCK INC,equity,614266.0,49988967.08,6.22
08/25/2026,ARKF,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,558380.0,48981093.6,6.09
08/25/2026,ARKF,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,256234.0,45988878.32,5.72
08/25/2026,ARKF,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,433692.0,44939165.04,5.59
08/25/2026,ARKF,888787108,TOST,TOAST INC-CLASS A,equity,1113239.0,40867003.69,5.08
08/25/2026,ARKF,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,209815.0,36904360.35,4.59
08/25/2026,ARKF,023135106,AMZN,AMAZON.COM INC,equity,117160.0,30704121.2,3.82
08/25/2026,ARKF,58733R102,MELI,MERCADOLIBRE INC,equity,12996.0,25314908.4,3.15
08/25/2026,ARKF,30303M102,META,META PLATFORMS INC-CLASS A,equity,44083.0,24643278.66,3.07
08/25/2026,ARKF,G16910120,BLSH,BULLISH,equity,745851.0,22830499.11,2.84
08/25/2026,ARKF,67066G104,NVDA,NVIDIA CORP,equity,104539.0,21794290.72,2.71
08/25/2026,ARKF,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,31991.0,21693474.59,2.7
08/25/2026,ARKF,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,1137249.0,20743421.76,2.58
08/25/2026,ARKF,007903107,AMD,ADVANCED MICRO DEVICES,equity,40859.0,18662143.96,2.32
08/25/2026,ARKF,BZ1HM42,ADYEN,ADYEN NV,equity,14294.0,17978343.67,2.24
08/25/2026,ARKF,09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,734466.0,17730009.24,2.21
08/25/2026,ARKF,81141R100,SE,SEA LTD-ADR,equity,152376.0,17626855.68,2.19
08/25/2026,ARKF,G6683N103,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,equity,1082126.0,15972179.76,1.99
08/25/2026,ARKF,009066101,ABNB,AIRBNB INC-CLASS A,equity,82300.0,15654283.0,1.95
08/25/2026,ARKF,22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,79132.0,15088889.76,1.88
08/25/2026,ARKF,771049103,RBLX,ROBLOX CORP -CLASS A,equity,379082.0,14693218.32,1.83
08/25/2026,ARKF,L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,26476.0,14239851.84,1.77
08/25/2026,ARKF,26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,509034.0,13219612.98,1.64
08/25/2026,ARKF,25809K105,DASH,DOORDASH INC - A,equity,56481.0,12937537.86,1.61
08/25/2026,ARKF,36118L106,FUTU,FUTU HOLDINGS LTD-ADR,equity,107399.0,12437878.19,1.55
08/25/2026,ARKF,G5279N105,KLAR,KLARNA GROUP PLC,equity,685041.0,9665928.51,1.2
08/25/2026,ARKF,81517B101,SECZ,SECURITIZE CORP,equity,1179868.0,7492161.8,0.93
08/25/2026,ARKF,18915M107,NET,CLOUDFLARE INC - CLASS A,equity,26144.0,7329470.4,0.91
08/25/2026,ARKF,G32089107,ETOR,ETORO GROUP LTD-A,equity,247851.0,7205028.57,0.9
08/25/2026,ARKF,98954M200,Z,ZILLOW GROUP INC - C,equity,146765.0,5437643.25,0.68
08/25/2026,ARKF,BQ84B35,ETHQ/U,3IQ ETHER STAKING ETF,equity,497416.0,4720477.84,0.59
08/25/2026,ARKF,BJY21K1,KSPI,JSC KASPI.KZ ADR,equity,39943.0,4252331.78,0.53
08/25/2026,ARKF,70450C101,PAYP,PAYPAY CORP,equity,235647.0,3581834.4,0.45
08/25/2026,ARKF,BTRDQ40,SOLQ/U,3IQ SOLANA STAKING ETF,equity,387491.0,3041804.35,0.38
08/25/2026,ARKF,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,1380648.0,1380648.27,0.17
08/25/2026,ARKF,432705309,CNTN,CANTON STRATEGIC HOLDINGS IN,equity,390059.0,834726.26,0.1
08/25/2026,ARKF,01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,equity,4307.0,510250.29,0.06
08/25/2026,ARKF,G13311132,,BRERA HOLDINGS PLC-CL B,equity,63201.0,262916.16,0.03
08/25/2026,ARKF,BREADUMMY,,BRERA HOLDINGS PLC WTS,equity,78805.0,145789.81,0.02
08/25/2026,ARKG,88025U109,TXG,10X GENOMICS INC-CLASS A,equity,3028746.0,193233994.8,9.63
08/25/2026,ARKG,90184D100,TWST,TWIST BIOSCIENCE CORP,equity,1312708.0,184829286.4,9.22
08/25/2026,ARKG,88023B103,TEM,TEMPUS AI INC-CL A,equity,2477543.0,163939020.31,8.17
08/25/2026,ARKG,H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,2115350.0,120733601.25,6.02
08/25/2026,ARKG,71535D106,PSNL,PERSONALIS INC,equity,6984132.0,119149291.92,5.94
08/25/2026,ARKG,00091E109,ABSI,ABSCI CORP,equity,10670333.0,94325743.72,4.7
08/25/2026,ARKG,452327109,ILMN,ILLUMINA INC,equity,373151.0,83294766.22,4.15
08/25/2026,ARKG,532457108,LLY,ELI LILLY & CO,equity,65842.0,82100365.06,4.09
08/25/2026,ARKG,632307104,NTRA,NATERA INC,equity,249055.0,81620304.6,4.07
08/25/2026,ARKG,40131M109,GH,GUARDANT HEALTH INC,equity,472805.0,77152319.9,3.85
08/25/2026,ARKG,14167L103,CDNA,CAREDX INC,equity,1517536.0,72082960.0,3.59
08/25/2026,ARKG,07373V105,BEAM,BEAM THERAPEUTICS INC,equity,2390480.0,67722298.4,3.38
08/25/2026,ARKG,20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4629805.0,65743231.0,3.28
08/25/2026,ARKG,00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1840726.0,47030549.3,2.34
08/25/2026,ARKG,75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,14145907.0,45974197.75,2.29
08/25/2026,ARKG,67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1744574.0,45829958.98,2.28
08/25/2026,ARKG,124155102,BFLY,BUTTERFLY NETWORK INC,equity,4948139.0,44285844.05,2.21
08/25/2026,ARKG,81663L200,WGS,GENEDX HOLDINGS CORP,equity,519713.0,44274350.47,2.21
08/25/2026,ARKG,80810D103,SDGR,SCHRODINGER INC,equity,2264429.0,42503332.33,2.12
