symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5421897500000.0,28.11,0.228,20.91,224.9589
AAPL,4917071125600.0,38.127,0.314,24.27,336.9272
GOOGL,4168840100000.0,17.075,0.243,9.12,340.8802
GOOG,4128603400000.0,16.908,0.246,7.79,337.5991
MSFT,3700669106350.0,27.669,0.731,3.7,498.3887
AMZN,2699544629232.0,19.956,,8.43,250.275
TSM,2318820660660.0,33.102,0.664,48.03,447.12
SPCX,2003770278507.0,-243.842,,12.6,152.02
META,1920921848650.0,28.21,0.284,14.53,754.0401
AVGO,1698648451162.0,44.39,0.71,3.38,355.8601
TSLA,1502605306047.0,394.937,,-15.4,380.4544
SKHY,1383750422885.0,11.652,,13.0,189.8
SKHYV,1224566926550.0,24.506,,,168.01
MU,1214871271633.0,24.074,0.048,277.11,1075.685
BRK.A,1088552390783.0,12.691,,1.05,762046.0312
BRK.B,1088369156505.0,12.685,,1.15,508.415
LLY,1087257996504.0,40.69,0.573,7.99,1154.98
AMD,1003287327550.0,155.995,,186.97,614.7064
JPM,898520097634.0,13.808,1.785,6.39,338.0
WMT,872474074123.0,39.53,0.891,-0.67,109.987
ASML,663502022000.0,54.662,0.443,62.12,1727.4808
XOM,661853349082.0,20.204,2.626,36.44,161.0224
V,648675460680.0,28.713,0.748,4.28,363.5515
JNJ,646383001687.0,30.733,1.96,31.69,268.16
INTC,636103476703.0,-56.352,,226.11,120.335
MA,491222573855.0,30.21,0.615,-1.29,560.785
ABBV,467340672778.0,74.115,2.576,18.48,264.546
PLTR,461206998774.0,152.849,,7.97,191.925
ORCL,444715972200.0,23.483,1.272,-23.81,147.0858
CSCO,418485883635.0,31.537,1.562,39.81,106.1528
CVX,407660886964.0,19.798,3.515,39.16,206.34
COST,397232834319.0,44.955,0.616,4.33,895.776
BAC,390510032443.0,11.613,2.107,3.16,55.8486
LRCX,381264995490.0,52.477,0.441,78.52,304.257318
KO,378473744160.0,26.442,2.37,28.27,87.9686
AMAT,372165456869.0,40.152,0.419,83.13,468.5376
CAT,370378445063.0,34.155,0.768,41.51,805.8964
MRK,363217008546.0,114.487,2.258,42.75,147.1417
DELL,350237453338.0,30.765,0.435,341.6,551.2999
