symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5494318000000.0,28.486,0.134,22.39,227.98
AAPL,4591037144400.0,35.609,0.34,16.03,314.58
GOOGL,4166149500000.0,17.06,0.246,8.98,340.65
GOOG,4130193300000.0,16.913,0.248,7.76,337.71
MSFT,3750346005684.0,28.04,0.734,5.1,505.06
AMZN,2764100715961.0,20.432,,11.02,256.26
TSM,2216180340200.0,31.714,0.663,41.18,427.3
SPCX,1856917340852.0,,,4.35,140.87
AVGO,1767631346765.0,60.294,0.711,7.75,371.54
META,1454880805098.0,21.365,0.361,-13.33,571.1
TSLA,1401338910865.0,368.386,,-21.1,354.81
SKHYV,1224566926550.0,24.506,,,168.01
SKHY,1177919534550.0,10.045,,-3.81,161.61
LLY,1107130044147.0,41.448,0.563,9.97,1176.1
BRK.A,1078836650005.0,12.579,,0.15,755943.11
BRK.B,1078275708096.0,12.572,,0.21,503.7
MU,1056423059514.0,20.932,0.056,227.92,935.39
JPM,941582713993.0,14.471,1.703,11.49,354.22
WMT,816737663678.0,36.997,0.937,-7.3,102.63
AMD,778151878270.0,120.944,,122.58,476.67
V,677476137218.0,29.987,0.706,8.9,379.66
ASML,666417341000.0,53.817,0.444,62.83,1735.01
XOM,643267507022.0,19.638,2.635,32.61,156.44
JNJ,640478750125.0,30.445,1.954,30.49,265.77
MA,518361361796.0,31.885,0.572,4.16,591.73
INTC,486797433578.0,,,149.57,92.09
ABBV,456181327123.0,72.295,2.598,15.65,258.15
PLTR,446800663186.0,148.109,,4.6,185.93
CSCO,442031897680.0,33.318,1.48,47.72,112.15
ORCL,437658763740.0,25.614,1.339,-21.29,151.94
BAC,427746417487.0,12.717,1.866,12.43,61.17
COST,414501898947.0,46.9,0.58,8.86,934.66
LRCX,398645844180.0,54.869,0.333,86.46,318.58
CVX,394699827407.0,19.169,3.554,34.73,199.77
KO,383185035582.0,26.766,2.309,29.1,89.06
AMAT,382799662605.0,41.308,0.413,88.36,482.36
CAT,375554384313.0,34.632,0.755,43.49,817.0
MRK,368940846747.0,116.275,2.206,44.15,149.54
GE,355603800080.0,39.639,0.473,11.57,342.73
UNH,354594844307.0,25.109,2.255,21.29,395.05
HSBC,353180765615.0,13.857,3.62,35.81,102.85
MS,337451873499.0,16.743,1.95,23.02,214.86
PG,332719348208.0,20.735,2.964,2.1,143.14
NFLX,332448943732.0,24.356,0.0,-14.85,79.84
HD,327850788000.0,23.044,2.761,-3.14,328.61
PANW,312022750000.0,370.178,,107.84,382.85
DELL,306765119219.0,36.481,0.503,278.6,472.26
GS,303071583445.0,14.451,1.672,19.56,1040.87
PM,296884687861.0,27.302,3.027,20.81,190.48
NVS,293945550006.0,23.042,1.977,14.37,154.65
BABA,289102882544.0,26.414,0.83,-19.94,116.31
RTX,285832547180.0,36.939,1.327,16.89,212.08
RY,284257188470.0,17.826,2.312,22.38,204.54
ARM,272564280000.0,261.077,,133.47,255.21
WFC,256949223580.0,11.364,2.209,-7.33,84.97
SAP,255274414000.0,28.134,1.016,-7.81,221.17
AZN,255176013158.0,24.428,1.943,82.04,164.52
GEV,254036959565.0,26.659,0.186,46.21,953.83
ANET,253619664466.0,62.706,,53.47,201.09
SHEL,252641590514.0,9.727,3.384,26.82,90.7
MUFG,252579361170.0,20.212,1.934,43.44,22.44
BHP,244846859354.0,24.901,2.727,62.74,96.37
TXN,243417038226.0,40.221,2.162,56.22,266.54
KLAC,240104102312.0,49.703,0.458,51.8,183.77
AMGN,236250779865.0,27.022,2.253,36.24,436.99
TMO,233199613280.0,33.472,0.287,9.06,630.7
CRWD,232122385469.0,5158.848,0.0,94.52,227.96
TM,227370897792.0,8.086,3.332,-9.05,192.0
AXP,225661533795.0,19.715,1.065,-8.94,334.16
IBM,224972270988.0,20.976,2.921,-17.74,238.79
LIN,223736722112.0,30.886,1.276,14.57,485.35
C,222562312368.0,12.476,1.906,15.42,132.68
SNDK,217424895535.0,19.017,,525.56,1484.95
SAN,211796824755.0,11.203,1.401,25.15,14.55
MRVL,211453802833.0,83.688,0.097,184.54,241.45
CRM,206428950000.0,21.365,0.894,-4.37,252.05
VZ,205370538235.0,12.699,5.617,27.46,49.43
NVO,204516853536.0,11.27,2.812,-5.87,46.26
TD,200046855590.0,18.627,2.667,31.54,121.09
APH,198978870291.0,38.686,0.564,19.83,161.38
SHOP,198567757871.0,102.992,,-4.12,154.33
ABT,193093552903.0,35.593,2.181,-9.28,111.59
TTE,192014207708.0,10.765,4.295,35.15,86.33
STX,192013235650.0,60.306,0.335,208.39,847.2
PEP,190702648484.0,18.247,4.05,-0.74,139.72
TMUS,190667379211.0,18.056,2.263,-11.56,177.75
KOF,189932043075.0,134.696,3.275,21.6,113.01
SCHW,186854723898.0,18.508,1.136,9.22,108.05
GILD,184579724373.0,,2.176,22.77,148.86
DIS,184444694872.0,21.447,1.401,-5.39,106.82
MCD,184029256552.0,20.943,2.769,-13.85,260.06
UNP,182779208470.0,24.936,1.775,34.4,307.67
SCCO,182614652408.0,32.251,1.843,57.83,216.28
ADI,181479457952.0,43.889,1.135,38.91,374.52
BLK,180820700731.0,27.497,1.869,10.31,1167.57
T,174256167080.0,8.083,4.383,6.05,25.43
NEE,174116601105.0,18.724,2.814,5.45,83.47
QCOM,173057545502.0,18.689,2.229,-2.69,164.78
WELL,172690490260.0,111.365,1.24,30.48,239.6
DE,168079237051.0,34.492,1.023,34.48,622.66
WDC,166569916128.0,17.675,0.102,168.38,462.0
UBS,166436303220.0,17.483,2.045,20.45,54.36
BA,165890763498.0,68.128,,-3.33,209.89
IBKR,164873739870.0,146.424,0.336,50.44,96.55
ETN,161589936000.0,42.202,1.034,31.71,416.04
SMFG,161049157993.0,19.576,2.266,33.65,25.43
BBVA,160124757392.0,12.376,3.073,26.18,28.69
PFE,159704853964.0,36.858,6.071,18.34,28.02
UBER,157175001311.0,16.408,,-5.83,76.95
BUD,155950807716.0,16.72,1.272,24.87,79.1
COP,155597230280.0,16.763,2.611,41.41,129.52
BKNG,152199634080.0,21.112,0.815,-4.99,202.56
DHR,151620032127.0,37.867,0.671,-5.39,215.68
TJX,148273430742.0,23.762,1.325,-11.81,134.22
NOW,143117516660.0,85.699,0.0,-9.64,138.43
