symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5420090000000.0,28.1,0.232,20.87,224.906
AAPL,4957497004200.0,38.455,0.318,25.29,339.6883
GOOGL,4208404150000.0,17.228,0.249,10.15,344.128
GOOG,4169573900000.0,17.075,0.252,8.86,340.9322
MSFT,3831061685172.0,28.657,0.731,7.36,515.93
AMZN,2700223088356.0,19.954,,8.46,250.3379
TSM,2347243056827.0,33.604,0.665,49.85,452.655
SPCX,1962898851610.0,-238.839,,10.3,148.9
META,1907394335844.0,28.013,0.269,13.72,748.74
AVGO,1681797537738.0,43.954,0.739,2.36,352.3
TSLA,1468421973352.0,385.828,,-17.33,371.795
SKHY,1395267226650.0,11.659,,13.94,191.39
SKHYV,1224566926550.0,24.506,,,168.01
MU,1218595784367.0,24.143,0.049,278.26,1079.0115
LLY,1095108914426.0,40.998,0.567,8.77,1163.04
BRK.B,1081294109423.0,12.603,,0.49,505.03
BRK.A,1081166027913.0,12.603,,0.37,757526.1293
AMD,1027904234946.0,159.788,,194.01,629.6917
JPM,910654717614.0,13.993,1.793,7.83,342.585
WMT,853909107919.0,38.68,0.912,-2.78,107.63
ASML,669340610870.0,55.255,0.449,63.55,1742.865
XOM,660331941656.0,20.159,2.571,36.12,160.57
V,655161858401.0,28.987,0.736,5.32,367.155
INTC,654102665120.0,-57.984,,235.34,123.7199
JNJ,651877570489.0,30.989,1.95,32.81,270.5
MA,497025614102.0,30.558,0.604,-0.13,567.265
ABBV,465361501418.0,73.732,2.577,17.98,263.345
PLTR,459476796668.0,152.311,,7.57,191.2051
CSCO,424261773404.0,31.974,1.555,41.74,107.6196
ORCL,419452657920.0,22.166,1.36,-28.14,138.8
COST,407233281349.0,46.099,0.618,6.96,918.465
CVX,404025467820.0,19.628,3.46,37.92,204.5699
BAC,395824521201.0,11.756,2.113,4.57,56.605
LRCX,393196341225.0,54.104,0.361,84.11,314.225
AMAT,384275753849.0,41.45,0.418,89.09,484.285
KO,378559795145.0,26.442,2.384,28.3,87.9886
CAT,376990868341.0,34.769,0.771,44.04,819.94
MRK,364776754456.0,114.945,2.302,43.36,147.891
DELL,363188959055.0,31.943,0.445,357.93,571.38
HSBC,346095814835.0,13.579,3.752,33.31,100.95
GE,340486514266.0,37.954,0.524,6.82,328.16
ARM,340457040000.0,325.704,,191.63,318.3186
UNH,339847360971.0,24.062,2.435,16.96,378.54
PG,338506262751.0,21.096,2.952,3.96,145.74
PANW,307896999600.0,1003.262,,104.34,376.4
MS,307721053592.0,15.269,2.126,12.18,195.95
NFLX,296285127646.0,21.691,0.0,-24.11,71.155
HD,295535621014.0,20.773,3.176,-12.05,296.22
PM,294687042912.0,27.117,3.068,19.91,189.03
RY,279017981690.0,17.339,2.41,20.58,201.4314
NVS,275375566019.0,21.58,2.17,7.14,144.91
BABA,273844975485.0,24.977,0.898,-24.19,110.135
GS,270285682904.0,12.887,1.975,7.15,928.27
SHEL,266220727821.0,10.254,3.225,33.64,95.5345
MUFG,265073260051.0,20.968,1.923,50.53,23.55
ANET,262776155411.0,64.995,,59.01,208.24
CRWD,261693892840.0,5814.356,0.0,117.62,255.03
SNDK,259740718919.0,22.733,,647.31,1773.955
AZN,257550766699.0,24.655,1.963,83.73,166.06
RTX,255103661496.0,32.968,1.491,4.33,189.2651
TXN,254111168630.0,41.953,2.091,63.08,278.235
GEV,253589519149.0,26.64,0.185,45.95,952.15
WFC,250266185047.0,11.065,2.291,-9.74,82.76
TMO,247542110504.0,35.506,0.273,15.86,669.1172
SAP,244990492000.0,27.571,1.029,-11.52,212.175
KLAC,244636516990.0,50.566,0.451,54.85,187.46
MRVL,233671927500.0,88.524,0.092,214.03,266.5532
C,225363631796.0,12.633,1.927,16.87,134.345
TM,225227453391.0,7.927,3.423,-9.91,190.1417
AMGN,221653715730.0,25.353,2.443,27.82,410.002
LIN,216526992363.0,29.882,1.353,11.24,469.71
BHP,216111589256.0,21.96,4.005,46.75,85.05
QCOM,214825348541.0,23.196,1.881,21.45,204.55
IBM,213478231430.0,19.901,2.957,-21.95,226.6
SAN,209686134748.0,11.335,1.443,23.9,14.405
STX,209256147203.0,65.725,0.394,235.25,920.1075
AXP,208542429529.0,18.216,1.171,-15.85,308.83
APH,208263235722.0,40.499,0.599,25.62,84.4695
TTE,202645829541.0,11.361,4.072,42.63,90.9931
TD,197353110635.0,17.243,2.692,30.85,120.455
VZ,195523721006.0,12.093,5.957,21.35,47.055
CRM,193363850000.0,20.019,0.751,-10.7,235.06
ADI,191580225070.0,46.335,1.128,47.09,395.2199
DE,185475320915.0,38.028,0.935,48.57,687.8245
GILD,184244936481.0,-56.877,2.172,23.24,148.59
KOF,184066519402.0,135.758,3.451,17.85,109.4605
SHOP,183481857780.0,95.05,,-11.41,142.644
DIS,182070500381.0,21.156,1.455,-6.61,105.445
TMUS,178224388500.0,16.886,2.516,-16.85,166.14
ABT,175305205168.0,32.305,2.463,-17.64,101.31
PEP,174555981353.0,16.708,4.535,-8.18,127.89
T,173365356945.0,8.045,4.456,5.51,25.3
SCHW,172051610186.0,17.045,1.249,0.57,99.49
ETN,171645612000.0,44.828,0.986,39.91,441.65
SCCO,171562193558.0,30.299,1.955,48.28,203.2001
NVO,170200814753.0,9.583,3.439,-21.59,38.535
SMFG,168775464432.0,20.338,2.258,40.06,26.65
MCD,167530594257.0,19.07,3.15,-21.02,236.745
BLK,167035787987.0,25.39,2.091,2.42,1078.42
WELL,166171352178.0,107.258,1.282,25.55,230.555
WDC,165180030789.0,17.531,0.117,166.23,458.1449
UNP,162583611915.0,22.184,2.027,20.1,273.66
PFE,161528749512.0,37.259,6.047,19.69,28.34
BBVA,161045656136.0,12.719,3.133,26.9,28.855
NEE,158555203666.0,17.061,3.219,-3.25,76.0
BA,158548226012.0,64.968,,-7.61,200.6
DHR,157525114980.0,39.286,0.646,-1.7,223.2999
IBKR,153808158986.0,136.567,0.372,40.47,90.07
COP,153122475073.0,16.503,2.636,39.16,127.46
BUD,152382274694.0,16.325,1.289,22.02,77.28
UBS,151602162508.0,15.92,2.301,9.71,49.515
TJX,143216622742.0,23.609,1.383,-14.45,130.175
RDS.A,142170085775.52,42.202,,,51.04
ISRG,141982443472.0,45.132,,-29.04,401.9
UBER,141512650303.0,14.764,,-15.21,69.282
NOW,140894713360.0,84.368,0.0,-11.04,136.212
SONY,137248421399.0,-97.85,0.605,-8.03,23.48
GLW,134927868168.0,71.067,0.725,79.84,156.64
MFG,134513761157.0,16.466,1.676,52.62,11.055
UL,133826831817.0,12.66,3.584,-2.58,62.122
VRTX,132195079521.0,30.0,,15.04,521.5588
CB,128766489939.0,11.508,1.199,7.91,333.75
NEM,127855020163.0,14.878,0.866,22.31,121.3355
FTNT,127768895533.0,60.248,,119.29,174.2055
BMY,126597240806.0,13.638,4.062,18.78,61.975
PLD,126275224317.0,30.0,3.112,6.78,133.19
NET,123912180023.0,-600.714,,76.51,347.99
PH,123556116348.0,33.87,0.78,12.15,979.9216
BKNG,122940877410.0,17.049,1.085,-23.07,163.62
COF,122571202809.0,11.651,1.654,-16.6,199.8
LMT,120206532853.0,19.116,2.635,9.64,520.5713
SNOW,119854980000.0,-109.878,,54.87,339.775
BTI,119682478947.0,14.046,5.641,0.61,55.4
BMO,119505470577.0,18.455,2.874,35.64,171.9275
PGR,119230098000.0,10.194,6.934,-4.08,205.0901
ACN,118950474480.0,15.26,3.535,-31.85,178.12
RIO,118674745933.0,9.809,4.922,24.11,94.55
SPGI,118469802000.0,24.073,0.97,-18.14,401.92
HDB,118118959416.0,15.405,1.546,-36.05,23.0229
BP,115219009850.0,20.987,4.517,31.44,44.02
MO,114561130763.0,14.376,6.238,24.75,68.6
BNS,113607144300.0,16.064,3.498,30.51,93.22
MDT,113357199812.0,21.674,4.041,-5.38,88.62
CVS,112472654250.0,22.989,3.112,13.4,87.94
PDD,110427097522.0,8.048,,-31.58,77.57
DHR.WD,108776501000.0,44.2807,,,150.55
MPC,108707265757.0,12.712,1.064,140.79,387.07
VLO,108701254351.0,15.087,1.275,135.35,377.353
SBUX,107604600000.0,54.252,2.646,14.12,94.34
HOOD,107143544565.0,51.649,,5.37,119.118
LOW,106740527115.0,16.068,2.571,-19.88,190.4499
SYK,105693552825.0,28.344,1.288,-21.18,275.6333
ADP,105252775854.0,23.841,2.609,5.31,264.95
SPOT,105111092332.0,27.622,,-11.96,511.22
APP,104724010685.0,23.716,,-53.56,313.0674
ING,104293259000.0,12.059,3.642,35.97,36.465
ENB,104187295905.0,24.068,5.713,1.64,46.745
FCX,104003569103.0,35.349,0.86,43.61,72.425
CM,102878164366.0,14.374,2.759,26.96,113.34
EQIX,101408838570.0,66.22,1.945,36.19,1027.75
BNY,101395658980.0,16.096,1.497,30.33,149.44
EQNR,100889609488.0,11.142,3.482,84.13,42.2
PSX,100617114179.0,14.196,1.967,99.5,252.2167
MCK,100216412420.0,21.824,0.402,5.1,859.45
TT,100035737655.0,33.93,0.937,17.64,454.66
IBN,100000203471.0,5.488,0.76,-5.78,27.88
SNY,99386146350.0,22.046,4.934,-11.71,40.9306
ASX,99369645398.0,52.444,0.713,178.17,44.455
GSK,99294866152.0,15.553,3.607,2.7,49.0955
AEM,98552375659.0,16.778,0.895,15.55,194.555
PWR,97959244577.0,73.873,0.067,54.47,651.6851
DDOG,97582228522.0,549.378,,99.84,271.71
CNQ,97529565000.0,11.739,3.737,43.86,47.3
VRT,96955421488.0,55.974,0.102,55.55,251.884
SO,94962577880.0,20.397,3.538,-3.0,82.565
ABNB,94452453479.0,35.135,,16.22,157.74
BK,94143749812.0,15.793,1.563,,137.16
CME,93941880355.0,21.913,4.2,-1.07,261.2012
HCA,93548133135.0,13.68,0.742,-6.95,432.08
