symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5338520000000.0,33.488,0.132,18.43,220.5942
GOOGL,4639939700000.0,18.975,0.223,21.37,379.44
GOOG,4608630900000.0,18.848,0.224,20.24,376.83
AAPL,4492672371200.0,34.862,0.343,13.45,307.884967
MSFT,3623183539151.0,27.105,0.723,1.34,487.935
AMZN,2982793223633.0,22.027,,19.81,276.5203
TSM,2182610887235.0,31.844,0.664,39.04,420.99
AVGO,2000277018447.0,68.301,0.605,21.93,420.44
META,1515167539912.0,22.246,0.354,-9.74,594.82
SPCX,1507863807909.0,-182.938,,-15.27,114.41
TSLA,1283918866842.0,337.876,,-27.72,325.094
LLY,1117470352360.0,44.3,0.58,10.79,1187.205
BRK.B,1116305761556.0,15.405,,2.97,517.6
BRK.A,1115811894484.0,15.377,,2.81,775999.96
SKHY,1111920763525.0,21.051,,-9.2,152.555
MU,1026928957376.0,20.319,0.059,218.77,909.275
JPM,967303621898.0,14.863,1.687,13.63,361.0597
WMT,894726839397.0,39.353,0.655,1.31,112.43
AMD,800494465698.0,124.091,,129.23,490.92
V,661023706135.0,29.274,0.716,6.06,370.44
ASML,652459147000.0,53.193,0.452,59.42,1698.97
XOM,630273865229.0,19.257,2.705,29.09,153.3032
JNJ,619922315092.0,29.456,2.054,25.68,257.2402
MA,503806456643.0,30.977,0.599,1.24,574.914
INTC,501398820000.0,-44.446,,169.39,99.405
CSCO,479830256117.0,40.126,1.366,60.35,121.73
BAC,443480101308.0,13.188,1.846,16.56,63.43
ABBV,438192073161.0,69.441,2.802,11.09,248.11
AMAT,431353399326.0,50.823,0.35,111.93,543.294006
COST,418714947585.0,47.377,0.585,9.97,943.4736
ORCL,415047066390.0,24.314,1.368,-25.36,144.15
CAT,412863138762.0,38.077,0.707,57.43,896.375
GE,397630269670.0,44.322,0.444,24.75,383.24
LRCX,396892868820.0,54.722,0.328,85.65,317.34
PLTR,388478674183.0,128.924,,-9.05,161.6601
KO,372794379160.0,26.033,2.403,25.6,86.64
UNH,371558201453.0,26.29,2.193,25.62,409.01
CVX,371328120000.0,18.021,3.612,26.54,189.332
HSBC,351163310634.0,15.743,3.54,34.28,102.2115
HD,349868301380.0,24.978,2.656,3.42,350.94
MS,342728976240.0,17.001,1.923,24.95,218.17
PG,340192400496.0,21.168,2.904,4.4,146.37
MRK,321744026542.0,101.268,2.636,25.57,130.24
GS,311471878566.0,14.852,1.652,22.88,1069.515
BABA,311054093778.0,20.28,0.799,-10.67,129.782273
DELL,308901310554.0,36.704,0.502,283.26,478.085
NFLX,308776946674.0,22.609,0.0,-20.91,74.155
PANW,300889850000.0,356.206,,100.43,369.19
RTX,296765426468.0,38.362,1.266,20.96,220.33
ARM,294906840000.0,282.243,,152.61,276.095
NVS,294645013067.0,23.088,2.032,14.64,155.0448
RY,294346692666.0,18.683,2.297,26.72,211.81
PM,292473811828.0,26.887,3.144,19.01,187.6838
GEV,272461916699.0,28.676,0.174,56.82,1023.51
WFC,270103620692.0,11.945,2.103,-3.14,89.32
TXN,256960592735.0,42.597,1.995,64.91,281.81
KLAC,256898614175.0,53.288,0.411,62.27,196.665
MUFG,253817495293.0,20.097,1.988,44.14,22.555
AZN,252353132390.0,24.182,1.394,78.84,162.72
SHEL,249187615076.0,9.602,3.407,24.0,89.46
ANET,242339835036.0,60.009,,46.88,192.455
AXP,236486750418.0,20.658,1.032,-4.57,350.1674
C,232496027000.0,13.03,1.86,20.57,138.605
LIN,227150280219.0,31.346,1.291,16.32,492.7183
SAP,226892636000.0,25.205,1.1,-18.06,196.61
BHP,225272535345.0,21.993,3.007,49.89,88.76
AMGN,222672839687.0,25.484,2.509,27.88,412.69
IBM,221015306550.0,20.594,2.844,-19.77,234.595
TM,220389900696.0,7.745,3.379,-11.84,186.1
CRWD,216161273081.0,-7099.972,0.0,81.15,212.2851
SAN,214537511327.0,11.448,1.41,25.62,14.605
APH,213694527850.0,41.568,0.531,28.7,173.315
TMO,212122169242.0,30.445,0.322,-0.8,573.94
SNDK,209066041654.0,46.381,,494.72,1411.7522
NVO,200923111134.0,11.175,3.403,-8.34,45.442
TD,200839840070.0,18.948,2.668,32.06,121.585
STX,194560720032.0,61.107,0.336,212.48,858.0616
MCD,193865076157.0,22.082,2.744,-9.62,272.855
TTE,191091169411.0,10.708,4.393,34.5,85.915
WDC,190695388976.0,29.317,0.091,221.39,553.25
VZ,190392573632.0,11.778,6.013,18.16,45.825
MRVL,190172678754.0,75.248,0.108,155.91,218.4314
SHOP,190015564396.0,142.469,,-9.03,146.425
PEP,189453772708.0,18.13,4.14,-1.39,138.8315
BA,188267324319.0,77.328,,9.71,238.2015
SCHW,187739677981.0,18.587,1.128,8.8,107.955
TMUS,186323059178.0,17.668,2.293,-13.57,173.885
ADI,185780403722.0,56.075,1.104,41.47,381.4111
KOF,182016107115.0,130.93,3.466,16.53,108.5753
ABT,181707626045.0,33.459,2.36,-14.63,105.01
NEE,180019919437.0,19.373,2.718,9.02,86.3
TJX,176509676382.0,30.459,1.118,4.65,159.735
BLK,175839750000.0,26.74,1.937,7.18,1135.711
UNP,175703769288.0,23.971,1.86,29.19,295.7443
ETN,174339166000.0,45.519,0.963,41.76,449.2288
DIS,174258921398.0,20.262,1.549,-11.12,100.38
NTT,172918532443.8,12.544,,,42.9
WELL,170472397673.0,109.934,1.223,28.32,236.4551
QCOM,168919623854.0,18.227,2.243,-5.02,160.85
DE,168171015775.0,35.165,1.051,34.55,622.96
BUD,167868919380.0,17.972,1.18,34.42,85.15
SCCO,166490891932.0,29.371,1.871,43.1,199.51
GILD,165754165000.0,-50.998,2.381,10.16,133.56
UBS,163298017517.0,17.155,2.086,18.18,53.345
SMFG,162125774464.0,19.486,2.317,34.54,25.605
CRM,158386410000.0,19.767,0.963,-26.63,193.39
T,156645535959.0,7.266,4.85,-4.66,22.86
BBVA,155994666055.0,12.171,3.172,22.92,27.95
BKNG,154686703535.0,21.458,0.876,-3.43,205.87
IBKR,153377827201.0,136.336,0.369,40.16,89.95
APP,146043196200.0,36.802,,-35.48,434.73
PFE,145683656935.0,33.615,6.761,7.95,25.5586
COP,142254099727.0,19.428,2.826,26.64,116.76
RDS.A,142170085775.52,42.202,,,51.04
DHR,138959253294.0,34.696,0.742,-13.29,197.645
UL,138641736223.0,12.947,3.589,0.1,64.36
UBER,138318952933.0,16.172,,-16.84,67.94
GLW,137391438795.0,72.354,0.698,82.78,159.59
COF,136859264639.0,13.01,1.387,-7.2,223.22
LMT,135925367933.0,21.607,2.323,23.21,588.755
CB,135284578557.0,12.095,1.148,13.03,350.7567
SONY,132899689106.0,-94.555,0.622,-11.35,22.635
MFG,131715193535.0,16.112,1.712,49.44,10.82
ISRG,131596069155.0,41.935,,-34.23,372.51
BMY,130917582303.0,14.107,3.791,22.83,64.0678
PDD,130568157459.0,9.23,,-19.1,91.73
PLD,130473047907.0,31.038,2.983,11.22,139.84
SYK,129841393936.0,34.798,1.034,-3.17,338.44
BTI,128161258785.0,14.803,5.338,7.61,59.25
BMO,127601899649.0,18.443,2.714,43.73,182.18
PH,126818950920.0,36.472,0.747,14.9,1006.88
RIO,126671823967.0,10.464,4.059,29.64,100.94
CVS,125717117559.0,42.915,2.541,27.06,98.52
PGR,124117059177.0,10.614,6.649,-0.2,213.49
VRTX,123802988328.0,28.062,,7.74,488.44
LOW,123002303584.0,18.482,2.223,-7.62,219.08
FTNT,122871136786.0,57.982,,110.89,167.595
SPGI,122530672000.0,24.912,0.954,-15.52,415.63
HDB,122274655752.0,16.502,3.089,-33.86,23.83
NOW,121127271920.0,72.488,0.0,-23.52,117.18
SBUX,120287100000.0,60.703,2.349,26.85,105.507
HWM,116815380737.0,66.878,0.167,42.55,291.8156
ANTM,116342693132.0,18.633,1.0032750279140126,,482.58
ENB,115101306324.0,26.427,5.162,13.05,52.7
MO,114185438380.0,14.32,6.248,22.39,68.385
ACN,113841721225.0,14.629,3.68,-34.78,170.39
BP,110766757893.0,20.145,4.687,24.83,42.32
SNOW,110125218000.0,-91.855,,44.84,318.0
MDT,109853478206.0,22.876,3.312,-9.12,85.82
NEM,109531311570.0,12.721,1.075,4.56,103.91
IBN,109218299702.0,5.954,1.54,2.91,30.455
CM,108919524820.0,15.606,2.592,33.69,119.3
DHR.WD,108776501000.0,44.2807,,,150.55
BNY,108465129337.0,17.201,1.433,39.41,159.79
BNS,107804436790.0,15.873,3.701,23.82,88.43
