symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5196224000000.0,32.555,0.129,15.27,214.72
AAPL,4514709583000.0,35.017,0.343,14.1,309.35
GOOGL,4217148600000.0,17.269,0.247,10.31,344.82
GOOG,4179602500000.0,17.115,0.249,9.05,341.75
MSFT,3588320603071.0,26.829,0.929,0.56,483.24
AMZN,2789664279126.0,20.621,,12.05,258.63
TSM,2172873282300.0,31.185,0.666,38.42,418.95
SPCX,1805508399067.0,,,1.46,136.97
AVGO,1752930423953.0,59.792,0.695,6.85,368.45
TSLA,1433132767387.0,376.744,,-19.31,362.86
META,1400873673128.0,20.571,0.381,-16.54,549.9
SKHYV,1224566926550.0,24.506,,,168.01
SKHY,1191039113550.0,10.185,,-2.74,163.41
LLY,1181779659401.0,44.243,0.538,17.38,1255.4
MU,1091874710524.0,21.635,0.054,238.93,966.78
BRK.B,1061406912027.0,12.375,,-1.36,495.82
BRK.A,1061078590000.0,12.371,,-1.5,743500.0
JPM,934565102438.0,14.363,1.727,10.66,351.58
WMT,825252808374.0,37.382,0.942,-6.33,103.7
AMD,772568813627.0,120.076,,120.98,473.25
XOM,678917783716.0,20.726,2.509,39.96,165.11
ASML,677460216000.0,54.428,0.442,65.53,1763.76
V,662094363255.0,29.307,0.741,6.43,371.04
JNJ,651250996853.0,30.957,1.959,32.03,270.24
MA,508637651462.0,31.287,0.596,2.21,580.63
INTC,476119500948.0,,,144.09,90.07
ABBV,468215395834.0,74.202,2.609,18.7,264.96
CSCO,437656905202.0,32.988,1.517,46.25,111.04
PLTR,432406342891.0,143.338,,1.23,179.94
BAC,431382646637.0,12.825,1.877,13.38,61.69
ORCL,421902587370.0,24.691,1.403,-24.13,146.47
COST,420302601703.0,47.556,0.594,10.39,947.74
CVX,405566569414.0,19.696,3.458,38.44,205.27
LRCX,392914794000.0,54.08,0.336,83.78,314.0
KO,391962236037.0,27.379,2.298,32.05,91.1
AMAT,390703893138.0,42.161,0.492,92.25,492.32
CAT,380564840603.0,35.095,0.761,45.4,827.9
MRK,376367033377.0,118.616,2.267,47.05,152.55
GE,361455652654.0,40.292,0.487,13.4,348.37
HSBC,357650178897.0,14.033,3.666,37.53,104.15
UNH,350160725763.0,24.795,2.349,19.77,390.11
MS,336415299746.0,16.691,2.012,22.64,214.2
PG,336298975121.0,20.958,3.006,3.2,144.68
HD,334642329646.0,23.522,2.765,-1.08,335.61
NFLX,331407958813.0,24.28,0.0,-15.11,79.59
GS,302608620906.0,14.428,1.736,19.38,1039.28
NVS,301947559482.0,23.669,1.994,17.48,158.86
PM,293377807623.0,26.98,3.068,19.38,188.23
PANW,291664050000.0,346.024,,94.28,357.87
DELL,287161148317.0,34.149,0.537,254.4,442.08
BABA,286042897095.0,26.135,0.79,-17.85,119.34
RY,285216108290.0,17.711,2.334,22.79,205.23
RTX,282907912007.0,36.561,1.325,15.7,209.91
SHEL,259967361000.0,10.01,3.292,30.5,93.33
ARM,259865760000.0,248.914,,122.6,243.32
AZN,257440521906.0,24.645,1.964,83.66,165.98
GEV,254841286980.0,26.744,0.183,46.67,956.85
WFC,253532104330.0,11.213,2.25,-8.56,83.84
SAP,252400456000.0,27.675,0.991,-8.84,218.68
MUFG,248077055266.0,19.745,2.013,40.88,22.04
BHP,246523718617.0,25.071,2.806,63.86,97.03
TXN,241426158271.0,39.892,2.131,54.94,264.36
KLAC,240391542604.0,49.763,0.453,51.98,183.99
ANET,237930029845.0,58.827,,43.97,188.65
AMGN,237515858757.0,27.166,2.833,36.97,439.33
TM,233706493121.0,8.267,3.325,-6.52,197.35
SNDK,233696439116.0,20.441,,572.37,1596.08
TMO,232670874661.0,33.396,0.29,8.81,629.27
AXP,226904103888.0,19.824,1.081,-8.44,336.0
LIN,224760098074.0,31.027,1.3,15.1,487.57
IBM,222042233035.0,20.703,2.873,-18.81,235.68
C,220834552482.0,12.379,1.963,14.52,131.65
SAN,214317171534.0,11.279,1.436,25.49,14.59
MRVL,207591672908.0,82.159,0.094,179.35,237.04
NVO,206687791296.0,11.336,2.876,-4.9,46.74
VZ,205453633739.0,12.704,5.731,27.51,49.45
