symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5299558000000.0,33.203,0.128,17.56,218.99
AAPL,4559367773800.0,35.363,0.34,15.13,312.41
GOOGL,4375282500000.0,17.916,0.235,14.45,357.75
GOOG,4361462600000.0,17.86,0.236,13.79,356.62
MSFT,3711733169131.0,27.751,0.713,3.82,499.86
AMZN,2936681733113.0,21.708,,17.95,272.26
TSM,2168983426800.0,31.559,0.663,38.17,418.2
AVGO,2000871715972.0,68.25,0.602,21.96,420.565
SPCX,1514850151279.0,,,-14.87,114.92
META,1502773922128.0,22.068,0.353,-10.47,589.9
TSLA,1261998878805.0,331.756,,-28.95,319.53
BRK.B,1131507269796.0,15.613,,4.37,524.61
BRK.A,1130190972000.0,15.595,,4.13,786000.0
LLY,1122041140056.0,42.007,0.544,11.29,1191.94
SKHY,1046140652150.0,19.72,,-14.57,143.53
MU,995526180812.0,19.725,0.06,209.02,881.47
JPM,947111741279.0,14.556,1.704,12.15,356.3
WMT,891861930901.0,39.227,0.652,0.99,112.07
AMD,798737388550.0,124.143,,128.46,489.28
V,661077238991.0,29.262,0.714,6.07,370.47
ASML,654648517000.0,53.38,0.454,59.96,1704.37
XOM,636688447886.0,19.437,2.69,30.41,154.84
JNJ,619295741457.0,29.438,2.038,25.55,256.98
MA,504537924943.0,31.035,0.594,1.38,575.95
INTC,503441640000.0,,,170.49,99.81
CSCO,476440622305.0,39.843,1.376,59.21,120.88
BAC,440543146995.0,13.097,1.843,15.79,63.0
ABBV,430946892293.0,68.296,2.801,9.25,243.87
COST,420927906817.0,47.627,0.584,10.55,949.15
AMAT,418797720136.0,49.224,0.362,105.76,527.48
ORCL,413261174370.0,24.186,1.389,-25.68,143.47
CAT,393922992877.0,36.326,0.725,50.5,856.96
GE,388619039244.0,43.319,0.448,21.92,374.55
LRCX,382603274060.0,52.661,0.341,78.96,305.77
PLTR,374684878202.0,124.204,,-12.28,155.92
CVX,373875198179.0,18.157,3.609,26.52,189.23
KO,373676401755.0,26.102,2.395,25.89,86.85
UNH,366863094884.0,25.978,2.212,24.03,403.97
HSBC,352469261486.0,15.802,3.66,34.78,102.56
HD,348512222693.0,24.872,2.646,3.02,349.52
PG,341621926828.0,21.29,2.924,4.84,146.97
MS,335708544915.0,16.656,1.953,22.39,213.75
MRK,317051360154.0,99.922,2.628,23.74,128.37
NFLX,306840714724.0,22.48,0.0,-21.41,73.69
ARM,306174240000.0,293.27,,162.26,286.68
BABA,303947542991.0,19.797,0.813,-12.71,126.81
RTX,300887005648.0,38.884,1.235,22.64,223.25
GS,300657772473.0,14.335,1.685,18.61,1032.58
RY,293860284062.0,18.602,2.265,26.51,211.45
NVS,293109235476.0,22.976,2.02,14.04,154.21
PM,293097257204.0,26.954,3.125,19.27,188.05
PANW,292984350000.0,347.591,,95.16,359.49
DELL,282784233614.0,33.629,0.536,250.85,437.65
GEV,266413481074.0,27.958,0.177,53.34,1000.3
WFC,264872101840.0,11.715,2.693,-4.47,87.59
TXN,254248155782.0,42.011,2.033,63.17,278.4
MUFG,253479822350.0,20.137,1.927,43.95,22.52
KLAC,252450969411.0,52.259,0.416,59.43,193.22
AZN,249824947966.0,23.916,2.005,78.22,161.07
SHEL,249577580045.0,9.609,3.416,24.19,89.6
ANET,242558724303.0,59.971,,46.78,192.32
AXP,231361148786.0,20.213,1.045,-6.64,342.6
SAP,230216732000.0,25.619,1.078,-16.86,199.46
LIN,225930987688.0,31.189,1.277,15.69,490.11
C,224474590301.0,12.583,1.903,16.41,133.82
BHP,223089858684.0,21.78,2.992,48.44,87.9
TM,222030050141.0,7.839,3.409,-11.19,187.49
IBM,219922430658.0,20.506,2.865,-20.16,233.43
AMGN,218874867224.0,25.034,2.413,25.49,404.85
SAN,215198530704.0,11.494,1.392,26.01,14.65
TMO,214460820826.0,30.782,0.314,0.3,580.02
CRWD,211176792079.0,,0.0,76.97,207.39
APH,210359307599.0,40.899,0.533,26.69,170.61
NVO,203221901404.0,11.321,3.278,-7.29,45.97
TD,200195540180.0,18.817,2.628,31.63,121.18
MCD,196284348607.0,22.338,2.665,-8.49,276.26
VZ,195232886742.0,12.072,5.999,21.16,46.99
STX,193316441628.0,60.715,0.333,210.49,852.95
TMUS,193048710192.0,18.281,2.258,-10.45,179.97
TTE,191880756388.0,10.757,4.338,35.05,86.27
SHOP,189702781187.0,98.394,,-8.41,147.44
PEP,188955587290.0,18.08,4.16,-1.65,138.44
SNDK,187528420000.0,16.402,,430.2,1258.58
SCHW,187235328684.0,18.545,1.115,8.51,107.66
ABT,186812258907.0,34.435,2.305,-12.23,107.96
MRVL,184383862698.0,72.974,0.113,148.12,210.54
