symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5263500000000.0,32.977,0.129,16.76,217.5
AAPL,4449911423800.0,34.514,0.35,12.46,304.91
GOOGL,4204674000000.0,17.218,0.245,9.98,343.8
GOOG,4194890000000.0,17.178,0.245,9.45,343.0
MSFT,3741064073821.0,27.971,0.707,4.64,503.81
AMZN,2936789596248.0,21.709,,17.96,272.27
TSM,2189003216440.0,31.784,0.657,39.45,422.06
AVGO,1979533968784.0,67.522,0.608,20.66,416.08
SPCX,1756999448869.0,,,-1.27,133.29
META,1526261929522.0,22.413,0.348,-9.07,599.12
TSLA,1314448868197.0,345.544,,-26.0,332.81
SKHYV,1224566926550.0,24.506,,12.76,168.01
LLY,1143767661116.0,42.82,0.533,13.44,1215.02
BRK.A,1106033500000.0,12.896,,2.68,775000.0
BRK.B,1105419912937.0,12.888,,2.73,516.38
SKHY,1032437980750.0,19.461,,-15.69,141.65
MU,980900539507.0,19.436,0.061,204.48,868.52
JPM,962369730038.0,14.79,1.677,13.95,362.04
WMT,901332045095.0,39.643,0.645,2.06,113.26
AMD,774315561921.0,120.347,,121.48,474.32
ASML,691141858000.0,56.321,0.43,68.88,1799.38
XOM,657083531208.0,20.059,2.606,34.58,159.8
V,647426360706.0,28.657,0.914,4.07,362.82
JNJ,626091655501.0,29.761,2.016,26.93,259.8
INTC,492849240000.0,,,164.8,97.71
MA,491827020714.0,30.253,0.609,-1.17,561.44
CSCO,474666976706.0,39.695,1.381,58.62,120.43
BAC,447535895360.0,13.305,1.814,17.63,64.0
ABBV,441938361806.0,70.038,2.731,12.04,250.09
PLTR,420391050491.0,139.355,,-1.58,174.94
ORCL,419050921080.0,24.525,1.37,-24.64,145.48
COST,418785904193.0,47.385,0.587,9.99,944.32
AMAT,417313016002.0,49.049,0.364,105.04,525.61
LRCX,389673872610.0,53.634,0.335,82.27,311.41
CVX,388555178745.0,18.87,3.473,31.49,196.66
CAT,387676011136.0,35.75,0.736,48.12,843.37
GE,381885258535.0,42.569,0.456,19.81,368.06
KO,372084458535.0,25.991,2.405,25.36,86.48
UNH,361003671515.0,25.563,2.248,23.48,402.19
HSBC,354703124785.0,13.917,3.637,35.64,103.21
HD,353457921435.0,25.225,2.609,4.48,354.48
MS,337781692420.0,16.759,1.941,23.14,215.07
PG,337530924643.0,21.035,2.96,3.58,145.21
MRK,321768525028.0,101.408,2.589,25.72,130.42
PANW,312797000000.0,371.096,,108.36,383.8
NFLX,311421048368.0,22.815,0.0,-20.23,74.79
BABA,306440291550.0,19.946,0.806,-11.99,127.85
RTX,301709138116.0,38.991,1.232,22.98,223.86
GS,301190616149.0,14.361,1.682,18.82,1034.41
NVS,293869521412.0,23.036,2.015,14.34,154.61
RY,292206494806.0,18.395,2.278,25.8,210.26
PM,290244994611.0,26.692,3.155,18.1,186.22
ARM,287217240000.0,275.112,,146.03,268.93
DELL,284929426475.0,33.884,0.532,253.51,440.97
GEV,269497623942.0,28.282,0.175,55.11,1011.88
WFC,264448741933.0,11.696,2.153,-4.62,87.45
KLAC,261923433588.0,54.22,0.401,65.41,200.47
TXN,256841779211.0,42.439,2.012,64.83,281.24
SHEL,252084497702.0,9.706,3.382,25.44,90.5
ANET,249533296607.0,61.695,,51.0,197.85
MUFG,248977516447.0,19.883,1.962,41.39,22.12
AZN,246226550504.0,23.571,2.035,75.66,158.75
SAP,242012656000.0,26.916,1.026,-12.6,209.68
AXP,230152344185.0,20.108,1.05,-7.13,340.81
BHP,228470410452.0,22.305,2.922,52.02,90.02
C,227745592028.0,12.767,1.875,18.11,135.77
LIN,226124599356.0,31.215,1.276,15.79,490.53
CRWD,225951734232.0,,0.0,89.35,221.9
TM,224789290723.0,7.978,3.367,-10.08,189.82
IBM,224623681264.0,20.944,2.816,-17.87,238.42
AMGN,223983839672.0,25.619,2.358,28.42,414.3
TMO,223697108030.0,32.108,0.301,4.62,605.0
SAN,216079889874.0,11.534,1.387,26.52,14.71
NVO,208636453599.0,11.611,3.193,-4.87,47.17
APH,206191823514.0,40.089,0.544,24.18,167.23
TD,200509429870.0,18.741,2.624,31.84,121.37
VZ,196396223799.0,12.144,5.964,21.89,47.27
SHOP,196354730310.0,101.844,,-5.19,152.61
TTE,195617393351.0,10.967,4.255,37.68,87.95
MCD,193999925724.0,22.078,2.696,-9.19,274.15
TMUS,191557696650.0,18.14,2.276,-11.14,178.58
ABT,189857734784.0,34.997,2.269,-10.8,109.72
SNDK,189386450000.0,16.565,,435.45,1271.05
PEP,188914640543.0,18.076,4.161,-1.68,138.41
ADI,187674636512.0,56.641,1.09,42.91,385.3
SCHW,186249456398.0,18.448,0.857,8.55,107.7
STX,185966359909.0,58.407,0.346,198.68,820.52
MRVL,185933969267.0,73.588,0.112,150.2,212.31
KOF,184369039247.0,131.299,3.428,18.04,109.7
BA,184345903465.0,75.707,,7.42,233.24
NEE,178851771640.0,19.233,2.764,8.32,85.74
DIS,178763894964.0,20.786,1.484,-8.3,103.53
ETN,178388236000.0,46.589,0.945,45.41,459.29
BLK,177919999510.0,27.056,1.909,8.54,1148.84
UNP,173986891099.0,23.736,1.882,27.93,292.87
TJX,172046670420.0,29.714,1.131,2.01,155.74
QCOM,170852054268.0,18.451,2.243,-3.93,162.68
GILD,168348711394.0,,2.374,11.98,135.77
T,167883448425.0,7.788,4.629,2.18,24.5
DE,166807831779.0,34.875,1.05,33.46,617.95
UBS,164384935980.0,17.267,2.077,18.96,53.69
SCCO,164207960053.0,29.0,2.421,41.92,194.48
WELL,162895566376.0,105.048,1.63,23.08,226.01
CRM,161727930000.0,20.158,0.931,-25.08,197.47
UBER,160422671903.0,16.747,,-3.88,78.54
BKNG,159946367035.0,22.187,0.8,-0.15,212.87
SMFG,159275907335.0,19.32,2.29,32.17,25.15
BBVA,159064328535.0,12.406,3.13,25.34,28.5
BUD,158927871175.0,17.04,1.238,27.26,80.61
IBKR,153312940088.0,136.157,0.363,39.9,89.78
PFE,151725310939.0,35.016,6.454,12.43,26.62
COP,151272415356.0,16.297,2.684,36.57,125.92
WDC,150946645629.0,16.017,0.114,154.4,437.93
DHR,145827427042.0,36.42,0.697,-9.0,207.44
RDS.A,142170085775.52,42.202,,,51.04
ISRG,141745747187.0,45.159,,-29.16,401.23
SONY,138648829473.0,,0.589,-7.52,23.61
LMT,137959788421.0,21.944,2.29,25.06,597.77
GLW,137124408412.0,72.171,0.701,82.43,159.19
COF,134445201809.0,12.78,1.404,-8.84,219.15
UL,134365396445.0,12.562,4.531,-2.18,62.37
VRTX,134245578397.0,30.474,,16.83,529.65
CB,133899557063.0,11.971,1.152,11.87,347.07
PH,133819267237.0,36.683,0.698,21.25,1061.33
SYK,133540955965.0,35.811,0.998,-0.41,348.15
PLD,132257630394.0,31.428,2.927,10.95,139.5
NOW,131858759480.0,78.957,0.0,-16.74,127.54
BMY,129937079268.0,13.999,3.927,21.91,63.61
PDD,128817379811.0,9.081,,-20.19,90.5
MFG,127030634689.0,15.665,1.695,44.13,10.44
BMO,126894478864.0,18.173,2.694,42.93,181.17
RIO,126747126746.0,10.473,3.98,29.72,100.99
LOW,124056432821.0,18.68,2.192,-6.83,221.25
NEM,123503271084.0,14.366,0.897,17.9,117.21
PGR,123454295360.0,10.556,6.599,-0.73,212.35
BTI,122883394288.0,14.119,5.555,3.17,56.81
SBUX,121592400000.0,61.324,2.312,28.22,106.66
SPGI,120481812000.0,24.473,0.963,-16.93,408.69
ACN,120085752981.0,15.416,3.487,-31.2,179.82
CVS,119583729502.0,24.455,2.831,20.57,93.5
