symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5300433500000.0,27.48,0.127,18.07,219.9272
AAPL,4761933532782.0,36.922,0.337,20.35,326.2651
GOOGL,4114294300000.0,16.853,0.248,7.62,336.41
GOOG,4075525200000.0,16.693,0.251,6.33,333.2443
MSFT,3720049780081.0,27.811,0.718,4.25,500.98
AMZN,2754662691585.0,20.364,,10.64,255.4029
TSM,2154772488040.0,30.8,0.667,37.27,415.4655
SPCX,1905294473250.0,-231.729,,7.07,144.52
AVGO,1753501333577.0,59.816,0.683,6.88,368.6644
META,1480980006373.0,21.749,0.364,-11.77,581.345
TSLA,1417137100441.0,372.694,,-20.21,358.81
SKHYV,1224566926550.0,24.506,,,168.01
SKHY,1187613445700.0,10.072,,-3.02,163.0058
LLY,1097071643907.0,41.072,0.579,8.97,1165.6073
BRK.B,1079624355497.0,12.587,,0.33,504.29
BRK.A,1079172056448.0,12.582,,0.18,756178.13
MU,1078118701945.0,21.385,0.055,234.66,954.6631
JPM,952149004118.0,14.632,1.705,12.74,358.218
WMT,842563850794.0,38.168,0.935,-4.07,106.3316
AMD,750742622315.0,116.663,,114.74,459.79
V,673746681582.0,29.828,0.714,8.31,377.57
XOM,669378147968.0,20.437,2.59,37.99,162.785
JNJ,646672189519.0,30.731,1.985,31.75,268.393
ASML,640621185000.0,51.944,0.456,56.53,1667.9433
MA,514594519054.0,31.667,0.581,3.4,587.3474
INTC,471150562002.0,-41.706,,141.54,89.1472
ABBV,457957279994.0,72.572,2.664,16.1,259.3114
PLTR,440408527630.0,145.975,,3.11,183.3002
BAC,435997860558.0,12.962,1.874,14.6,62.3085
CSCO,430719980191.0,32.464,1.505,43.94,109.2761
COST,419938949084.0,47.507,0.587,10.29,946.925
CVX,411572914087.0,19.993,3.452,40.49,208.31
ORCL,411489684705.0,24.086,1.337,-26.0,142.8069
KO,379829047172.0,26.557,2.346,27.97,88.2786
MRK,367756604360.0,115.84,2.285,43.69,149.0672
LRCX,367200147450.0,50.554,0.346,71.75,293.4948
CAT,360113904791.0,33.189,0.779,37.59,783.2883
HSBC,357067189024.0,14.008,3.638,37.33,104.0009
UNH,355312920185.0,25.155,2.322,21.54,395.6307
AMAT,353404813317.0,38.144,0.432,73.9,445.4817
GE,344522632442.0,38.4,0.5,8.09,332.0527
PG,342849659974.0,21.37,2.964,5.29,147.6158
NFLX,337320753153.0,24.737,0.0,-13.6,81.02
MS,335869527960.0,16.667,1.957,22.45,213.85
HD,321256059572.0,22.594,2.82,-5.09,322.035
NVS,306155171924.0,23.999,2.049,19.12,161.04
GS,297224861572.0,14.175,1.778,17.83,1020.3059
PM,296775584920.0,27.302,3.137,20.76,190.41
