symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
AMGN,225000227841.0,25.735,2.347,29.0,416.18
TMO,222961310931.0,32.002,0.302,4.27,603.01
TM,222894533242.0,7.92,3.396,-10.84,188.22
IBM,222324873352.0,20.73,2.846,-18.71,235.98
LIN,221007719547.0,30.509,1.305,13.17,479.43
SAN,217695715020.0,11.621,1.377,27.47,14.82
APH,209557868352.0,40.743,0.535,26.2,169.96
NVO,205186455002.0,11.43,3.246,-6.45,46.39
TD,203714408810.0,19.043,2.583,33.95,123.31
SNDK,200299210000.0,17.519,,466.3,1344.29
STX,199041482153.0,62.513,0.323,219.68,878.21
VZ,195191338990.0,12.07,6.0,21.14,46.98
MCD,195096770097.0,22.203,2.681,-8.67,275.7
TTE,195061346184.0,10.936,4.267,37.29,87.7
SHOP,193524113662.0,100.376,,-6.56,150.41
ABT,191916891769.0,35.376,2.244,-9.83,110.91
MRVL,190111375105.0,75.241,0.109,155.82,217.08
TMUS,190002322811.0,17.993,2.294,-11.87,177.13
PEP,189310459095.0,18.114,4.152,-1.47,138.7
SCHW,189085566969.0,18.729,0.844,10.2,109.34
ADI,187250870787.0,56.513,1.092,42.58,384.43
KOF,184654752435.0,131.482,3.422,18.22,109.87
BA,182733548624.0,75.045,,6.48,231.2
BLK,179789271466.0,27.34,1.889,9.68,1160.91
NEE,178935210768.0,19.242,2.763,8.37,85.78
ETN,178648464000.0,46.657,0.943,45.62,459.96
DIS,178228622024.0,20.724,1.488,-8.58,103.22
UNP,174497796028.0,23.806,1.877,28.31,293.73
QCOM,171261645497.0,18.495,2.238,-3.7,163.07
TJX,168588945504.0,29.117,1.468,0.27,152.61
GILD,168472706910.0,,2.372,12.06,135.87
DE,167299117892.0,34.978,1.047,33.86,619.77
T,166170352013.0,7.708,4.676,1.13,24.25
WELL,165965939867.0,107.028,1.301,25.4,230.27
UBS,165119754096.0,17.345,2.067,19.49,53.93
SMFG,164975641593.0,20.037,2.211,36.9,26.05
SCCO,164554140965.0,29.061,2.416,42.22,194.89
BKNG,159488024930.0,22.123,0.802,-0.44,212.26
BBVA,159064328535.0,12.407,3.13,25.34,28.5
CRM,158329080000.0,19.734,0.951,-26.65,193.32
IBKR,156523324666.0,139.008,0.356,42.83,91.66
WDC,156520155687.0,16.609,0.11,163.79,454.1
BUD,156128248584.0,16.739,1.26,25.02,79.19
UBER,153927330719.0,16.069,,-7.77,75.36
COP,152930261077.0,16.476,2.655,38.07,127.3
PFE,149958412127.0,34.608,6.53,11.12,26.31
DHR,144667500053.0,36.131,0.703,-9.73,205.79
GLW,144230862143.0,75.911,0.667,91.88,167.44
RDS.A,142170085775.52,42.202,,,51.04
ISRG,141759878308.0,45.164,,-29.15,401.27
LMT,140025365660.0,22.272,2.256,26.93,606.72
SONY,137798590298.0,,0.59,-7.79,23.54
COF,136463566920.0,12.972,1.383,-7.47,222.44
PH,134851914763.0,36.966,0.693,22.18,1069.52
PLD,133423772942.0,31.706,2.901,11.93,140.73
VRTX,133252011575.0,30.249,,15.96,525.73
SYK,133180397302.0,35.715,1.001,-0.68,347.21
UL,132965083672.0,12.432,4.579,-3.2,61.72
CB,132456665590.0,11.842,1.164,10.67,343.33
MFG,131532678255.0,16.239,1.637,49.24,10.81
BMY,130120923587.0,14.019,3.922,22.08,63.7
NOW,129170718280.0,77.348,0.0,-18.44,124.94
BMO,128575478750.0,18.416,2.658,44.82,183.57
RIO,127035787397.0,10.497,3.971,30.01,101.22
PDD,126732103994.0,8.934,,-21.48,89.035
NEM,124167097215.0,14.443,0.892,18.53,117.84
SBUX,123678600000.0,62.376,2.273,30.42,108.49
CVS,121144073352.0,24.774,2.795,22.14,94.72
LOW,121095899645.0,18.235,2.245,-9.05,215.97
SPGI,120897480000.0,24.558,0.96,-16.65,410.1
BTI,120785226845.0,13.899,5.652,1.41,55.84
PGR,120559063945.0,10.309,6.757,-3.06,207.37
ACN,120299452464.0,15.443,3.481,-31.08,180.14
HDB,118580247353.0,16.057,1.527,-35.8,23.11
FTNT,118010503949.0,55.647,,102.54,160.84
MDT,116176901444.0,24.198,3.146,-3.89,90.76
SNOW,115161316000.0,,,51.47,332.26
BP,112363348685.0,20.459,4.633,26.63,42.93
ENB,112349358583.0,25.558,5.36,10.35,51.44
HWM,112314438000.0,60.029,0.178,37.57,281.63
VRT,111015189566.0,64.097,0.078,78.07,288.36
NET,110901027237.0,,,57.98,311.45
BNY,110548679856.0,17.55,1.38,42.09,162.93
CM,110361804817.0,15.667,2.529,35.47,120.9
BNS,110120714410.0,16.075,3.57,26.48,90.33
BX,109899022941.0,31.23,3.547,-2.03,146.41
DHR.WD,108776501000.0,44.2807,,,150.55
ABNB,107838307400.0,40.074,,32.7,180.095
MO,107498113956.0,13.483,6.606,15.22,64.38
IBN,107030346900.0,5.855,0.71,0.85,29.84
ADP,106994772956.0,24.243,2.501,6.37,269.33
GD,106656351841.0,23.77,1.566,18.64,394.21
SO,106431581614.0,22.849,3.114,7.82,92.52
SNY,106136536940.0,23.249,4.621,-5.72,43.71
EQIX,105496806521.0,68.817,1.835,41.0,1069.17
TT,105292091353.0,35.704,0.838,23.53,478.55
ADBE,102853125000.0,14.228,,-26.07,258.75
MCK,102451449679.0,22.311,0.39,7.33,878.73
BN,102038256053.0,76.376,0.586,-2.29,44.69
PWR,101935827322.0,76.824,0.063,60.74,678.02
PNC,101914149172.0,13.361,2.758,25.27,255.46
ING,101833917000.0,11.628,3.693,32.76,35.61
GSK,101742092837.0,15.644,3.535,4.31,50.3
APP,101653587760.0,23.051,,-54.92,303.76
USB,101304505019.0,12.403,3.194,24.16,65.02
SPOT,100654026768.0,26.136,,-15.69,489.6
KKR,99547788151.0,31.583,0.683,-12.51,110.9
FCX,99401132942.0,33.753,0.867,37.26,69.22
CEG,98738380380.0,28.496,0.558,-20.89,278.68
CNQ,98065555000.0,11.629,3.74,43.38,47.57
EQNR,97996803150.0,10.819,3.996,77.58,40.99
MPC,97797223715.0,11.433,1.191,116.03,348.25
DUK,96285423814.0,18.351,3.442,7.17,123.49
VLO,95076526897.0,13.183,1.478,105.85,330.21
MMM,94779465796.0,31.625,1.682,15.9,183.78
BCS,94682048765.0,8.949,2.158,12.66,28.04
CME,94270895381.0,21.99,4.29,-1.19,262.17
BK,94143749812.0,15.793,1.563,,137.16
AEM,93768645516.0,15.964,0.909,9.7,185.18
CSX,92771943843.0,28.784,1.082,39.03,50.08
MELI,92688456129.0,49.752,,-9.23,1828.29
JCI,92551239201.0,25.86,1.075,28.34,152.79
MAR,92462510399.0,35.741,0.791,14.74,354.58
DASH,92070993518.0,109.478,,-6.18,212.49
INTU,91555569270.0,19.973,1.451,-49.0,334.71
EMR,91367640000.0,35.455,1.348,24.39,163.8
WM,90463540443.0,31.708,1.576,3.87,226.32
CMCSA,90383773514.0,8.071,5.249,-5.64,25.47
WMB,90147442686.0,29.335,2.779,24.4,73.7
MRSH,90126120074.0,22.645,1.979,5.02,188.86
MNST,90077200109.0,42.336,0.0,19.94,45.98
PSX,90011138231.0,12.69,2.207,77.53,225.58
LYG,89981689115.0,12.815,3.473,21.18,6.19
HCA,89759356885.0,13.123,0.758,-10.89,414.59
MMC,89506499084.0,21.688,1.883,,182.7
CDNS,88987740090.0,64.578,,3.38,323.13
UPS,88404714186.0,19.345,6.298,8.01,103.91
CMI,87809293033.0,32.342,1.257,25.77,637.85
ASX,87802039618.0,46.879,0.789,145.79,39.28
SHW,87441485990.0,32.528,0.901,11.7,360.2
BAM,87050213999.0,29.429,3.488,6.2,54.5
ELV,86561208411.0,17.441,1.778,15.03,399.14
DDOG,86504764032.0,487.12,,77.15,240.91
HOOD,85331898530.0,41.183,,-16.08,94.91
ICE,84955827718.0,21.039,1.339,-5.91,151.33
ITW,83306848000.0,26.082,2.225,20.24,292.51
MCO,82752801395.0,29.607,0.845,-6.04,477.84
LITE,82616842000.0,,,152.98,932.47
RCL,82375241872.0,18.73,1.642,11.59,308.0
REGN,82157050874.0,18.98,0.467,3.66,797.99
NOC,82015826170.0,18.242,1.633,2.02,577.32
APO,81855187269.0,43.656,1.475,-3.45,138.61
CP,81481853273.0,29.369,0.765,26.44,92.69
CTAS,81438507359.0,40.72,0.887,8.75,203.51
NGG,81112323135.0,18.552,3.971,7.05,80.68
E,80321181160.0,13.182,3.099,47.59,55.12
CVNA,79761614050.0,50.868,0.0,-14.13,72.48
ROST,79633902117.0,34.388,0.689,38.37,248.25
NTES,79461451826.0,15.698,2.419,-8.38,124.11
AMT,79413570981.0,23.35,4.105,-1.02,170.43
MDLZ,79360834984.0,22.571,3.236,17.49,62.18
SNPS,78950755284.0,102.1,,-12.22,412.32
SE,78465392113.0,47.907,,0.42,128.11
SLB,78080775383.0,25.179,2.222,38.61,52.61
ECL,78051892933.0,36.88,1.029,6.63,278.43
HPE,77849925000.0,50.032,0.949,147.04,58.79
MSI,77739051975.0,36.429,1.01,23.24,469.74
FDX,77310684220.0,17.44,1.709,41.58,326.77
TRV,77206130144.0,9.299,1.291,28.62,370.16
NWG,76652510525.0,8.961,3.157,14.67,19.26
CNI,76309912000.0,22.242,2.112,29.31,126.32
GM,76127695697.0,39.06,0.799,7.17,86.76
SPG,75667066390.0,16.376,3.833,21.85,220.56
NSC,75335894388.0,28.58,1.609,17.65,335.41
EOG,75081106253.0,10.919,2.91,39.71,143.14
AON,74744517924.0,19.097,0.895,0.56,352.36
SU,74715939615.0,11.666,2.752,46.1,63.88
HON,74588661953.0,9.082,4.0,16.29,235.34
BSX,74519382227.0,20.283,,-46.07,51.42
ORLY,74464840904.0,28.096,,0.92,92.05
CL,73594995573.0,36.111,2.286,18.96,92.32
CI,73302953221.0,11.425,2.224,1.93,277.41
DLR,72919328843.0,91.261,2.308,29.1,197.06
MFC,72641936280.0,15.541,3.116,23.03,43.78
HLT,72590185422.0,45.827,0.191,12.39,322.53
DB,72360290000.0,9.365,3.119,3.57,38.51
RACE,71578069914.0,37.93,1.049,11.46,407.21
KMI,70656430284.0,20.38,3.716,18.71,31.73
NBIS,70464872506.0,1661.907,,209.66,259.2
URI,70290442828.0,26.645,0.852,40.38,1129.3
MPWR,70029266430.0,87.324,0.496,57.78,1425.01
TGT,69945431248.0,20.274,3.71,61.88,154.0
BE,69850105377.0,285.17,,172.94,237.16
AMX,69776100000.0,13.291,2.541,13.68,23.22
COHR,69577168120.0,86.431,,92.69,355.64
WBD,69420946632.0,,,-4.06,27.65
PCAR,68985390740.0,27.548,2.354,20.68,131.06
TDG,68293041107.0,32.078,7.426,-7.1,1235.48
B,67859814595.0,10.397,2.282,-4.13,41.23
AEP,67859129927.0,21.604,3.028,10.58,124.65
APD,67711989107.0,,2.368,25.55,304.07
PBR,66087014672.0,2.586,5.49,53.1,17.76
RSG,65609192666.0,30.013,1.174,1.98,214.26
NU,65501370769.0,20.574,,-19.0,13.56
AJG,65474398000.0,41.757,1.059,-0.66,255.46
CRH,65191229233.0,16.986,1.561,-20.92,97.99
ALL,64691177928.0,4.862,1.675,24.18,255.84
TFC,64343051322.0,11.018,3.051,9.25,52.67
ECL.WD,63873098900.0,41.75047,,,225.5
BKR,63809089284.0,20.61,1.427,42.68,64.28
TRP,63610000000.0,24.662,4.058,17.93,63.61
IMO,63089505599.0,21.133,1.804,52.74,130.46
TER,62964673655.0,54.741,0.125,108.24,402.74
CBRS,62256032584.0,,,41.65,262.06
TEL,62013733438.0,20.562,1.378,-5.2,214.2
NUE,61667077494.0,21.382,0.826,67.62,271.81
GWW,61461077197.0,32.867,0.731,30.08,1304.88
MET,61425199764.0,16.94,2.448,25.04,96.66
VALE,61368099504.0,29.098,8.509,13.23,14.42
WPM,61257096484.0,29.871,0.534,15.13,134.88
FIX,61196603152.0,42.664,0.201,86.58,1738.82
CIEN,61157939950.0,139.534,,84.74,432.05
KEYS,60582407956.0,57.479,,74.47,354.5
AFL,60527176368.0,12.449,2.048,10.64,120.73
RELX,60464671571.0,19.815,2.732,-12.16,34.55
NKE,60096532459.0,19.336,4.014,-35.42,40.51
COR,59952170428.0,22.841,0.761,-6.61,314.17
FAST,59922323262.0,44.318,1.838,32.27,52.22
D,59842945570.0,23.616,3.865,18.54,68.04
GRMN,59780429109.0,31.844,1.208,54.08,309.98
CRWV,59417038133.0,,,50.44,107.73
AME,59268616799.0,37.601,0.504,26.31,258.52
NOK,59259913663.0,72.568,1.143,61.23,10.32
O,59223786685.0,46.722,5.092,14.43,62.59
DAL,59140039088.0,14.972,0.862,30.6,89.93
NXPI,58857639853.0,19.784,1.738,8.46,233.41
OXY,58528768072.0,8.068,1.691,43.73,58.55
OKE,58290283107.0,15.944,4.581,30.6,92.47
TRGP,57611182412.0,25.406,1.676,47.77,268.67
PSA,56827486540.0,27.797,3.706,27.13,323.58
FANG,56240091057.0,38.337,2.649,35.88,200.84
SRE,56183117900.0,24.631,3.028,-1.31,85.92
MT,55934813158.0,30.869,0.867,63.78,74.18
CVE,55640871650.0,11.644,1.985,80.45,30.17
LNG,55373873101.0,18.983,0.846,38.91,268.11
ALAB,55307051155.0,149.683,,91.63,318.8
F,55148448075.0,,4.338,9.07,13.83
TAK,55025943490.0,,3.561,13.53,17.41
ARGX,54783220548.0,31.943,,4.17,876.0
CAH,54459932468.0,31.774,0.886,14.76,234.16
LHX,54140037456.0,28.89,1.691,-0.22,290.74
SQ,53899025440.0,51.173,,,86.96
EW,53634020000.0,53.372,,9.15,93.05
NDAQ,53471775406.0,27.184,1.193,-0.85,95.66
HONA,53184667255.0,27.33,,-24.08,167.8
ADSK,52646610000.0,35.985,,-15.71,249.51
FITB,52608837638.0,22.425,0.69,25.93,58.01
DEO,52302476200.0,21.666,3.447,9.96,93.96
STT,52223552544.0,15.111,1.79,50.06,190.11
HEI,52136138855.0,66.026,0.067,15.38,373.1
CARR,51998424596.0,42.622,1.514,20.75,63.08
PYPL,50643283741.0,10.331,0.757,2.05,59.2
CTVA,50393313880.0,49.944,0.963,13.19,75.53
ETR,50326207059.0,27.689,2.852,18.8,107.85
ROK,50126261860.0,41.737,1.219,16.78,451.39
CRDO,50005913128.0,105.882,,86.36,268.16
BDX,50004768744.0,53.084,2.371,21.99,183.58
WAB,49919912905.0,39.338,0.382,38.8,295.54
AMP,49914452060.0,12.643,1.197,16.37,565.07
INFY,49729650559.0,14.965,3.656,-29.83,12.28
AZO,49724909034.0,20.066,,-10.19,3045.87
AU,49524925548.0,13.009,4.694,18.17,97.92
DVN,49346000000.0,15.045,1.663,23.98,44.86
VST,49230970403.0,22.186,0.625,-8.83,146.68
XEL,49096256452.0,21.987,2.879,8.01,78.6
AXON,48724576769.0,244.481,,5.61,599.78
RKLB,48568108624.0,,,16.36,81.17
UMC,48454386038.0,18.958,1.636,148.97,19.31
CBS.A,48378301990.48,5.566,,,43.12
STM,48358099315.0,103.773,0.565,109.57,54.18
FER,48106881230.0,68.826,1.806,2.91,65.94
FERG,47430737154.0,22.511,1.438,11.41,245.18
CCEP,47353777345.0,20.569,2.27,19.32,107.08
XYZ,47030232600.0,131.685,,20.26,78.28
ARES,47014963548.0,73.882,3.45,-9.83,142.35
HUM,46690826160.0,36.506,0.911,52.94,388.83
EXC,46678524388.0,16.773,2.707,5.61,45.22
MDLN,46672115966.0,67.348,,-15.48,35.5
FLEX,46001752850.0,47.278,,106.11,124.53
VTR,45657355415.0,173.78,2.13,16.45,89.01
NTRA,45543791953.0,,,37.92,315.96
EBAY,45527950000.0,20.416,1.187,18.18,102.31
FNV,45506646731.0,33.195,0.695,14.26,235.94
TTWO,45436247649.0,,,-5.09,243.0
IDXX,44950929167.0,39.443,,-15.66,570.58
PBR.A,44732311662.0,1.751,0.0,41.7,15.97
SLF,44682831873.0,17.377,3.333,31.21,80.24
ABEV,44453535300.0,14.202,4.61,14.38,2.82
TRI,44453173949.0,26.747,3.907,-21.03,102.61
IX,44445966553.0,11.406,1.735,40.27,40.58
ODFL,44073650006.0,40.461,0.54,35.92,212.55
RVMD,43994693159.0,,,157.7,205.26
LYV,43670023274.0,324.202,,30.06,185.33
WDS,43649259283.0,16.059,4.787,51.21,22.96
WDAY,43296630000.0,51.118,,-18.39,175.29
HLN,43164230448.0,19.715,1.857,-1.85,9.8
MCHP,43136610413.0,90.169,2.282,26.03,79.44
CCJ,43130830811.0,169.391,0.172,8.24,99.03
PAYX,42813545858.0,24.324,3.797,10.95,120.37
TEVA,42812978126.0,,,17.72,36.74
JD,42689305000.0,19.457,3.164,14.07,31.61
CBRE,42683398925.0,32.808,,-8.33,147.4
PRU,42345300000.0,10.808,4.536,11.71,122.74
CLS,42316915567.0,37.905,,14.83,339.46
A,41867711379.0,29.609,0.685,9.6,148.24
WCN,41673869621.0,39.296,0.855,-5.1,165.34
KB,41377855181.0,9.75,1.889,38.79,117.85
CMG,41303243520.0,29.099,,-11.78,32.64
YUM,41027949119.0,18.514,1.97,0.33,150.34
MSCI,40930827000.0,30.14,1.403,-1.13,563.01
WAT,40885951393.0,245.371,,9.56,416.15
ONC,40824658937.0,62.261,,18.18,359.05
DHI,40786038754.0,13.36,1.263,2.14,145.82
HMC,40630116394.0,,4.286,9.02,31.31
UAL,40611921553.0,11.617,,11.89,125.12
SYY,40527860025.0,23.067,2.562,17.42,84.69
KDP,40226017683.0,28.189,3.109,8.11,29.56
ITUB,40024983492.0,4.632,7.432,3.35,7.4
ED,39860130065.0,17.979,3.164,10.29,107.78
AIG,39813085888.0,13.428,2.506,-9.88,76.14
FMX,39799539723.0,21.689,5.917,21.53,117.5
IQV,39785466000.0,28.935,,7.23,241.71
RKT,39784576015.0,84.468,,-27.43,14.05
NTAP,39649133243.0,31.073,1.037,91.14,202.05
TEAM,39394922897.0,,,-4.26,155.24
COIN,39322255004.0,,,-34.09,149.04
VEEV,39231679209.0,41.663,,8.19,241.51
VOD,39145347034.0,,2.983,23.93,16.09
ROP,39088592431.0,15.609,0.944,-10.58,395.23
EXPE,39074697501.0,19.192,0.55,15.41,325.57
ADM,38426637553.0,21.71,2.579,40.65,79.73
JBL,38368840508.0,44.511,0.089,60.67,366.16
PCG,38277136826.0,12.09,1.036,8.78,17.38
HEI.A,38038001495.0,48.172,0.092,7.94,272.21
CCL,37898191123.0,12.349,1.579,-7.94,27.67
TWLO,37874720756.0,32.971,,73.38,246.62
PEG,37815127676.0,18.795,3.43,-3.93,75.87
STLD,37721086200.0,23.469,0.791,56.15,263.18
HIG,37228647955.0,8.529,1.728,0.64,137.44
P,37029909425.0,163.665,,64.31,111.4
IRM,37022321700.0,88.432,2.704,52.18,124.36
HSY,37016533789.0,24.858,3.092,2.68,184.23
TKO,36934091795.0,160.894,1.639,-5.89,195.14
EME,36761191493.0,25.544,0.175,36.44,833.4
MTB,36616743230.0,12.073,2.478,27.61,253.55
ESLT,36518843055.0,57.421,0.446,35.25,779.51
MSTR,36471238680.0,,,-37.59,94.83
KVUE,36456280404.0,21.988,5.474,13.88,18.98
GFI,36454337580.0,10.219,3.616,-4.55,40.73
VMC,36331286841.0,32.561,0.914,-1.13,280.38
KMB,36227834609.0,18.531,4.653,10.8,108.93
HBAN,36084608792.0,15.048,3.052,4.93,17.86
ALC,35568572000.0,55.317,0.481,-6.19,73.58
BIDU,35560315910.0,182.068,,-19.76,104.84
WEC,35553426179.0,21.004,3.369,5.23,109.11
MDB,35215510598.0,,,4.32,437.83
NTRS,35004905088.0,15.617,1.716,41.52,191.33
UI,34967239830.0,37.116,0.554,4.66,577.76
EC,34866957089.0,10.422,3.897,77.67,16.96
RJF,34852094799.0,15.114,1.189,14.03,181.18
SHG,34579704605.0,9.634,1.716,39.08,73.66
PUK,34386654748.0,8.644,1.855,-10.53,27.5
KR,34345006629.0,32.616,2.579,-9.35,56.06
VG,34301273916.0,9.176,0.503,101.73,13.72
DXCM,34264357462.0,34.275,,36.81,90.8
RPRX,34051571301.0,41.936,1.545,54.74,59.22
EQT,33815394960.0,12.471,1.219,1.75,54.06
ERIC,33351537025.0,12.942,2.122,6.53,10.18
ACGL,33198181669.0,7.075,,1.43,97.29
VIK,33172637340.0,27.675,,45.9,104.19
CNC,33132244650.0,,,62.99,67.07
SUNB,32996678782.0,24.903,0.932,10.21,80.49
IR,32886831602.0,34.289,0.119,7.07,84.76
CHT,32845028650.0,26.721,3.035,4.6,42.34
RMD,32782742784.0,21.521,1.067,-5.68,226.0
MLM,32669809832.0,13.297,0.612,-12.42,543.9
GEHC,32647882295.0,16.447,0.195,-11.75,72.28
KGC,32596776000.0,10.255,0.535,-2.16,27.48
ON,32437452594.0,51.472,,53.87,83.32
TECK,32355070000.0,18.053,0.549,38.15,65.95
NTR,32058972771.0,13.47,3.291,10.63,67.18
TDY,31822705958.0,32.645,,34.41,686.49
EL,31722178147.0,,1.593,-15.68,87.68
WTW,31603391442.0,20.194,1.125,4.28,340.29
CCI,31470938823.0,36.509,5.886,-14.74,73.97
ATI,31377741355.0,65.947,,100.79,230.43
CFG,31129176401.0,14.642,2.51,29.18,73.91
BSP,31113041804.0,223.039,,68.9,48.98
TPR,31062354330.0,46.865,1.054,20.99,153.74
CASY,31048232993.0,43.458,0.281,52.16,839.03
EXR,31005920332.0,32.371,4.425,15.25,146.76
BIIB,30861377562.0,36.977,,18.68,208.87
ZM,30827503078.0,14.884,,21.83,105.13
RYAAY,30806793839.0,14.121,2.345,-16.66,59.36
ZTS,30388463691.0,11.524,2.922,-40.64,73.54
AEE,30126082574.0,19.275,2.652,10.49,108.82
SATS,30115968606.0,,,,103.915
ALNY,29966551976.0,38.681,,-43.68,223.95
Q,29724349789.0,50.724,0.155,74.21,142.08
FTV.WD,29719008300.0,25.92378,,,84.69
LPLA,29660252086.0,29.458,0.324,5.67,376.675
LVS,29586990085.0,17.132,2.581,-28.59,45.68
BAP,29572134560.0,4.101,3.823,35.8,372.22
RDDT,29523244459.0,33.892,,-33.24,153.45
FTI,29518213485.0,25.109,0.274,69.17,75.27
TSEM,29369461173.0,101.422,,121.69,260.31
CPNG,29335390977.0,,,-30.82,16.32
GFS,29182582541.0,40.758,0.226,52.51,53.18
ILMN,29129410000.0,35.351,,47.08,192.91
KHC,29088256784.0,,6.514,4.72,24.53
NMR,28962889188.0,11.448,2.836,20.0,9.91
ASTS,28919036479.0,,,2.31,74.31
INSM,28887505217.0,,,-23.99,132.28
WSM,28865581687.0,26.518,1.175,38.71,245.15
DTE,28857653409.0,21.912,3.302,9.23,138.68
MTD,28823191218.0,31.827,,3.18,1438.53
FTS,28722798000.0,22.057,3.221,10.04,56.22
VICI,28705092041.0,10.379,6.697,-4.2,26.07
TCOM,28701964019.0,6.141,,-36.62,45.58
ZS,28674332973.0,,,-21.16,177.32
ATO,28658768703.0,20.435,2.211,2.31,169.59
XYL,28469046987.0,27.966,1.411,-9.81,121.93
PBA,28426408400.0,22.196,4.247,31.4,48.88
OTIS,28158111006.0,18.574,2.346,-14.41,73.97
DOV,28022914416.0,24.695,1.009,7.08,208.07
HAL,27734909917.0,17.313,2.064,18.87,33.29
NVT,27703604839.0,46.304,0.484,68.64,171.16
FISV,27417892135.0,9.789,,-23.24,51.56
FE,27201863203.0,25.071,3.869,8.16,47.01
HUBB,27097825666.0,30.045,1.093,16.15,512.9
ES,26951078649.0,18.595,4.278,8.66,71.55
RF,26920972390.0,12.061,3.43,18.85,31.6
CPAY,26899424518.0,23.579,,36.14,409.68
ECHO,26870390490.0,,,-10.98,92.5
CPRT,26839274863.0,17.28,,-25.95,28.99
TS,26831176516.0,14.03,3.381,40.96,53.15
AWK,26812515196.0,23.77,2.52,5.53,134.92
HPQ,26777224363.0,10.489,4.088,35.18,29.28
CW,26729826467.0,49.391,0.136,31.37,723.71
EIX,26706090143.0,6.775,4.986,20.15,69.4
CNP,26697933273.0,23.901,2.201,6.88,40.53
PPL,26685240062.0,21.078,3.116,2.84,35.46
CINF,26470358421.0,7.956,2.129,6.81,172.47
FOXA,26458941894.0,15.703,0.921,-13.29,63.05
DG,26382162981.0,16.863,1.97,-8.64,119.6
DGX,26243473807.0,24.711,1.398,38.81,237.77
LH,26234228000.0,26.174,0.907,29.62,323.48
SN,26220421974.0,37.715,,66.34,186.13
