symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5264710000000.0,32.984,0.129,16.79,217.55
AAPL,4498801926800.0,34.893,0.432,13.7,308.26
GOOGL,4372469600000.0,17.905,0.236,14.37,357.52
GOOG,4351923200000.0,17.821,0.237,13.55,355.84
MSFT,3757771551175.0,28.096,0.704,5.11,506.06
AMZN,2999565941237.0,22.173,,20.48,278.09
TSM,2170383774780.0,31.576,0.662,38.26,418.47
AVGO,2009601875635.0,68.547,0.599,22.5,422.4
SPCX,1828840149569.0,,,2.77,138.74
META,1515562403377.0,22.256,0.35,-9.71,594.92
TSLA,1306826241727.0,343.54,,-26.43,330.88
LLY,1159695422656.0,43.416,0.526,15.02,1231.94
BRK.B,1133334773437.0,13.214,,5.33,529.42
BRK.A,1132885438799.0,13.209,,5.17,793815.21
SKHY,986082134950.0,18.561,,-19.48,135.29
MU,972407503011.0,19.267,0.061,201.84,861.0
JPM,956388811099.0,14.699,1.687,13.25,359.79
WMT,896557197602.0,39.433,0.649,1.52,112.66
AMD,766544980722.0,119.14,,119.26,469.56
ASML,665829668000.0,54.249,0.446,62.69,1733.48
XOM,657042412088.0,20.058,2.607,34.57,159.79
V,644749717905.0,28.539,0.917,3.64,361.32
JNJ,630935551681.0,29.992,2.0,27.91,261.81
MA,493342517910.0,30.346,0.607,-0.87,563.17
INTC,491890880000.0,,,164.28,97.52
CSCO,483101646889.0,40.4,1.357,61.44,122.57
BAC,446556910589.0,13.276,1.818,17.37,63.86
ABBV,438192073161.0,69.444,2.755,11.09,247.97
ORCL,435095144550.0,25.464,1.319,-21.76,151.05
COST,422524430511.0,47.808,0.582,10.97,952.75
PLTR,421087937450.0,139.586,,-1.42,175.23
AMAT,414542097592.0,48.724,0.366,103.67,522.12
CVX,385097579015.0,18.702,3.504,30.32,194.91
CAT,385014493529.0,35.505,0.741,47.1,837.58
LRCX,383404754400.0,52.771,0.34,79.33,306.4
GE,380474173517.0,42.412,0.457,19.37,366.7
KO,373762452739.0,26.108,2.394,25.92,86.87
UNH,366882917763.0,25.98,2.212,25.49,408.74
HSBC,355081163190.0,13.932,3.633,35.78,103.32
HD,349768589712.0,24.962,2.637,3.39,350.78
PG,340389977306.0,21.213,2.935,4.46,146.44
MS,338190039656.0,16.779,1.938,23.29,215.33
MRK,323002110847.0,101.797,2.579,26.2,130.92
NFLX,317666957882.0,23.273,0.0,-18.63,76.29
BABA,317154316604.0,20.65,0.779,-8.92,132.32
PANW,313807600000.0,372.295,,109.03,385.04
RTX,302059555233.0,39.036,1.231,23.12,224.12
GS,301219733290.0,14.362,1.682,18.83,1034.51
NVS,298013079764.0,23.361,1.987,15.95,156.79
DELL,295855694933.0,35.183,0.512,267.07,457.88
RY,292943056407.0,18.434,2.272,26.12,210.79
PM,289902099654.0,26.66,3.159,17.97,186.0
ARM,286063800000.0,274.007,,145.04,267.85
WFC,264660421887.0,11.705,2.152,-4.55,87.52
GEV,263896628734.0,27.694,0.179,51.89,990.85
TXN,256111181062.0,42.318,2.018,64.37,280.44
KLAC,251823826955.0,52.129,0.417,59.03,192.74
