symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5196193770000.0,26.946,0.246,15.88,215.6086
AAPL,4859351143700.0,37.687,0.322,22.81,332.9829
GOOGL,4226137650000.0,17.307,0.248,10.62,345.5658
GOOG,4186206700000.0,17.143,0.25,9.29,342.2929
MSFT,3668442238919.0,27.438,0.732,2.8,494.0287
AMZN,2671338419242.0,19.751,,7.3,247.735
TSM,2171680393280.0,31.122,0.881,38.64,418.727
SPCX,1987548780107.0,-242.158,,11.69,150.77
META,1722725609594.0,25.296,0.311,2.63,675.9967
AVGO,1630481016689.0,42.613,0.743,-0.95,341.5974
TSLA,1429301311460.0,375.664,,-19.53,361.8801
SKHY,1302919967800.0,11.014,,6.4,178.7715
SKHYV,1224566926550.0,24.506,,,168.01
BRK.A,1114175925963.0,12.991,,3.43,780705.415
BRK.B,1113897125175.0,12.991,,3.52,520.3626
LLY,1077331386254.0,40.332,0.59,7.01,1144.1833
MU,1048229312203.0,20.773,0.057,225.38,928.135
JPM,934751175472.0,14.371,1.722,10.68,351.655
WMT,858471012007.0,38.878,0.908,-2.26,108.205
AMD,856233159529.0,133.095,,144.91,524.505
XOM,676615113018.0,20.656,2.462,39.48,164.57
V,662727835385.0,29.335,0.721,6.53,371.395
JNJ,646250457265.0,30.701,1.975,31.66,268.1473
ASML,616572684000.0,50.236,0.486,50.66,1605.3906
INTC,539605625145.0,-47.796,,176.64,102.0702
MA,499549048335.0,30.734,0.597,0.38,570.28
ABBV,465953485709.0,73.804,2.597,18.13,263.68
CSCO,436069821088.0,32.867,1.511,45.68,110.605
ORCL,433875878640.0,22.932,1.352,-25.67,143.4717
CVX,420207034554.0,20.406,3.267,43.44,212.7
PLTR,412476577387.0,136.731,,-3.43,171.6854
BAC,409425416771.0,12.176,1.989,8.16,58.5538
COST,399525619736.0,45.196,0.615,4.93,900.9275
KO,380754095259.0,26.584,2.367,29.04,88.495
CAT,363621224195.0,33.539,0.792,38.93,791.105
DELL,362747069194.0,31.88,0.439,357.37,570.525
MRK,355988195647.0,112.177,2.369,39.91,144.2869
HSBC,350202482334.0,13.746,3.673,34.78,102.065
PG,343267740990.0,21.378,2.932,5.42,147.8272
LRCX,341632531118.0,47.026,0.385,59.8,272.97
UNH,340735979870.0,24.128,2.429,17.27,379.6659
AMAT,335223495898.0,36.169,0.47,64.95,422.435
GE,329265275688.0,36.711,0.546,3.3,317.341728
MS,325971033905.0,16.173,2.023,18.84,207.545
NFLX,321560241479.0,23.558,0.0,-17.64,77.225
PANW,310161060000.0,1011.096,,105.85,379.09
HD,307238520327.0,21.592,3.038,-8.56,307.94
PM,302152801285.0,27.78,3.027,22.95,193.925
GS,285368361839.0,13.607,1.867,13.13,980.075
RY,283725043007.0,17.373,2.354,22.62,204.9726
BABA,269565880938.0,24.578,0.909,-25.35,108.4427
SHEL,269199781637.0,10.365,3.116,35.13,96.64
WFC,267578581246.0,11.837,2.099,-3.5,88.5158
RTX,265953114556.0,34.37,1.439,8.76,197.31
NVS,265377805961.0,20.803,2.247,3.25,139.66
ARM,265195080000.0,254.049,,127.16,248.235
MUFG,265016981227.0,20.623,1.83,50.5,23.545
AZN,254068674129.0,24.322,1.996,81.25,163.75
ANET,251097215170.0,62.116,,51.94,199.09
CRWD,248846747256.0,5532.709,0.0,106.94,242.6721
SAP,248360756000.0,27.617,0.997,-10.3,215.05
GEV,246908541270.0,25.917,0.201,42.11,927.065
TXN,242184153850.0,40.017,2.148,55.43,265.1012
TMO,239551871654.0,34.363,0.289,12.12,647.87
TM,231509758666.0,8.008,3.27,-7.4,195.455
C,227309626208.0,12.745,1.87,17.88,135.55
IBM,226602163483.0,21.131,2.704,-17.15,240.56
SNDK,224107458741.0,19.597,,544.78,1530.8266
KLAC,222517982613.0,46.052,0.501,40.68,170.3
BHP,217331123266.0,22.106,4.02,47.58,85.5
AXP,214431131272.0,18.735,1.103,-13.47,317.59
LIN,214010040673.0,29.533,1.368,9.95,464.29
SAN,212742996137.0,11.354,1.406,25.71,14.615
VZ,210480911733.0,13.016,5.479,30.63,50.66
CRM,205980440000.0,21.326,0.716,-5.04,250.2882
TTE,205047953303.0,11.5,4.018,44.32,92.18
AMGN,204402148450.0,23.382,2.64,17.87,378.08
MRVL,201033709500.0,76.12,0.107,170.17,229.2702
TD,199818898120.0,17.196,2.643,32.48,121.92
QCOM,198551973935.0,21.435,1.946,12.25,189.1096
APH,192764633667.0,37.483,0.586,16.09,78.157
TMUS,191182261585.0,18.105,2.305,-10.81,178.22
KOF,188974063564.0,135.183,3.372,20.99,112.7036
DIS,186067780560.0,21.636,1.443,-4.56,107.76
NVO,185263593325.0,10.304,3.123,-14.67,41.938
GILD,184691320337.0,-56.977,2.223,23.54,148.8919
PEP,184587934304.0,17.66,4.289,-2.9,135.28
SCHW,183292292327.0,18.164,1.153,7.14,106.01
DE,181540138027.0,37.265,0.95,45.42,673.185
T,180834457304.0,8.39,4.244,10.06,26.3927
STX,179454018789.0,56.323,0.366,187.27,789.17
MCD,178389353550.0,20.279,2.954,-15.9,252.11
ABT,178212250323.0,32.85,2.439,-16.27,102.99
ADI,177714384289.0,42.971,1.194,36.44,366.5153
WELL,169861566327.0,109.564,1.287,28.34,235.4659
UNP,169685784494.0,23.141,1.956,25.35,285.505
SHOP,169605402984.0,87.996,,-18.11,131.82
SMFG,169408768239.0,20.03,2.151,40.58,26.745
NEE,168901655583.0,18.163,3.002,3.06,80.9772
BA,166519107664.0,68.371,,-2.96,210.6822
BLK,162894584001.0,24.779,2.12,-0.12,1051.87
SCCO,162274413012.0,28.682,2.08,40.25,192.25
COP,161913262076.0,17.436,2.415,47.15,134.7775
BBVA,159455012851.0,12.437,3.094,25.65,28.575
BUD,158139245093.0,16.953,1.256,26.63,80.23
PFE,157227775822.0,36.286,6.236,16.5,27.5886
UBS,156516258657.0,16.444,2.165,13.27,51.1199
ETN,155507592000.0,40.618,1.106,26.76,400.38
WDC,153372314873.0,16.27,0.128,147.2,425.395
IBKR,149077793923.0,132.426,0.376,36.15,87.2999
DHR,146551502677.0,36.601,0.691,-8.55,208.48
UBER,146104325455.0,15.253,,-12.46,71.4847
NOW,145598888846.0,87.185,0.0,-8.07,140.8068
RDS.A,142170085775.52,42.202,,,51.04
SONY,140258767950.0,-98.163,0.581,-6.01,24.0
TJX,137617754772.0,22.682,1.461,-17.8,125.0492
ISRG,136160421406.0,43.376,,-31.95,385.4845
MFG,135548014409.0,16.292,1.587,53.79,11.1422
UL,134828594160.0,12.598,3.573,-1.85,62.59
CB,132263765661.0,11.824,1.175,10.84,342.86
VRTX,130828925141.0,29.691,,13.85,516.05
BMY,130774592277.0,14.085,3.92,22.7,64.0286
BKNG,130417113385.0,18.091,0.997,-18.39,173.5083
NEM,129530285505.0,15.074,0.846,23.91,122.93
PLD,128560105243.0,30.548,3.793,8.71,135.62
