date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
08/04/2026,ARKF,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,552766.0,64679149.66,9.04
08/04/2026,ARKF,852234103,XYZ,BLOCK INC,equity,572373.0,46986099.57,6.57
08/04/2026,ARKF,MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992.0,44393110.94,6.21
08/04/2026,ARKF,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,433692.0,39179735.28,5.48
08/04/2026,ARKF,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,256234.0,37538281.0,5.25
08/04/2026,ARKF,888787108,TOST,TOAST INC-CLASS A,equity,1113239.0,36503106.81,5.1
08/04/2026,ARKF,023135106,AMZN,AMAZON.COM INC,equity,117160.0,33275783.2,4.65
08/04/2026,ARKF,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,534505.0,32257376.75,4.51
08/04/2026,ARKF,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,240840.0,30261546.0,4.23
08/04/2026,ARKF,30303M102,META,META PLATFORMS INC-CLASS A,equity,44083.0,26019549.92,3.64
08/04/2026,ARKF,007903107,AMD,ADVANCED MICRO DEVICES,equity,51677.0,25044741.28,3.5
08/04/2026,ARKF,58733R102,MELI,MERCADOLIBRE INC,equity,12996.0,24676674.84,3.45
08/04/2026,ARKF,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,31991.0,21693474.59,3.03
08/04/2026,ARKF,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,1137249.0,20504599.47,2.87
08/04/2026,ARKF,67066G104,NVDA,NVIDIA CORP,equity,88980.0,18386827.2,2.57
08/04/2026,ARKF,G16910120,BLSH,BULLISH,equity,745851.0,17102363.43,2.39
08/04/2026,ARKF,81141R100,SE,SEA LTD-ADR,equity,152376.0,16936592.4,2.37
08/04/2026,ARKF,22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,79132.0,16027395.28,2.24
08/04/2026,ARKF,771049103,RBLX,ROBLOX CORP -CLASS A,equity,420212.0,15409174.04,2.15
08/04/2026,ARKF,BZ1HM42,ADYEN,ADYEN NV,equity,14294.0,14942059.6,2.09
08/04/2026,ARKF,G6683N103,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,equity,1030653.0,14882629.32,2.08
08/04/2026,ARKF,G5279N105,KLAR,KLARNA GROUP PLC,equity,685041.0,13563811.8,1.9
08/04/2026,ARKF,09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,734466.0,12794397.72,1.79
08/04/2026,ARKF,009066101,ABNB,AIRBNB INC-CLASS A,equity,82300.0,12397672.0,1.73
08/04/2026,ARKF,L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,24934.0,12126152.22,1.7
08/04/2026,ARKF,26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,509034.0,11962299.0,1.67
08/04/2026,ARKF,25809K105,DASH,DOORDASH INC - A,equity,56481.0,11324440.5,1.58
08/04/2026,ARKF,36118L106,FUTU,FUTU HOLDINGS LTD-ADR,equity,96822.0,10363826.88,1.45
08/04/2026,ARKF,G32089107,ETOR,ETORO GROUP LTD-A,equity,247851.0,9026733.42,1.26
08/04/2026,ARKF,98954M200,Z,ZILLOW GROUP INC - C,equity,146765.0,5154386.8,0.72
08/04/2026,ARKF,81517B101,SECZ,SECURITIZE CORP,equity,649572.0,4508029.68,0.63
08/04/2026,ARKF,70450C101,PAYP,PAYPAY CORP,equity,235647.0,3833976.69,0.54
08/04/2026,ARKF,BJY21K1,KSPI,JSC KASPI.KZ ADR,equity,39943.0,3674756.0,0.51
08/04/2026,ARKF,BQ84B35,ETHQ/U,3IQ ETHER STAKING ETF,equity,497416.0,3551550.24,0.5
08/04/2026,ARKF,BTRDQ40,SOLQ/U,3IQ SOLANA STAKING ETF,equity,373296.0,2213645.28,0.31
08/04/2026,ARKF,432705309,CNTN,CANTON STRATEGIC HOLDINGS IN,equity,390059.0,780118.0,0.11
08/04/2026,ARKF,01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,equity,4307.0,548281.1,0.08
08/04/2026,ARKF,G13311132,,BRERA HOLDINGS PLC-CL B,equity,80721.0,347907.51,0.05
08/04/2026,ARKF,BREADUMMY,,BRERA HOLDINGS PLC WTS,equity,78805.0,160762.81,0.02
08/04/2026,ARKF,77543R102,ROKU,ROKU INC,equity,493.0,71899.12,0.01
08/04/2026,ARKG,88025U109,TXG,10X GENOMICS INC-CLASS A,equity,3102601.0,145853273.01,9.12
08/04/2026,ARKG,90184D100,TWST,TWIST BIOSCIENCE CORP,equity,1317994.0,133196473.64,8.33
08/04/2026,ARKG,88023B103,TEM,TEMPUS AI INC-CL A,equity,2334896.0,107521960.8,6.72
08/04/2026,ARKG,H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,2044594.0,101350524.58,6.34
08/04/2026,ARKG,71535D106,PSNL,PERSONALIS INC,equity,6750500.0,89106600.0,5.57
08/04/2026,ARKG,00091E109,ABSI,ABSCI CORP,equity,10313389.0,81785174.77,5.11
08/04/2026,ARKG,14167L103,CDNA,CAREDX INC,equity,1535373.0,73467598.05,4.59
08/04/2026,ARKG,40131M109,GH,GUARDANT HEALTH INC,equity,457013.0,72587374.79,4.54
08/04/2026,ARKG,452327109,ILMN,ILLUMINA INC,equity,360691.0,71474528.56,4.47
08/04/2026,ARKG,532457108,LLY,ELI LILLY & CO,equity,63658.0,71383534.88,4.46
08/04/2026,ARKG,632307104,NTRA,NATERA INC,equity,240739.0,65086196.04,4.07
08/04/2026,ARKG,07373V105,BEAM,BEAM THERAPEUTICS INC,equity,2310512.0,59865365.92,3.74
08/04/2026,ARKG,20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4474937.0,50343041.25,3.15
08/04/2026,ARKG,75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,13672707.0,43479208.26,2.72
08/04/2026,ARKG,00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1779154.0,41116248.94,2.57
08/04/2026,ARKG,124155102,BFLY,BUTTERFLY NETWORK INC,equity,4782631.0,39313226.82,2.46
08/04/2026,ARKG,67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1686222.0,39154074.84,2.45
08/04/2026,ARKG,92337F107,VCYT,VERACYTE INC,equity,858240.0,38492064.0,2.41
08/04/2026,ARKG,80810D103,SDGR,SCHRODINGER INC,equity,2047641.0,31287954.48,1.96
08/04/2026,ARKG,81663L200,WGS,GENEDX HOLDINGS CORP,equity,448071.0,30406098.06,1.9
08/04/2026,ARKG,462222100,IONS,IONIS PHARMACEUTICALS INC,equity,532949.0,29040391.01,1.82
08/04/2026,ARKG,45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,2667062.0,28724257.74,1.8
08/04/2026,ARKG,010911105,ALMR,ALAMAR BIOSCIENCES INC,equity,959550.0,25975018.5,1.62
08/04/2026,ARKG,74168J101,PRME,PRIME MEDICINE INC,equity,7532105.0,21165215.05,1.32
08/04/2026,ARKG,370920100,GENB,GENERATE BIOMEDICINES INC,equity,1240957.0,17795323.38,1.11
08/04/2026,ARKG,03969T109,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,equity,2747915.0,16487490.0,1.03
08/04/2026,ARKG,65443P102,MASS,908 DEVICES INC,equity,1910054.0,16082654.68,1.01
08/04/2026,ARKG,157085101,CERS,CERUS CORP,equity,7241026.0,15568205.9,0.97
08/04/2026,ARKG,69404D108,PACB,PACIFIC BIOSCIENCES OF CALIF,equity,10656607.0,15132381.94,0.95
08/04/2026,ARKG,04650F101,ATAI UQ,ATAIBECKLEY INC,equity,1648399.0,11835504.82,0.74
08/04/2026,ARKG,811033109,SCTX,SCRIBE THERAPEUTICS INC,equity,352969.0,7354109.12,0.46
08/04/2026,ARKG,74765K105,QSI,QUANTUM-SI INC,equity,6777557.0,5056057.52,0.32
08/04/2026,ARKG,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,2795485.0,2795484.82,0.17
08/04/2026,ARKK,88160R101,TSLA,TESLA INC,equity,1741489.0,560898777.12,9.78
