symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,4858150000000.0,30.437,0.139,7.77,200.75
AAPL,4512854760330.0,35.002,0.343,13.84,308.91
GOOG,4361829500000.0,17.861,0.236,13.8,356.65
GOOGL,4355469900000.0,17.835,0.236,13.93,356.13
MSFT,3450799500578.0,25.801,0.766,-3.48,464.72
AMZN,2928447140000.0,21.647,,17.66,271.58
TSM,2096632114500.0,30.521,0.685,33.56,404.25
AVGO,1852030819477.0,63.173,0.65,12.89,389.28
SPCX,1426062342312.0,,,-19.73,108.37
META,1418222190520.0,20.826,0.374,-15.51,556.71
TSLA,1229138644487.0,323.117,,-30.8,311.21
BRK.B,1103317185703.0,15.224,,1.77,511.54
BRK.A,1102295687579.0,15.21,,1.56,766600.01
LLY,1081910196869.0,42.802,0.564,7.26,1148.84
SKHY,1047598383150.0,20.031,,-14.45,143.73
JPM,942625321738.0,14.487,1.715,10.73,351.79
MU,929524445068.0,18.418,0.064,188.53,823.03
WMT,884938402036.0,38.922,0.657,0.21,111.2
AMD,776410494260.0,155.003,,122.33,476.15
V,653332819153.0,28.919,0.722,4.83,366.13
XOM,644290586861.0,19.669,2.658,30.91,155.44
ASML,625698900000.0,51.077,0.475,52.89,1629.0
JNJ,617777505341.0,29.366,2.043,25.25,256.35
MA,502041296614.0,30.882,0.597,0.88,573.1
CSCO,457167006793.0,38.231,1.434,52.77,115.99
INTC,454968800000.0,,,144.44,90.2
ABBV,443358990502.0,70.263,2.723,12.42,250.94
BAC,434763084147.0,12.925,1.866,13.86,61.95
COST,422143038740.0,47.765,0.719,10.87,951.89
AMAT,403069383828.0,47.375,0.376,98.04,507.67
CVX,392006181590.0,19.038,3.443,31.6,196.83
KO,376860288194.0,26.324,2.375,26.97,87.59
UNH,376335041018.0,26.649,2.157,27.23,414.4
CAT,375294953668.0,39.798,0.761,43.1,814.81
ORCL,374086768770.0,21.893,1.535,-32.73,129.87
GE,373595134056.0,41.645,0.466,17.21,360.07
