symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5479737500000.0,28.406,0.125,22.07,227.3858
AAPL,4810737930120.0,37.325,0.328,21.58,329.6443
GOOGL,4189875700000.0,17.154,0.25,9.6,342.6115
GOOG,4148110250000.0,16.987,0.252,8.23,339.1342
MSFT,3808450899152.0,28.466,0.733,6.72,512.9029
AMZN,2793763078284.0,20.668,,12.21,259.0515
TSM,2133533877010.0,30.499,0.667,35.91,411.41
SPCX,1971269281875.0,-239.991,,10.77,149.5616
AVGO,1669315951973.0,43.625,0.689,1.75,350.87
META,1571250889456.0,23.07,0.351,-6.39,616.78
TSLA,1513407318170.0,397.955,,-14.79,383.2029
SKHYV,1224566926550.0,24.506,,,168.01
SKHY,1179305107866.0,9.882,,-3.7,161.8001
BRK.B,1088444081360.0,12.694,,1.15,508.54
BRK.A,1087623394000.0,12.681,,0.97,762100.0
LLY,1086533151564.0,40.682,0.578,7.92,1153.945
MU,1066519834284.0,21.112,0.055,231.06,944.1214
JPM,961333037422.0,14.773,1.704,13.83,361.65
WMT,864262646763.0,39.155,0.925,-1.6,108.9386
AMD,744343320150.0,115.689,,112.91,456.0674
V,676780210090.0,29.955,0.716,8.79,379.24
XOM,674970348234.0,20.594,2.539,39.14,164.15
JNJ,670891670419.0,31.894,1.917,36.68,278.4329
ASML,632816273000.0,51.249,0.46,54.62,1647.8885
MA,513736029313.0,31.601,0.582,3.23,586.575
INTC,477176722001.0,-42.273,,144.63,90.27
ABBV,461456172218.0,73.113,2.61,16.99,261.19
ORCL,441536453800.0,25.826,1.367,-20.6,153.27
BAC,440927748155.0,13.108,1.855,15.89,63.051
PLTR,439219013682.0,145.68,,2.83,182.9441
CSCO,431634410856.0,32.53,1.519,44.2,109.48
CVX,420612067665.0,20.419,3.36,43.58,212.8323
COST,411874287033.0,46.595,0.597,8.17,928.745
KO,383400163044.0,26.78,2.357,29.17,89.105
MRK,371950796145.0,117.228,2.227,45.32,150.7217
CAT,367907692534.0,33.923,0.784,40.57,800.91
HSBC,364109590948.0,14.291,3.575,40.05,106.055
UNH,362596902368.0,25.684,2.262,24.03,403.965
LRCX,359066560950.0,49.385,0.361,67.95,287.1146
AMAT,345520422721.0,37.261,0.452,70.02,435.385
GE,344543383692.0,38.414,0.509,8.1,332.1399
PG,342965793590.0,21.371,2.913,5.33,147.6815
NFLX,342962891414.0,25.137,0.0,-12.15,82.3607
MS,341456817544.0,16.939,1.971,24.48,217.42
DELL,339678744321.0,29.814,0.474,319.22,522.92
HD,318326643292.0,22.375,3.634,-5.26,319.04
NVS,309084743707.0,24.235,1.917,20.26,162.625
GS,302527092912.0,14.428,1.816,19.93,1039.0
PM,294390906358.0,27.061,3.127,19.79,188.7498
RY,293090710597.0,17.795,2.313,26.67,211.705
BABA,276339205286.0,25.249,0.889,-23.47,111.175
MUFG,271545324787.0,21.3,1.853,54.21,24.125
RTX,271141983410.0,35.054,1.401,10.88,201.346
WFC,270345238238.0,11.957,2.109,-2.5,89.385
PANW,269218950000.0,876.961,,79.33,330.23
SHEL,259563468711.0,9.994,3.322,30.29,93.185
ARM,255027720000.0,244.08,,118.45,238.625
AZN,254402148473.0,24.345,1.998,81.49,163.97
GEV,251255771146.0,26.378,0.192,44.61,943.45
SAP,248995566000.0,27.526,1.026,-10.07,215.7937
ANET,241587581324.0,59.712,,46.19,191.55
AMGN,239740559457.0,27.429,2.24,38.25,443.52
TM,237353901273.0,8.274,3.223,-5.06,200.4548
BHP,236792853500.0,24.076,2.812,57.39,93.195
C,231536599157.0,12.98,1.895,20.07,138.0101
TXN,231448927301.0,38.244,2.221,48.54,253.2118
TMO,226566051172.0,32.527,0.299,5.96,612.7592
SNDK,225044540347.0,19.661,,547.48,1535.98
KLAC,224170764293.0,46.412,0.489,41.73,171.58
SAN,224097971158.0,11.901,1.349,28.34,14.9208
AXP,223257430790.0,19.518,1.085,-9.91,330.8199
LIN,222747919662.0,30.761,1.612,14.44,483.0881
IBM,221392254520.0,20.655,2.898,-19.05,235.109028
CRWD,218610088767.0,4857.859,0.0,82.18,213.4227
CRM,217280230000.0,22.492,0.712,0.17,264.03
VZ,209462991809.0,12.95,5.613,30.0,50.415
NVO,207142368511.0,11.461,2.837,-4.64,46.86
TD,202342029500.0,17.257,2.643,34.15,123.4948
TMUS,202112785321.0,19.133,2.221,-5.71,188.3721
TTE,201633823698.0,11.304,4.148,41.92,90.6179
APH,198806252607.0,38.648,0.284,19.73,80.4594
PEP,191200833902.0,18.295,4.098,-0.49,140.08
KOF,191066492496.0,135.73,3.348,22.33,113.685
SCHW,190469035540.0,18.869,1.148,11.33,110.14
ABT,188317693005.0,34.703,2.253,-11.52,108.771549
DE,187341128766.0,38.445,0.93,50.07,694.7118
GILD,186377659348.0,-57.524,2.154,23.97,150.31
DIS,186223182381.0,21.652,1.422,-4.48,107.8472
MRVL,185604654000.0,70.314,0.115,149.44,211.585
SHOP,184916465763.0,95.904,,-10.72,143.72
MCD,183194239545.0,20.843,2.861,-13.64,258.7501
STX,180372773205.0,56.591,0.351,189.7,796.6399
T,178333336541.0,8.272,4.37,8.54,26.0245
QCOM,176952653069.0,19.116,2.688,0.04,168.48
NEE,175514206505.0,18.867,2.929,7.1,84.13
WELL,174600464380.0,112.536,1.256,31.92,242.24
SMFG,174158546788.0,20.763,2.156,44.52,27.5
UNP,173045281435.0,23.608,1.917,27.83,291.2071
BLK,173016838770.0,26.306,1.981,5.55,1116.99
ADI,172209720606.0,41.651,1.213,32.22,355.4137
SCCO,170523650825.0,30.131,1.929,47.38,201.975
UBS,168901005650.0,17.745,2.031,22.23,55.155
COP,164643301497.0,17.727,2.485,49.63,137.05
BBVA,164338566797.0,12.74,3.059,29.5,29.445
BA,163669823742.0,67.222,,-4.62,207.082
PFE,163609130372.0,37.752,5.92,21.23,28.7024
WDC,159982833081.0,16.968,0.106,157.77,443.93
BUD,157577349010.0,16.895,1.263,26.18,79.925
IBKR,157402765122.0,139.676,0.375,43.76,92.165
UBER,154397119546.0,16.12,,-7.49,75.5985
ETN,153825820000.0,40.183,1.11,25.38,396.0859
BKNG,149257979423.0,20.711,0.853,-6.82,198.6629
NOW,148741725940.0,89.079,0.0,-6.08,143.845
DHR,147127951242.0,36.745,0.689,-8.19,209.305
SONY,146257339787.0,-103.219,0.564,-2.13,24.985
TJX,144415594469.0,23.805,1.386,-13.74,131.2651
RDS.A,142170085775.52,42.202,,,51.04
VRTX,141636498940.0,32.138,,23.26,558.8051
UL,138566352583.0,12.876,3.455,0.87,64.325
BMY,138353063651.0,14.907,3.692,29.81,67.72
MFG,137068975073.0,16.613,1.599,55.52,11.265
NEM,136516370631.0,15.87,1.047,30.59,129.6591
COF,134396123023.0,12.778,1.501,-8.55,219.07
CB,133907273060.0,11.97,1.178,11.88,347.09
SPGI,131436580000.0,26.695,0.906,-9.18,445.619
PLD,130513156990.0,31.014,2.989,9.49,137.6549
ISRG,130310137097.0,41.516,,-34.87,368.895
PGR,130300053000.0,11.142,6.333,4.82,224.32
ACN,129862504308.0,16.67,3.341,-25.6,194.44
RIO,129305894511.0,10.69,4.526,35.23,103.0673
SNOW,127406694000.0,-116.651,,67.57,367.68
GLW,125418140994.0,66.0,0.775,67.17,145.6
CVS,125102486644.0,25.585,2.722,26.14,97.815
BMO,122997538999.0,18.554,2.836,39.19,176.435
LMT,122626050791.0,19.505,2.596,11.84,531.2919
BTI,121778002495.0,14.006,5.675,2.38,56.37
PH,121198422868.0,33.223,0.801,10.07,960.85
SBUX,121102200000.0,61.062,2.322,28.44,106.2443
SYK,118905726395.0,31.887,1.113,-11.33,309.7387
HDB,118785492264.0,15.276,1.521,-35.69,23.1379
MDT,118404629547.0,22.625,3.097,-2.04,92.505
PDD,117045891070.0,8.541,,-27.48,82.22
MO,116957213297.0,14.667,6.114,25.36,70.045
SPOT,116187969298.0,29.998,,-2.68,565.13
FTNT,116143202702.0,54.747,,99.34,158.295
BNS,115837603200.0,15.98,3.457,33.07,95.06
BP,115009615921.0,20.939,4.566,31.2,43.945
ADBE,113688975000.0,15.722,,-18.28,286.065
LOW,113229116844.0,17.049,2.425,-15.01,201.815
ADP,112502820805.0,25.495,2.395,11.85,283.295
ABNB,111808256471.0,41.567,,37.58,186.8581
BNY,111434195612.0,17.691,1.387,43.23,164.2322
ENB,110831419154.0,24.979,5.488,10.34,50.7506
MPC,110813451480.0,12.955,1.075,145.45,394.7499
HOOD,109589138256.0,52.823,,7.77,121.89
IBN,109218299702.0,5.918,0.693,2.91,30.455
DHR.WD,108776501000.0,44.2807,,,150.55
APP,107842958005.0,24.446,,-52.17,322.3
MCK,107491651071.0,23.408,0.378,12.73,921.58
SNY,107411340919.0,23.387,4.542,-4.58,44.2336
VLO,107106136217.0,14.865,1.333,131.89,372.396815
CNQ,107022772500.0,12.571,3.434,56.48,51.9112
CM,106972953187.0,14.593,2.658,32.01,117.8798
ING,105379945000.0,11.964,3.616,37.39,36.852
FCX,104556435850.0,35.493,0.812,44.38,72.7946
AEM,104182038944.0,17.738,0.883,22.15,205.8165
VRT,103671540166.0,59.864,0.087,66.29,269.285
PSX,103478094146.0,14.582,1.965,105.18,259.33
EQNR,102897599607.0,11.36,3.449,87.79,43.05
SO,102641135641.0,22.024,3.321,4.84,89.2
MELI,102501329124.0,55.02,,0.38,2025.4885
GSK,102278364371.0,15.72,3.551,5.79,50.56
HWM,102252678704.0,54.669,0.198,25.25,256.62
BX,102103781132.0,29.015,3.795,-8.98,136.025
CEG,101875772221.0,29.377,0.565,-18.25,287.535
CME,101392362684.0,23.647,4.049,6.27,281.975
EQIX,101329901221.0,66.099,1.974,36.08,1027.4851
NET,100959281594.0,-487.766,,43.81,283.31
USB,98749300647.0,12.091,3.309,21.03,63.38
TT,97934516314.0,33.211,0.913,14.9,445.2806
GD,97711730974.0,21.804,1.696,8.69,361.5047
PNC,97705293485.0,12.804,2.906,20.09,244.8
KKR,97249841012.0,30.838,0.711,-14.53,108.275
DASH,96852921368.0,115.141,,-1.3,223.45
DUK,95030103283.0,18.099,3.545,6.71,121.875
INTU,94993929360.0,20.812,1.416,-47.08,347.225
CMCSA,94517935122.0,8.441,4.987,-1.32,26.635
BK,94143749812.0,15.793,1.563,,137.16
PWR,93614320519.0,70.589,0.07,47.62,622.9795
WMB,91676402026.0,29.833,2.725,26.51,74.9542
ICE,90783102493.0,22.482,1.284,0.54,161.68
CSX,90771270933.0,28.135,1.135,36.41,48.995
MRSH,90149980638.0,22.651,1.99,5.05,188.79
BCS,89817853138.0,8.487,2.317,7.28,26.7
ELV,89597378471.0,18.051,1.748,19.06,413.14
BN,89528454942.0,62.687,0.675,-12.31,40.11
MMC,89506499084.0,21.688,1.883,,182.7
HCA,88834895480.0,12.99,0.781,-11.8,410.3982
WM,88564893319.0,31.04,1.628,1.69,221.64
LYG,88079455771.0,12.539,3.595,18.93,6.075
MAR,87998191548.0,34.018,0.852,9.42,337.485
UPS,87447584906.0,19.137,6.36,8.54,102.785
MNST,87079850910.0,40.923,0.0,15.95,44.4554
REGN,86737518290.0,20.038,0.441,9.57,842.29
SLB,86614598961.0,27.929,2.518,54.55,58.36
MCO,86475326646.0,30.939,0.836,-1.6,499.193
JCI,86236384377.0,24.094,1.18,19.58,142.39
MMM,86159165596.0,28.748,1.847,5.82,167.0079
CDNS,84631022830.0,61.418,,-1.69,307.31
EMR,83575174000.0,32.397,1.497,14.17,149.83
ASX,83018527277.0,43.744,0.836,132.4,37.139
AMT,82894292539.0,24.374,4.046,3.32,177.899
CVNA,81560872314.0,52.037,0.0,-12.19,74.115
E,80860347289.0,13.189,3.094,48.58,55.49
SHW,80515595942.0,29.934,0.977,3.09,331.66
CTAS,80348045305.0,40.175,0.945,7.58,200.9779
CP,80242351567.0,28.633,0.792,24.52,91.18
SU,80143021014.0,12.396,2.571,56.72,68.52
SNPS,80104118028.0,74.408,,-11.01,418.0
MSI,79837513207.0,37.403,0.991,26.56,482.22
BAM,79734801519.0,26.956,3.948,-1.78,49.8949
ECL,78587320565.0,37.14,1.023,7.37,280.3585
MDLZ,78499327046.0,22.328,3.222,16.21,61.505
NGG,78372844803.0,17.917,4.105,3.43,77.955
TRV,78253176754.0,9.426,1.305,30.36,374.7104
APO,78063900188.0,41.653,1.597,-7.54,132.193
EOG,77669657736.0,11.291,2.796,44.52,148.075
ITW,77582368000.0,24.286,2.419,11.97,272.36
DB,77565120000.0,9.981,2.965,11.02,41.28
PBR,77361995216.0,3.027,5.604,83.57,20.79
DDOG,77077249277.0,434.033,,57.85,214.7
LITE,76527555000.0,-11.026,,131.46,852.8
CMI,76045174296.0,28.002,1.492,9.33,552.395
GM,75969754420.0,38.983,0.817,6.95,86.5169
FDX,75616203983.0,17.054,1.764,38.43,319.575
CI,75367992619.0,11.744,2.181,4.81,285.075
TGT,75018020016.0,17.081,2.799,73.58,165.0639
NWG,74949277232.0,8.758,4.965,14.11,18.855
NTES,74941285442.0,15.493,2.44,-13.25,117.05
NOC,74852298084.0,16.649,1.827,-6.47,526.3566
B,74739611467.0,11.46,2.175,6.0,45.4126
NU,74706600111.0,20.724,,-7.62,15.465
CNI,74322423000.0,21.461,2.197,25.94,123.03
