symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5242955000000.0,27.182,0.129,16.79,217.55
AAPL,4665759346000.0,36.188,0.334,17.92,319.7
GOOGL,4238795700000.0,17.358,0.243,10.88,346.59
GOOG,4193422400000.0,17.172,0.246,9.41,342.88
MSFT,3813240375993.0,28.51,0.709,6.86,513.53
AMZN,2873797524988.0,21.243,,15.43,266.43
TSM,2165456624480.0,30.914,0.664,37.95,417.52
SPCX,1865221862218.0,,,4.81,141.5
AVGO,1754548001220.0,59.847,0.686,6.95,368.79
META,1472509548175.0,21.623,0.36,-12.28,578.02
TSLA,1377404653658.0,362.094,,-22.45,348.75
SKHYV,1224566926550.0,24.506,,,168.01
SKHY,1173765001200.0,9.996,,-4.15,161.04
LLY,1105727422120.0,41.396,0.57,9.83,1174.61
BRK.A,1081750727171.0,12.613,,0.42,757985.01
BRK.B,1081058631305.0,12.604,,0.47,505.0
MU,1053565694842.0,20.876,0.057,227.04,932.86
JPM,950620547056.0,14.61,1.697,12.56,357.62
WMT,820398380089.0,37.162,0.949,-6.88,103.09
AMD,760047730054.0,118.13,,117.4,465.58
V,680937928574.0,30.141,0.71,9.46,381.6
ASML,651495056000.0,52.802,0.456,59.19,1696.16
JNJ,645949219940.0,30.705,1.969,31.6,268.04
XOM,644377723252.0,19.671,2.66,32.84,156.71
MA,521488717282.0,32.078,0.575,4.79,595.3
INTC,472947837791.0,,,142.47,89.47
ABBV,451463123972.0,71.547,2.674,14.46,255.48
PLTR,447665764239.0,148.396,,4.8,186.29
BAC,435788078107.0,12.956,1.863,14.54,62.32
ORCL,434519050350.0,25.43,1.321,-21.86,150.85
CSCO,433281912723.0,32.659,1.513,44.79,109.93
COST,419295904818.0,47.442,0.586,10.12,945.47
CVX,398829189370.0,19.369,3.525,36.14,201.86
KO,385766565127.0,26.947,2.32,29.97,89.66
LRCX,377773809900.0,51.996,0.345,76.7,301.9
CAT,367854829922.0,33.922,0.776,40.55,800.25
AMAT,366380131510.0,39.536,0.429,80.29,461.67
MRK,366004912497.0,115.35,2.276,43.0,148.35
HSBC,355453727057.0,13.946,3.624,36.71,103.53
GE,355448165704.0,39.622,0.49,11.52,342.58
UNH,352709895129.0,24.976,2.301,20.65,392.95
NFLX,340277150323.0,24.929,0.0,-12.84,81.72
MS,337310522533.0,16.736,1.943,22.97,214.77
PG,334206985367.0,20.828,2.989,2.56,143.78
HD,329427137609.0,23.155,2.8,-2.68,330.19
PANW,302845850000.0,359.29,,101.73,371.59
GS,301068324158.0,14.355,1.683,18.77,1033.99
PM,299082332810.0,27.504,3.062,21.7,191.89
DELL,296359035261.0,35.243,0.512,265.76,456.24
BABA,295540647705.0,27.032,0.836,-18.15,118.9
NVS,292348949540.0,22.917,2.025,13.75,153.81
RTX,285333876666.0,36.874,1.329,16.69,211.71
RY,282767463420.0,17.749,2.354,22.19,204.23
WFC,262150502438.0,11.594,2.172,-5.45,86.69
MUFG,257757012958.0,20.696,1.895,46.38,22.9
SAP,255701468000.0,28.284,0.971,-7.65,221.54
ARM,255305400000.0,244.545,,118.69,239.05
SHEL,253226537967.0,9.75,3.391,27.11,90.91
AZN,252353132390.0,24.158,1.985,80.03,162.7
ANET,246418071726.0,60.925,,49.11,195.38
GEV,242877582521.0,25.488,0.194,39.79,911.93
BHP,241747210413.0,24.585,2.761,60.68,95.15
TXN,236202381507.0,39.029,2.188,51.59,258.64
AMGN,233780091602.0,26.739,2.294,34.82,432.42
TM,230307771888.0,8.218,3.287,-7.88,194.48
TMO,230049366403.0,33.02,0.293,7.59,622.18
KLAC,229351222288.0,47.477,0.48,45.0,175.54
LIN,225654399590.0,31.151,1.278,15.55,489.51
AXP,225013236356.0,19.659,1.074,-9.2,333.2
CRWD,223627369493.0,4970.049,0.0,86.36,218.4
C,222931348461.0,12.497,1.916,15.61,132.9
IBM,221957440940.0,20.695,2.85,-18.85,235.59
SNDK,217429288105.0,19.018,,525.57,1484.98
