date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
07/14/2026,ARKF,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,601290.0,75004914.6,10.02
07/14/2026,ARKF,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,445972.0,48994483.92,6.54
07/14/2026,ARKF,852234103,XYZ,BLOCK INC,equity,582872.0,45883683.84,6.13
07/14/2026,ARKF,MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992.0,43252556.99,5.78
07/14/2026,ARKF,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,258472.0,40675738.64,5.43
07/14/2026,ARKF,888787108,TOST,TOAST INC-CLASS A,equity,1144769.0,34297279.24,4.58
07/14/2026,ARKF,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,247660.0,32205706.4,4.3
07/14/2026,ARKF,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,509970.0,32128110.0,4.29
07/14/2026,ARKF,023135106,AMZN,AMAZON.COM INC,equity,115379.0,28534380.49,3.81
07/14/2026,ARKF,007903107,AMD,ADVANCED MICRO DEVICES,equity,53137.0,28395881.43,3.79
07/14/2026,ARKF,58733R102,MELI,MERCADOLIBRE INC,equity,13356.0,24939658.8,3.33
07/14/2026,ARKF,30303M102,META,META PLATFORMS INC-CLASS A,equity,37931.0,24910425.63,3.33
07/14/2026,ARKF,771049103,RBLX,ROBLOX CORP -CLASS A,equity,432112.0,23779123.36,3.18
07/14/2026,ARKF,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,31991.0,21999791.62,2.94
07/14/2026,ARKF,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,1169459.0,21202291.67,2.83
07/14/2026,ARKF,G16910120,BLSH,BULLISH,equity,766971.0,17540626.77,2.34
07/14/2026,ARKF,67066G104,NVDA,NVIDIA CORP,equity,85949.0,17493199.97,2.34
07/14/2026,ARKF,81141R100,SE,SEA LTD-ADR,equity,156686.0,17338872.76,2.32
07/14/2026,ARKF,22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,87696.0,16478955.36,2.2
07/14/2026,ARKF,26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,574270.0,15189441.5,2.03
07/14/2026,ARKF,G6683N103,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,equity,1059843.0,14488053.81,1.94
07/14/2026,ARKF,BZ1HM42,ADYEN,ADYEN NV,equity,14694.0,14111926.92,1.88
07/14/2026,ARKF,G5279N105,KLAR,KLARNA GROUP PLC,equity,704441.0,13574578.07,1.81
07/14/2026,ARKF,009066101,ABNB,AIRBNB INC-CLASS A,equity,84630.0,12383907.9,1.65
07/14/2026,ARKF,L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,25634.0,12300218.56,1.64
07/14/2026,ARKF,09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,755266.0,11034436.26,1.47
07/14/2026,ARKF,25809K105,DASH,DOORDASH INC - A,equity,58081.0,11010415.17,1.47
07/14/2026,ARKF,G32089107,ETOR,ETORO GROUP LTD-A,equity,254871.0,9739895.27,1.3
07/14/2026,ARKF,36118L106,FUTU,FUTU HOLDINGS LTD-ADR,equity,99562.0,9592798.7,1.28
07/14/2026,ARKF,77543R102,ROKU,ROKU INC,equity,44897.0,6390638.98,0.85
07/14/2026,ARKF,98954M200,Z,ZILLOW GROUP INC - C,equity,150915.0,4857953.85,0.65
07/14/2026,ARKF,70450C101,PAYP,PAYPAY CORP,equity,242317.0,3697757.42,0.49
07/14/2026,ARKF,BJY21K1,KSPI,JSC KASPI.KZ ADR,equity,41073.0,3641942.91,0.49
07/14/2026,ARKF,BQ84B35,ETHQ/U,3IQ ETHER STAKING ETF,equity,511506.0,3519161.28,0.47
07/14/2026,ARKF,81517B101,,SECURITIZE CORP,equity,340300.0,2701982.0,0.36
07/14/2026,ARKF,BTRDQ40,SOLQ/U,3IQ SOLANA STAKING ETF,equity,363283.0,2216026.3,0.3
07/14/2026,ARKF,432705309,CNTN,CANTON STRATEGIC HOLDINGS IN,equity,401099.0,910494.73,0.12
07/14/2026,ARKF,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,880246.0,880245.8,0.12
07/14/2026,ARKF,G13311132,,BRERA HOLDINGS PLC-CL B,equity,91322.0,605464.86,0.08
07/14/2026,ARKF,01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,equity,4427.0,497373.45,0.07
07/14/2026,ARKF,BREADUMMY,,BRERA HOLDINGS PLC WTS,equity,78805.0,286063.24,0.04
07/14/2026,ARKG,88025U109,TXG,10X GENOMICS INC-CLASS A,equity,3071921.0,128314140.17,7.9
07/14/2026,ARKG,88023B103,TEM,TEMPUS AI INC-CL A,equity,2247190.0,125685336.7,7.74
07/14/2026,ARKG,90184D100,TWST,TWIST BIOSCIENCE CORP,equity,1332285.0,120371949.75,7.41
07/14/2026,ARKG,71535D106,PSNL,PERSONALIS INC,equity,7236078.0,108830613.12,6.7
07/14/2026,ARKG,H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,2024378.0,102494258.14,6.31
07/14/2026,ARKG,00091E109,ABSI,ABSCI CORP,equity,9841783.0,100484604.43,6.19
07/14/2026,ARKG,40131M109,GH,GUARDANT HEALTH INC,equity,452501.0,71676158.4,4.41
07/14/2026,ARKG,532457108,LLY,ELI LILLY & CO,equity,60358.0,71335309.46,4.39
07/14/2026,ARKG,07373V105,BEAM,BEAM THERAPEUTICS INC,equity,2211124.0,68544844.0,4.22
07/14/2026,ARKG,452327109,ILMN,ILLUMINA INC,equity,357131.0,67872746.55,4.18
07/14/2026,ARKG,632307104,NTRA,NATERA INC,equity,238363.0,65046879.07,4.01
07/14/2026,ARKG,92337F107,VCYT,VERACYTE INC,equity,849760.0,48844204.8,3.01
07/14/2026,ARKG,14167L103,CDNA,CAREDX INC,equity,1662290.0,47807460.4,2.94
07/14/2026,ARKG,20451W101,CMPS,COMPASS PATHWAYS PLC,equity,3524765.0,46474026.53,2.86
07/14/2026,ARKG,75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,13522574.0,44624494.2,2.75
07/14/2026,ARKG,124155102,BFLY,BUTTERFLY NETWORK INC,equity,4735343.0,38356278.3,2.36
07/14/2026,ARKG,67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1669550.0,37915480.5,2.34
07/14/2026,ARKG,45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,2899997.0,37757960.94,2.33
07/14/2026,ARKG,00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1761562.0,37028033.24,2.28
07/14/2026,ARKG,80810D103,SDGR,SCHRODINGER INC,equity,2027393.0,33269519.13,2.05
07/14/2026,ARKG,81663L200,WGS,GENEDX HOLDINGS CORP,equity,443647.0,28326860.95,1.74
07/14/2026,ARKG,462222100,IONS,IONIS PHARMACEUTICALS INC,equity,478560.0,27158280.0,1.67
07/14/2026,ARKG,010911105,ALMR,ALAMAR BIOSCIENCES INC,equity,873131.0,23923789.4,1.47
07/14/2026,ARKG,157085101,CERS,CERUS CORP,equity,7169426.0,22153526.34,1.36
07/14/2026,ARKG,74168J101,PRME,PRIME MEDICINE INC,equity,6057160.0,21290917.4,1.31
07/14/2026,ARKG,04650F101,ATAI UQ,ATAIBECKLEY INC,equity,4244830.0,21096805.1,1.3
07/14/2026,ARKG,03969T109,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,equity,2720747.0,18256212.37,1.12
07/14/2026,ARKG,370920100,GENB,GENERATE BIOMEDICINES INC,equity,1228693.0,17545736.04,1.08
07/14/2026,ARKG,69404D108,PACB,PACIFIC BIOSCIENCES OF CALIF,equity,10551231.0,15721334.19,0.97
07/14/2026,ARKG,65443P102,MASS,908 DEVICES INC,equity,1891166.0,15034769.7,0.93
07/14/2026,ARKG,74765K105,QSI,QUANTUM-SI INC,equity,6710541.0,5833473.29,0.36
07/14/2026,ARKG,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,4413199.0,4413198.91,0.27
07/14/2026,ARKK,88160R101,TSLA,TESLA INC,equity,1721380.0,679531968.8,10.06
07/14/2026,ARKK,88023B103,TEM,TEMPUS AI INC-CL A,equity,6557114.0,366739386.02,5.43
07/14/2026,ARKK,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,2870733.0,315378727.38,4.67
07/14/2026,ARKK,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2493852.0,311083098.48,4.6
07/14/2026,ARKK,H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,6078287.0,307743670.81,4.56
07/14/2026,ARKK,84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,2091225.0,290973046.5,4.31
07/14/2026,ARKK,007903107,AMD,ADVANCED MICRO DEVICES,equity,531426.0,283988740.14,4.2
07/14/2026,ARKK,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,1710497.0,269180912.89,3.98
07/14/2026,ARKK,771049103,RBLX,ROBLOX CORP -CLASS A,equity,4133319.0,227456544.57,3.37
07/14/2026,ARKK,90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2377434.0,214801161.9,3.18
07/14/2026,ARKK,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,3395052.0,213888276.0,3.17
07/14/2026,ARKK,88025U109,TXG,10X GENOMICS INC-CLASS A,equity,4982934.0,208137153.18,3.08
07/14/2026,ARKK,07373V105,BEAM,BEAM THERAPEUTICS INC,equity,6561306.0,203400486.0,3.01
07/14/2026,ARKK,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,1519417.0,197584986.68,2.92
07/14/2026,ARKK,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,254476.0,174999811.56,2.59
07/14/2026,ARKK,023135106,AMZN,AMAZON.COM INC,equity,667944.0,165189230.64,2.45
07/14/2026,ARKK,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,164124540.0,164124539.95,2.43
07/14/2026,ARKK,45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,11593770.0,150950885.4,2.23
07/14/2026,ARKK,21873S108,CRWV,COREWEAVE INC-CL A,equity,1677180.0,139725865.8,2.07
07/14/2026,ARKK,852234103,XYZ,BLOCK INC,equity,1620930.0,127599609.6,1.89
07/14/2026,ARKK,02079K107,GOOG,ALPHABET INC-CL C,equity,358626.0,125759379.42,1.86
07/14/2026,ARKK,15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,540399.0,110576443.38,1.64
07/14/2026,ARKK,67066G104,NVDA,NVIDIA CORP,equity,534814.0,108850693.42,1.61
07/14/2026,ARKK,G16910120,BLSH,BULLISH,equity,4612601.0,105490184.87,1.56
07/14/2026,ARKK,452327109,ILMN,ILLUMINA INC,equity,475871.0,90439283.55,1.34
07/14/2026,ARKK,632307104,NTRA,NATERA INC,equity,322383.0,87975096.87,1.3
07/14/2026,ARKK,09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,5938405.0,86760097.05,1.28
07/14/2026,ARKK,30303M102,META,META PLATFORMS INC-CLASS A,equity,130934.0,85988285.82,1.27
07/14/2026,ARKK,11135F101,AVGO,BROADCOM INC,equity,191676.0,73613167.8,1.09
07/14/2026,ARKK,75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,21862482.0,72146190.6,1.07
07/14/2026,ARKK,244199105,DE,DEERE & CO,equity,114854.0,67263096.56,1.0
07/14/2026,ARKK,03945R102,ACHR,ARCHER AVIATION INC-A,equity,14600211.0,66430960.05,0.98
07/14/2026,ARKK,92337F107,VCYT,VERACYTE INC,equity,1129640.0,64931707.2,0.96
07/14/2026,ARKK,50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,1363589.0,64034139.44,0.95
07/14/2026,ARKK,98386P102,XE,X-ENERGY INC,equity,3978510.0,61388409.3,0.91
07/14/2026,ARKK,874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,144279.0,60825140.82,0.9
07/14/2026,ARKK,81663L200,WGS,GENEDX HOLDINGS CORP,equity,946047.0,60405100.95,0.89
07/14/2026,ARKK,880770102,TER,TERADYNE INC,equity,157488.0,53720731.68,0.8
07/14/2026,ARKK,05605H100,BWXT,BWX TECHNOLOGIES INC,equity,276200.0,48926068.0,0.72
07/14/2026,ARKK,833445109,SNOW,SNOWFLAKE INC,equity,163794.0,44003258.1,0.65
07/14/2026,ARKK,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,2407930.0,43655770.9,0.65
07/14/2026,ARKK,316841105,FIG,FIGMA INC-CL A,equity,1636568.0,38704833.2,0.57
07/14/2026,ARKK,532457108,LLY,ELI LILLY & CO,equity,30648.0,36221951.76,0.54
