date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
09/04/2026,ARKF,852234103,XYZ,BLOCK INC,equity,790528.0,65906319.36,7.83
09/04/2026,ARKF,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,422127.0,61579886.76,7.32
09/04/2026,ARKF,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,593572.0,61274437.56,7.28
09/04/2026,ARKF,MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992.0,56870213.34,6.76
09/04/2026,ARKF,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,433692.0,54090066.24,6.43
09/04/2026,ARKF,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,256234.0,49376291.8,5.87
09/04/2026,ARKF,888787108,TOST,TOAST INC-CLASS A,equity,1113239.0,37772199.27,4.49
09/04/2026,ARKF,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,192421.0,35122605.13,4.17
09/04/2026,ARKF,023135106,AMZN,AMAZON.COM INC,equity,117160.0,30332724.0,3.6
09/04/2026,ARKF,G16910120,BLSH,BULLISH,equity,745851.0,27014723.22,3.21
09/04/2026,ARKF,30303M102,META,META PLATFORMS INC-CLASS A,equity,44083.0,26920606.44,3.2
09/04/2026,ARKF,58733R102,MELI,MERCADOLIBRE INC,equity,12996.0,25875750.78,3.07
09/04/2026,ARKF,67066G104,NVDA,NVIDIA CORP,equity,111999.0,25586171.55,3.04
09/04/2026,ARKF,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,31991.0,21693474.59,2.58
09/04/2026,ARKF,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,1137249.0,21050478.99,2.5
09/04/2026,ARKF,09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,734466.0,19426625.7,2.31
09/04/2026,ARKF,BZ1HM42,ADYEN,ADYEN NV,equity,14294.0,17339461.04,2.06
09/04/2026,ARKF,81141R100,SE,SEA LTD-ADR,equity,152376.0,17233725.6,2.05
09/04/2026,ARKF,22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,79132.0,17011006.04,2.02
09/04/2026,ARKF,G6683N103,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,equity,1082126.0,16967735.68,2.02
09/04/2026,ARKF,009066101,ABNB,AIRBNB INC-CLASS A,equity,82300.0,15246075.0,1.81
09/04/2026,ARKF,L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,26476.0,14829472.36,1.76
09/04/2026,ARKF,771049103,RBLX,ROBLOX CORP -CLASS A,equity,320209.0,13291875.59,1.58
09/04/2026,ARKF,36118L106,FUTU,FUTU HOLDINGS LTD-ADR,equity,107399.0,13103751.99,1.56
09/04/2026,ARKF,25809K105,DASH,DOORDASH INC - A,equity,56481.0,12538782.0,1.49
09/04/2026,ARKF,26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,509034.0,12313532.46,1.46
09/04/2026,ARKF,007903107,AMD,ADVANCED MICRO DEVICES,equity,26224.0,11962339.84,1.42
09/04/2026,ARKF,G5279N105,KLAR,KLARNA GROUP PLC,equity,685041.0,9864590.4,1.17
09/04/2026,ARKF,18915M107,NET,CLOUDFLARE INC - CLASS A,equity,30470.0,8669019.7,1.03
09/04/2026,ARKF,81517B101,SECZ,SECURITIZE CORP,equity,1179868.0,8377062.8,1.0
09/04/2026,ARKF,G32089107,ETOR,ETORO GROUP LTD-A,equity,247851.0,8117120.25,0.96
09/04/2026,ARKF,98954M200,Z,ZILLOW GROUP INC - C,equity,146765.0,5186675.1,0.62
09/04/2026,ARKF,BQ84B35,ETHQ/U,3IQ ETHER STAKING ETF,equity,497416.0,4874676.8,0.58
09/04/2026,ARKF,BJY21K1,KSPI,JSC KASPI.KZ ADR,equity,39943.0,4306254.83,0.51
09/04/2026,ARKF,70450C101,PAYP,PAYPAY CORP,equity,235647.0,3989503.71,0.47
09/04/2026,ARKF,BTRDQ40,SOLQ/U,3IQ SOLANA STAKING ETF,equity,399357.0,3386547.36,0.4
09/04/2026,ARKF,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,1390273.0,1390273.46,0.17
09/04/2026,ARKF,432705309,CNTN,CANTON STRATEGIC HOLDINGS IN,equity,390059.0,877632.75,0.1
09/04/2026,ARKF,01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,equity,4307.0,481565.67,0.06
09/04/2026,ARKF,G13311132,,BRERA HOLDINGS PLC-CL B,equity,51716.0,204795.36,0.02
09/04/2026,ARKF,BREADUMMY,,BRERA HOLDINGS PLC WTS,equity,78805.0,135545.12,0.02
09/04/2026,ARKG,88025U109,TXG,10X GENOMICS INC-CLASS A,equity,3026143.0,191312760.46,9.52
09/04/2026,ARKG,90184D100,TWST,TWIST BIOSCIENCE CORP,equity,1290694.0,166125224.74,8.27
09/04/2026,ARKG,88023B103,TEM,TEMPUS AI INC-CL A,equity,2516023.0,162686047.18,8.1
09/04/2026,ARKG,H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,2148201.0,121351874.49,6.04
09/04/2026,ARKG,71535D106,PSNL,PERSONALIS INC,equity,6917381.0,116419522.23,5.79
09/04/2026,ARKG,00091E109,ABSI,ABSCI CORP,equity,10836057.0,95357301.6,4.75
09/04/2026,ARKG,40131M109,GH,GUARDANT HEALTH INC,equity,536923.0,86466079.92,4.3
09/04/2026,ARKG,452327109,ILMN,ILLUMINA INC,equity,378936.0,83994953.76,4.18
09/04/2026,ARKG,632307104,NTRA,NATERA INC,equity,252916.0,82872985.72,4.12
09/04/2026,ARKG,532457108,LLY,ELI LILLY & CO,equity,66856.0,77526217.6,3.86
09/04/2026,ARKG,14167L103,CDNA,CAREDX INC,equity,1541105.0,76839495.3,3.82
09/04/2026,ARKG,07373V105,BEAM,BEAM THERAPEUTICS INC,equity,2427608.0,71517331.68,3.56
09/04/2026,ARKG,20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4701708.0,62485699.32,3.11
09/04/2026,ARKG,75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,14365607.0,49417688.08,2.46
09/04/2026,ARKG,80810D103,SDGR,SCHRODINGER INC,equity,2299594.0,47624591.74,2.37
09/04/2026,ARKG,81663L200,WGS,GENEDX HOLDINGS CORP,equity,527773.0,46122082.47,2.3
09/04/2026,ARKG,00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1869313.0,45929020.41,2.29
09/04/2026,ARKG,03969T109,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,equity,2887151.0,44924069.56,2.24
09/04/2026,ARKG,67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1771666.0,44858583.12,2.23
09/04/2026,ARKG,92337F107,VCYT,VERACYTE INC,equity,971816.0,43411020.72,2.16
09/04/2026,ARKG,45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,2898667.0,36755097.56,1.83
09/04/2026,ARKG,124155102,BFLY,BUTTERFLY NETWORK INC,equity,5024982.0,36632118.78,1.82
09/04/2026,ARKG,462222100,IONS,IONIS PHARMACEUTICALS INC,equity,615137.0,35757913.81,1.78
09/04/2026,ARKG,010911105,ALMR,ALAMAR BIOSCIENCES INC,equity,1008176.0,30819940.32,1.53
09/04/2026,ARKG,74168J101,PRME,PRIME MEDICINE INC,equity,7913815.0,29360253.65,1.46
09/04/2026,ARKG,370920100,GENB,GENERATE BIOMEDICINES INC,equity,1609741.0,26303167.94,1.31
