date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
08/21/2026,ARKF,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,477971.0,70347771.78,9.01
08/21/2026,ARKF,MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992.0,50537297.5,6.47
08/21/2026,ARKF,852234103,XYZ,BLOCK INC,equity,614266.0,49190421.28,6.3
08/21/2026,ARKF,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,558380.0,46714070.8,5.98
08/21/2026,ARKF,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,256234.0,44161929.9,5.65
08/21/2026,ARKF,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,433692.0,41244109.2,5.28
08/21/2026,ARKF,888787108,TOST,TOAST INC-CLASS A,equity,1113239.0,39319601.48,5.03
08/21/2026,ARKF,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,209815.0,36499417.4,4.67
08/21/2026,ARKF,023135106,AMZN,AMAZON.COM INC,equity,117160.0,30474487.6,3.9
08/21/2026,ARKF,58733R102,MELI,MERCADOLIBRE INC,equity,12996.0,24977792.16,3.2
08/21/2026,ARKF,30303M102,META,META PLATFORMS INC-CLASS A,equity,44083.0,24061823.89,3.08
08/21/2026,ARKF,67066G104,NVDA,NVIDIA CORP,equity,104539.0,22669282.15,2.9
08/21/2026,ARKF,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,31991.0,21693474.59,2.78
08/21/2026,ARKF,G16910120,BLSH,BULLISH,equity,745851.0,21212002.44,2.72
08/21/2026,ARKF,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,1137249.0,20379502.08,2.61
08/21/2026,ARKF,007903107,AMD,ADVANCED MICRO DEVICES,equity,40859.0,19181461.85,2.46
08/21/2026,ARKF,81141R100,SE,SEA LTD-ADR,equity,152376.0,17864562.24,2.29
08/21/2026,ARKF,BZ1HM42,ADYEN,ADYEN NV,equity,14294.0,17741674.0,2.27
08/21/2026,ARKF,09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,734466.0,15842431.62,2.03
08/21/2026,ARKF,G6683N103,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,equity,1082126.0,15377010.46,1.97
08/21/2026,ARKF,009066101,ABNB,AIRBNB INC-CLASS A,equity,82300.0,15225500.0,1.95
08/21/2026,ARKF,22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,79132.0,15061984.88,1.93
08/21/2026,ARKF,771049103,RBLX,ROBLOX CORP -CLASS A,equity,379082.0,14643937.66,1.88
08/21/2026,ARKF,L8681T102,SPOT,SPOTIFY TECHNOLOGY SA,equity,26476.0,14115149.88,1.81
08/21/2026,ARKF,26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,509034.0,12741121.02,1.63
08/21/2026,ARKF,25809K105,DASH,DOORDASH INC - A,equity,56481.0,12559115.16,1.61
08/21/2026,ARKF,36118L106,FUTU,FUTU HOLDINGS LTD-ADR,equity,107399.0,12107089.27,1.55
08/21/2026,ARKF,G5279N105,KLAR,KLARNA GROUP PLC,equity,685041.0,9590574.0,1.23
08/21/2026,ARKF,G32089107,ETOR,ETORO GROUP LTD-A,equity,247851.0,7353739.17,0.94
08/21/2026,ARKF,18915M107,NET,CLOUDFLARE INC - CLASS A,equity,26144.0,7291823.04,0.93
08/21/2026,ARKF,81517B101,SECZ,SECURITIZE CORP,equity,1094475.0,7004640.0,0.9
08/21/2026,ARKF,98954M200,Z,ZILLOW GROUP INC - C,equity,146765.0,5242445.8,0.67
08/21/2026,ARKF,BQ84B35,ETHQ/U,3IQ ETHER STAKING ETF,equity,497416.0,4436950.72,0.57
08/21/2026,ARKF,BJY21K1,KSPI,JSC KASPI.KZ ADR,equity,39943.0,4142089.1,0.53
08/21/2026,ARKF,70450C101,PAYP,PAYPAY CORP,equity,235647.0,3367395.63,0.43
08/21/2026,ARKF,BTRDQ40,SOLQ/U,3IQ SOLANA STAKING ETF,equity,385172.0,2711610.88,0.35
08/21/2026,ARKF,X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,2031384.0,2031384.24,0.26
08/21/2026,ARKF,432705309,CNTN,CANTON STRATEGIC HOLDINGS IN,equity,390059.0,862030.39,0.11
08/21/2026,ARKF,01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,equity,4307.0,562192.71,0.07
08/21/2026,ARKF,G13311132,,BRERA HOLDINGS PLC-CL B,equity,65848.0,277220.08,0.04
08/21/2026,ARKF,BREADUMMY,,BRERA HOLDINGS PLC WTS,equity,78805.0,148942.02,0.02
