symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5272116000000.0,27.333,0.244,17.57,218.776
AAPL,4901090498500.0,38.015,0.321,23.86,335.825
GOOGL,4224731200000.0,17.294,0.249,10.58,345.44
GOOG,4180214000000.0,17.118,0.252,9.14,341.8
MSFT,3682068114895.0,27.516,0.743,3.18,495.84
AMZN,2713782563147.0,20.061,,9.0,251.5199
TSM,2215220842510.0,31.881,0.719,41.42,427.115
SPCX,2037112272700.0,-247.844,,14.47,154.53
META,1725884517313.0,25.336,0.309,2.82,677.48
AVGO,1662368864188.0,43.438,0.743,0.99,348.25
TSLA,1453118662065.0,382.096,,-18.19,367.9159
SKHY,1331199949200.0,11.379,,8.71,182.64
SKHYV,1224566926550.0,24.506,,,168.01
MU,1102852411952.0,21.852,0.057,242.34,976.6
BRK.A,1093070873008.0,12.745,,1.47,765917.06
BRK.B,1092671983928.0,12.743,,1.55,510.46
LLY,1077750290148.0,40.358,0.589,7.05,1144.9621
JPM,930139222423.0,14.295,1.74,10.14,349.8286
AMD,897240932584.0,139.438,,156.64,549.5001
WMT,844461602895.0,38.237,0.913,-3.85,106.4392
XOM,666294213998.0,20.347,2.552,37.35,161.9388
V,662076518970.0,29.307,0.73,6.43,371.03
JNJ,647600000479.0,30.784,1.974,31.94,268.7304
ASML,622641464000.0,51.032,0.483,52.14,1621.088546
INTC,587021989345.0,-51.971,,200.95,111.055
MA,496369132253.0,30.532,0.603,-0.26,566.6349
ABBV,464893215338.0,73.687,2.602,17.86,263.02
ORCL,456795797520.0,24.168,1.326,-21.74,151.06
CSCO,436878051397.0,32.93,1.544,45.95,110.8219
PLTR,424932831018.0,140.829,,-0.52,176.83
CVX,415741791475.0,20.19,3.363,41.92,210.415
BAC,407921975872.0,12.127,2.045,7.76,58.335
COST,394957788054.0,44.693,0.62,3.73,890.68
KO,378817948100.0,26.461,2.39,28.39,88.05
DELL,372200333161.0,32.638,0.424,369.29,585.838
CAT,367781235973.0,33.901,0.793,40.52,799.73
MRK,362476857055.0,114.215,2.351,42.46,146.92
HSBC,353400842611.0,13.866,3.724,36.03,103.0137
PG,340945068678.0,21.244,2.925,4.71,146.815
