date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
07/20/2026,ARKF,82509L107,SHOP,SHOPIFY INC - CLASS A,equity,601290.0,74295392.4,10.06
07/20/2026,ARKF,852234103,XYZ,BLOCK INC,equity,588583.0,47051325.02,6.37
07/20/2026,ARKF,MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992.0,44615601.79,6.04
07/20/2026,ARKF,770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,445972.0,44579361.12,6.03
07/20/2026,ARKF,19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,258472.0,40611120.64,5.5
07/20/2026,ARKF,888787108,TOST,TOAST INC-CLASS A,equity,1144769.0,34434651.52,4.66
07/20/2026,ARKF,69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,247660.0,32785230.8,4.44
07/20/2026,ARKF,172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,528065.0,31926809.9,4.32
07/20/2026,ARKF,023135106,AMZN,AMAZON.COM INC,equity,115379.0,28525150.17,3.86
07/20/2026,ARKF,007903107,AMD,ADVANCED MICRO DEVICES,equity,53137.0,26343199.12,3.57
07/20/2026,ARKF,30303M102,META,META PLATFORMS INC-CLASS A,equity,39674.0,25629800.74,3.47
07/20/2026,ARKF,58733R102,MELI,MERCADOLIBRE INC,equity,13356.0,24226581.96,3.28
07/20/2026,ARKF,771049103,RBLX,ROBLOX CORP -CLASS A,equity,432112.0,22331548.16,3.02
07/20/2026,ARKF,PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,31991.0,21999791.62,2.98
07/20/2026,ARKF,83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,1169459.0,20208251.52,2.74
07/20/2026,ARKF,22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,87696.0,17809303.68,2.41
07/20/2026,ARKF,67066G104,NVDA,NVIDIA CORP,equity,85949.0,17431316.69,2.36
07/20/2026,ARKF,G16910120,BLSH,BULLISH,equity,766971.0,17187820.11,2.33
07/20/2026,ARKF,81141R100,SE,SEA LTD-ADR,equity,156686.0,16303178.3,2.21
