symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5448872000000.0,34.138,0.124,20.88,225.16
AAPL,4464797487400.0,34.63,0.35,12.84,305.93
GOOGL,4230357000000.0,17.323,0.243,10.66,345.9
GOOG,4201494200000.0,17.205,0.245,9.62,343.54
MSFT,3678615236241.0,27.504,0.717,2.89,495.4
AMZN,2833025259686.0,20.942,,13.79,262.65
TSM,2211253189900.0,31.909,0.644,40.87,426.35
AVGO,1869681442012.0,63.775,0.606,13.97,392.99
SPCX,1845449192300.0,,,3.7,140.0
META,1502646546816.0,22.066,0.35,-10.48,589.85
TSLA,1351811586544.0,355.366,,-23.89,342.27
SKHYV,1224566926550.0,24.506,,12.76,168.01
SKHY,1212321986150.0,22.788,,-1.0,166.33
LLY,1110951953830.0,41.592,0.679,10.35,1180.16
MU,1097386149101.0,21.744,0.056,240.64,971.66
BRK.B,1078982142449.0,12.58,,0.27,504.03
BRK.A,1078304184071.0,12.572,,0.1,755570.01
JPM,964496278994.0,14.823,1.672,14.21,362.84
WMT,917327784197.0,40.347,0.632,3.87,115.27
AMD,839728836854.0,130.514,,140.19,514.39
ASML,708311128000.0,57.626,0.419,73.07,1844.08
XOM,658317104796.0,20.097,2.626,34.84,160.1
V,649799650656.0,28.762,0.741,4.46,364.15
JNJ,627417099729.0,29.824,1.998,27.2,260.35
INTC,541825789355.0,,,177.78,102.5
MA,498703698743.0,30.676,0.603,0.21,569.29
BAC,450962342059.0,13.407,1.812,18.53,64.49
ABBV,440825077916.0,69.861,2.723,11.76,249.46
CSCO,440179423387.0,33.179,1.466,47.1,111.68
ORCL,433568494920.0,25.374,1.276,-22.03,150.52
COST,426227478524.0,48.227,0.576,11.94,961.1
PLTR,418228297859.0,138.638,,-2.09,174.04
LRCX,415889047560.0,57.242,0.309,94.53,332.36
AMAT,402680343707.0,43.453,0.358,97.85,507.18
CVX,395154254800.0,19.191,3.455,33.72,200.0
CAT,393743719671.0,36.31,0.727,50.44,856.57
GE,382217278539.0,42.606,0.465,19.92,368.38
KO,377376594104.0,26.36,2.379,27.14,87.71
UNH,360590777885.0,25.534,2.266,23.34,401.73
HSBC,356605913311.0,13.992,4.089,37.06,103.79
MS,341378289229.0,16.938,1.911,24.45,217.36
HD,337882958863.0,24.114,2.707,-0.12,338.86
PG,335996798823.0,20.94,2.979,3.11,144.55
MRK,335140595306.0,105.623,2.491,30.94,135.84
NFLX,325453525076.0,23.843,0.0,-16.64,78.16
DELL,317133165087.0,37.714,0.474,293.47,490.81
PANW,313180050000.0,371.551,,108.62,384.27
GS,302649384903.0,14.43,1.669,19.4,1039.42
RY,300961849687.0,18.88,2.228,29.57,216.56
RTX,300509633368.0,38.836,1.582,22.89,222.97
ARM,298441920000.0,285.864,,155.64,279.44
BABA,296756922149.0,19.311,0.844,-14.77,123.81
PM,296744412651.0,27.289,3.11,20.75,190.39
NVS,286779855059.0,22.48,2.053,11.58,150.88
GEV,283179179998.0,29.718,0.169,62.98,1063.25
WFC,268591621024.0,11.879,2.137,-3.13,88.82
KLAC,266169710633.0,55.099,0.384,68.09,203.72
MUFG,259557935319.0,20.734,1.879,47.4,23.06
TXN,255325788052.0,42.189,2.07,63.86,279.58
SHEL,252000933780.0,9.703,4.273,26.5,90.47
ANET,250756684515.0,61.998,,51.74,198.82
SNDK,244525390000.0,21.388,,591.34,1641.11
AZN,242659173709.0,23.23,2.054,73.11,156.45
SAP,240038974000.0,26.652,1.028,-13.31,207.97
C,233717266975.0,13.101,1.835,21.21,139.33
AXP,231280111606.0,20.206,1.041,-6.67,342.48
TM,226316938943.0,8.035,3.387,-9.47,191.11
AMGN,224475814796.0,25.675,2.338,28.7,415.21
LIN,222533563887.0,30.72,1.309,13.96,482.74
CRWD,220911350796.0,,0.0,85.13,216.95
IBM,220760930265.0,20.584,2.832,-19.28,234.32
STX,220624839602.0,69.292,0.308,254.35,973.44
BHP,220247303033.0,21.502,3.015,46.55,86.78
TMO,217518630881.0,31.221,0.306,1.73,588.29
SAN,216814355850.0,11.554,1.38,26.95,14.76
APH,206043865499.0,40.06,0.549,24.09,167.11
TD,205449062360.0,19.137,2.587,35.09,124.36
NVO,202974917440.0,11.276,3.223,-7.46,45.89
VZ,201423501793.0,12.455,5.846,25.01,48.48
SHOP,198554891432.0,102.985,,-4.13,154.32
TTE,196462585044.0,11.014,4.299,38.28,88.33
TMUS,195880563250.0,18.549,2.216,-9.14,182.61
MRVL,194437661234.0,76.953,0.107,161.64,222.02
MCD,193065838903.0,21.972,2.715,-9.62,272.83
ABT,192505222336.0,35.485,2.237,-9.56,111.25
PEP,192163082451.0,18.387,4.095,0.02,140.79
SCHW,192111904468.0,19.029,1.129,12.29,111.09
ADI,189666822506.0,57.242,1.101,44.42,389.39
DIS,184496495479.0,21.453,1.466,-5.36,106.85
BA,183105022533.0,75.197,,6.7,231.67
KOF,183091733232.0,129.997,3.455,17.22,108.94
BLK,181774695366.0,27.642,1.854,10.89,1173.73
NEE,179790461834.0,19.334,2.755,8.89,86.19
WDC,175374268253.0,18.609,0.102,195.57,508.8
ETN,175366484000.0,45.8,0.957,42.94,451.51
UNP,174468092253.0,23.802,1.851,28.28,293.68
QCOM,174118281763.0,18.803,2.214,-2.09,165.79
GILD,171560195246.0,,2.333,14.11,138.36
T,170555878829.0,7.911,4.614,3.8,24.89
WELL,169749850860.0,109.468,1.278,28.26,235.52
TJX,168036593281.0,29.022,1.457,-0.06,152.11
SMFG,166685561871.0,20.222,2.19,38.32,26.32
DE,164351401211.0,34.362,1.06,31.5,608.85
UBS,164201231451.0,17.248,2.075,18.83,53.63
CRM,160695990000.0,20.029,0.913,-25.56,196.21
BBVA,160180569437.0,12.473,3.113,26.22,28.7
BKNG,159337748830.0,22.103,0.798,-0.53,212.06
IBKR,157206385214.0,139.615,0.357,43.45,92.06
BUD,157192893795.0,16.854,1.244,25.87,79.73
SCCO,155874287872.0,27.528,2.51,34.72,184.61
UBER,155132441190.0,16.195,,-7.05,75.95
PFE,152694255449.0,35.24,6.41,13.14,26.79
COP,152305565588.0,16.409,2.714,37.5,126.78
GLW,142981849063.0,75.254,0.704,90.22,165.99
DHR,142319526632.0,35.544,0.709,-11.19,202.45
SONY,142188944704.0,,0.589,-4.85,24.29
RDS.A,142170085775.52,42.202,,,51.04
LMT,140477715536.0,22.344,2.289,27.34,608.68
COF,139469642616.0,13.258,1.375,-5.43,227.34
ISRG,139371718771.0,44.403,,-30.34,394.51
UL,133762184789.0,12.485,4.509,-2.62,62.09
PLD,133708197953.0,31.773,2.891,12.17,141.03
PH,133128313826.0,36.494,0.7,20.62,1055.85
CB,132576263547.0,11.853,1.161,10.77,343.64
MFG,132262739374.0,16.313,1.611,50.07,10.87
BMY,130386476492.0,14.047,3.864,22.33,63.83
BMO,130144411976.0,18.574,2.65,46.59,185.81
SYK,130111812934.0,34.892,1.019,-2.97,339.21
NOW,128198888000.0,76.766,0.0,-19.05,124.0
VRTX,128187862313.0,29.099,,11.56,505.75
CVS,124264761052.0,25.412,2.787,25.29,97.16
NEM,124082801833.0,14.433,0.92,18.45,117.76
SPGI,123462240000.0,25.079,0.931,-14.88,418.8
BTI,123424159093.0,14.167,5.503,3.63,57.06
SBUX,122766600000.0,61.916,2.843,30.21,107.69
LOW,122497667247.0,18.446,2.222,-8.0,218.47
PGR,121855522992.0,10.419,6.708,-2.02,209.6
PDD,120689786013.0,8.506,,-25.22,84.79
RIO,120082830845.0,9.923,6.241,25.6,95.68
HDB,119914339275.0,16.235,1.528,-35.08,23.37
ACN,118129067094.0,15.165,3.513,-32.32,176.89
FTNT,117401521617.0,55.36,,101.5,160.01
MDT,116829724491.0,24.334,3.152,-3.35,91.27
HWM,115325388563.0,61.638,0.177,41.26,289.18
SNOW,114003672000.0,,,49.95,328.92
VRT,113124924754.0,65.315,0.078,81.45,293.84
CM,112954257469.0,15.978,2.498,38.65,123.74
NET,112442852403.0,,,60.17,315.78
BNS,111595817525.0,16.232,3.558,28.17,91.54
BP,111316403904.0,20.269,5.856,26.99,42.53
ENB,111191793263.0,25.204,6.715,10.7,50.91
BNY,110759016140.0,17.584,1.386,42.36,163.24
ABNB,110212492629.0,40.956,,35.62,184.06
MO,109702175938.0,13.759,6.535,17.59,65.7
DHR.WD,108776501000.0,44.2807,,,150.55
EQIX,108746065141.0,70.937,1.827,45.35,1102.1
ADP,108436836692.0,24.569,2.438,7.8,272.96
BX,108037472658.0,30.701,3.478,-3.69,143.93
GD,107081126637.0,23.865,1.571,19.11,395.78
SO,106753683245.0,22.918,3.105,8.15,92.8
IBN,106671666113.0,5.834,0.719,0.51,29.74
SNY,106160818921.0,23.214,4.614,-5.69,43.72
TT,105655129595.0,35.827,0.839,23.96,480.2
APP,105562311440.0,23.937,,-53.19,315.44
SPOT,105427692008.0,27.328,,-11.69,512.82
ADBE,104947950000.0,14.518,,-24.56,264.02
PWR,103102492052.0,77.703,0.064,62.58,685.78
PNC,102516554109.0,13.44,2.761,26.01,256.97
KKR,102339434870.0,32.468,0.657,-10.06,114.01
ING,102091290000.0,11.637,3.694,33.1,35.7
USB,101927725597.0,12.479,3.187,24.93,65.42
MCK,101317025447.0,22.064,0.4,6.14,869.0
GSK,100164382451.0,15.363,4.404,3.6,49.52
BN,100120329558.0,74.94,0.581,-4.13,43.85
CEG,100091834568.0,28.887,0.558,-19.8,282.5
MPC,99810737265.0,11.668,1.163,120.48,355.42
CNQ,98890155000.0,11.684,3.737,44.59,47.97
VLO,98376175600.0,13.641,1.423,112.99,341.67
EQNR,97470838361.0,10.761,4.748,77.89,40.77
CME,97014485157.0,22.63,4.209,1.69,269.8
DUK,96620695757.0,18.414,4.286,8.49,123.92
FCX,95480805104.0,32.421,0.898,31.85,66.49
BCS,95019716556.0,8.958,2.154,13.06,28.14
INTU,94550799420.0,20.626,1.356,-47.33,345.66
AEM,94416792541.0,16.074,0.933,10.45,186.46
MMM,94196699465.0,31.43,1.692,15.19,182.65
BK,94143749812.0,15.793,1.563,,137.16
DASH,94033822831.0,111.812,,-4.18,217.02
MELI,93514307033.0,50.196,,-8.42,1844.58
PSX,93215276187.0,13.142,2.14,83.85,233.61
JCI,93066119451.0,26.003,1.085,29.05,153.64
MAR,93020550255.0,35.957,0.796,15.43,356.72
CSX,92920141837.0,28.83,1.081,39.25,50.16
CMCSA,92903305481.0,8.296,5.107,-3.01,26.18
WMB,91982193894.0,29.932,2.804,26.93,75.2
DDOG,91729305631.0,516.54,,87.85,255.46
MNST,91722803590.0,43.11,0.0,22.13,46.82
EMR,91016226000.0,35.319,1.683,24.33,163.17
LYG,90272421552.0,12.824,3.468,21.58,6.21
WM,89756044567.0,31.46,1.59,3.05,224.55
MRSH,89629820356.0,22.52,1.981,4.44,187.82
MMC,89506499084.0,21.688,1.883,,182.7
CDNS,89453154260.0,64.915,,3.92,324.82
UPS,88906675319.0,19.454,6.2,8.62,104.5
ASX,88383214015.0,47.011,0.782,147.42,39.54
HCA,87613827020.0,12.809,0.763,-13.02,404.68
SHW,87174452024.0,32.429,0.898,11.36,359.1
CMI,86902084064.0,32.008,1.27,24.47,631.26
ICE,86864568974.0,21.512,1.306,-3.8,154.73
ELV,86817114173.0,17.493,1.782,15.37,400.32
BAM,86746736188.0,29.326,3.403,5.83,54.31
HOOD,85916302008.0,41.465,,-15.51,95.56
MCO,83985850001.0,30.049,1.038,-4.43,484.96
NOC,83230465043.0,18.512,1.64,3.53,585.87
CVNA,83184056374.0,53.051,0.0,-10.44,75.59
APO,83124855061.0,44.333,1.424,-1.95,140.76
ITW,82822688000.0,25.931,2.237,19.54,290.81
REGN,82722273758.0,19.11,0.462,4.38,803.48
CP,82193907444.0,29.519,0.755,27.54,93.5
LITE,82056004000.0,,,151.27,926.14
AMT,81813265228.0,24.056,4.016,1.97,175.58
RCL,81572885620.0,18.548,1.632,10.5,305.0
NGG,81484305777.0,18.59,3.946,7.54,81.05
MDLZ,81185955506.0,23.09,3.167,20.19,63.61
SNPS,80708535488.0,104.373,,-10.27,421.5
E,80554334081.0,13.197,3.118,48.02,55.28
NTES,80108104524.0,15.821,2.448,-7.64,125.12
CTAS,79841830811.0,39.922,1.158,6.9,199.52
SLB,79802381531.0,25.734,2.245,41.66,53.77
FDX,79172651613.0,17.86,1.646,44.99,334.64
ROST,78706844807.0,33.987,0.698,36.76,245.36
HPE,77743988718.0,49.964,0.933,146.71,58.71
ECL,77401530574.0,36.572,1.037,5.75,276.11
TRV,77247845148.0,9.304,1.292,28.68,370.36
MSI,77204507040.0,36.178,1.02,22.39,466.51
SU,76985021062.0,11.977,2.687,50.54,65.82
CNI,76624044000.0,22.253,2.089,29.84,126.84
GM,76136470213.0,39.064,0.802,7.19,86.77
NWG,76015729545.0,8.864,4.772,15.59,19.1
NBIS,75488756934.0,1780.395,,231.74,277.68
AON,75480593180.0,19.285,0.883,1.55,355.83
SPG,75330859802.0,16.304,3.817,21.31,219.58
BSX,75113566333.0,20.445,,-45.64,51.83
NSC,75111286015.0,28.494,1.598,17.3,334.41
EOG,74803105789.0,10.879,2.945,39.19,142.61
SE,74686362613.0,45.6,,-4.41,121.94
CI,74663791724.0,11.637,2.22,3.83,282.56
HON,74151284740.0,9.029,4.322,15.95,233.96
DLR,74062740626.0,92.692,2.302,31.12,200.15
MFC,73770225834.0,15.726,3.106,24.94,44.46
ORLY,73655880112.0,27.791,,-0.18,91.05
HLT,73643489201.0,46.492,0.192,14.02,327.21
NU,73571388277.0,20.396,,-9.02,15.23
CL,73300041627.0,35.967,2.271,18.48,91.95
KMI,73083644561.0,21.08,3.675,22.79,32.82
RACE,72921004650.0,38.575,1.036,13.55,414.85
DB,72454240000.0,9.361,3.129,3.7,38.56
URI,71817251083.0,27.224,0.694,43.43,1153.83
AMX,70467250000.0,13.384,2.537,14.81,23.45
WBD,70274585759.0,,,-2.88,27.99
TGT,70163442982.0,20.337,2.941,62.39,154.48
TDG,69477064273.0,32.634,7.362,-5.49,1256.9
MPWR,68898977430.0,85.915,0.519,55.23,1402.01
PCAR,68843272203.0,27.491,2.36,20.43,130.79
APD,68803148204.0,,2.356,27.57,308.97
B,68468791830.0,10.49,2.3,-3.27,41.6
AEP,68376307411.0,21.769,3.011,11.42,125.6
BE,67723617939.0,276.488,,164.63,229.94
PBR,66533548555.0,2.604,5.45,54.14,17.88
ALL,66099596710.0,4.968,1.645,26.89,261.41
RSG,65746988506.0,30.076,1.169,2.2,214.71
TER,65473942693.0,56.923,0.122,116.53,418.79
TFC,64868350583.0,11.108,4.014,11.24,53.1
CRH,64632390244.0,16.84,1.965,-21.28,97.15
IMO,64453237055.0,21.512,1.779,56.04,133.28
AJG,64385123000.0,41.062,1.067,-2.31,251.21
BKR,64345133282.0,20.783,1.445,43.88,64.82
TRP,64020000000.0,24.732,4.088,18.69,64.02
ECL.WD,63873098900.0,41.75047,,,225.5
COHR,63745159961.0,79.187,,76.53,325.83
TEL,62601445290.0,20.756,1.375,-4.3,216.23
FIX,62436851306.0,43.528,0.203,90.36,1774.06
GWW,62297589927.0,33.314,0.722,31.85,1322.64
MET,62060676691.0,17.115,2.427,26.33,97.66
NOK,61786499129.0,75.531,1.117,68.11,10.76
KEYS,61149780578.0,58.017,,76.1,357.82
NUE,61009138033.0,21.154,0.824,65.83,268.91
WPM,60952809305.0,29.722,0.546,14.55,134.21
AFL,60888143542.0,12.523,2.042,11.3,121.45
CIEN,60693646366.0,138.475,,83.34,428.77
D,60484999513.0,23.869,3.837,19.81,68.77
NKE,60422902173.0,19.441,3.944,-35.07,40.73
RELX,60254664029.0,19.697,2.723,-12.47,34.43
COR,59885380920.0,22.815,0.965,-6.53,313.82
OKE,59878814668.0,16.378,4.573,34.16,94.99
GRMN,59822856667.0,31.867,1.2,54.19,310.2
O,59365719390.0,46.834,5.063,14.71,62.74
NXPI,59185453280.0,19.894,1.749,9.06,234.71
TRGP,59137931282.0,26.08,1.688,51.69,275.79
DAL,58758617731.0,14.876,0.849,29.76,89.35
FAST,58545326174.0,43.3,1.87,29.23,51.02
AME,58413472359.0,37.058,0.509,24.48,254.79
OXY,58338836972.0,8.042,1.716,43.26,58.36
CRWV,58054742727.0,,,46.99,105.26
VALE,58006046896.0,27.504,6.812,7.03,13.63
F,57301749735.0,,4.32,13.32,14.37
PSA,57240196205.0,27.999,3.648,28.06,325.93
CVE,57190037450.0,11.926,1.958,85.47,31.01
FANG,56696530752.0,38.648,2.667,36.98,202.47
SRE,56503529071.0,24.771,3.009,-0.74,86.41
LNG,56102938679.0,19.233,0.851,40.74,271.64
ALAB,55794544297.0,151.003,,93.32,321.61
