symbol,market_capital,pe_ttm,dividend_yield,ytd_pct,price
NVDA,5292360000000.0,27.439,0.238,18.02,219.6232
AAPL,4886934143900.0,37.898,0.317,23.51,334.8687
GOOGL,4275669150000.0,17.506,0.246,11.91,349.6229
GOOG,4227788700000.0,17.304,0.248,10.38,345.665
MSFT,3666622980273.0,27.414,0.731,2.75,493.73
AMZN,2731310322702.0,20.195,,9.7,253.2
TSM,2235601610740.0,32.063,0.698,42.72,431.1769
SPCX,1990514680595.0,-242.206,,11.86,150.9966
META,1712573797287.0,25.138,0.305,2.02,672.255
AVGO,1699197418596.0,44.399,0.726,3.23,355.9488
TSLA,1432244119223.0,376.567,,-19.36,362.6773
SKHY,1340748087250.0,11.48,,9.49,183.9729
SKHYV,1224566926550.0,24.506,,,168.01
MU,1118505801024.0,22.158,0.054,247.19,990.36
BRK.A,1087752742548.0,12.674,,0.98,762190.6348
BRK.B,1087395133382.0,12.676,,1.06,508.0974
LLY,1077816185142.0,40.339,0.581,7.05,1145.29
JPM,921539990083.0,14.164,1.738,9.12,346.695
AMD,887511381334.0,137.905,,153.86,543.66
WMT,850537265766.0,38.54,0.919,-3.16,107.205
XOM,669912696523.0,20.448,2.553,38.1,162.9201
V,659328499028.0,29.174,0.732,5.99,369.3744
JNJ,647901237803.0,30.802,1.953,32.0,268.8973
ASML,635885232000.0,52.098,0.475,55.37,1655.8221
INTC,564952499876.0,-50.037,,189.63,106.875
MA,495672704350.0,30.494,0.605,-0.4,565.83
ABBV,466828208765.0,73.98,2.587,18.35,264.2
ORCL,440558335200.0,23.281,1.26,-24.53,145.7
CSCO,427455268771.0,32.219,1.509,42.8,108.42
PLTR,422205359644.0,139.902,,-1.16,175.705
CVX,416788950250.0,20.239,3.363,42.27,210.8984
BAC,404495529173.0,12.024,2.035,6.86,57.8477
COST,396904660004.0,44.919,0.62,4.24,894.98
KO,378043489236.0,26.407,2.385,28.12,87.8686
DELL,369842357996.0,32.498,0.406,366.32,581.66
CAT,368822445564.0,34.012,0.778,40.91,802.11
MRK,360638814185.0,113.659,2.315,41.74,146.219
LRCX,355850665980.0,48.981,0.387,66.45,284.5665
HSBC,347151237381.0,13.619,3.652,33.66,101.215
AMAT,346087844892.0,37.352,0.474,70.3,436.1
PG,339249517891.0,21.143,2.915,4.19,146.0743
UNH,335615201268.0,23.763,2.434,15.51,373.91
GE,323563869679.0,36.08,0.535,1.51,311.9137
MS,317415374029.0,15.745,2.051,15.72,202.1025
HD,299820697957.0,21.072,3.068,-10.77,300.515
NFLX,298387917182.0,21.856,0.0,-23.57,71.6686
PM,297087307608.0,27.306,3.085,20.89,190.51
PANW,294977344000.0,960.124,,95.77,360.34
ARM,284456460000.0,272.468,,143.66,266.23
BABA,281136458861.0,25.598,0.916,-22.14,113.105
RY,279876328166.0,17.22,2.362,20.96,202.135
GS,273878738079.0,13.059,1.917,8.58,940.8508
NVS,265852984671.0,20.841,2.21,3.44,139.8742
SHEL,264131629774.0,10.169,3.217,32.59,94.83
WFC,260215142863.0,11.508,2.167,-6.15,86.0474
