symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,1799825,366282000.00,1,Duquesne Family Office,Duquesne Family Office=1799825
AMZN,NASDAQ,023135106,Amazon Com Inc,85235,235148000.00,1,Duquesne Family Office,Duquesne Family Office=85235
TMUS,NASDAQ,872590104,T-Mobile Us Inc,2623613,163830000.00,2,Duquesne Family Office|Duquesne Family Office,Duquesne Family Office=1052289
JPM,NYSE,46625H100,Jpmorgan Chase &amp; Co,1611940,151619000.00,1,Duquesne Family Office,Duquesne Family Office=1611940
NFLX,NASDAQ,64110L106,Netflix Inc,309477,140824000.00,1,Duquesne Family Office,Duquesne Family Office=309477
PYPL,NASDAQ,70450Y103,Paypal Hldgs Inc,768510,133897000.00,1,Duquesne Family Office,Duquesne Family Office=768510
WDAY,NASDAQ,98138H101,Workday Inc,696230,130446000.00,1,Duquesne Family Office,Duquesne Family Office=696230
GOOGL,NASDAQ,02079K305,Alphabet Inc,86502,122664000.00,1,Duquesne Family Office,Duquesne Family Office=86502
SE,NYSE,81141R100,Sea Ltd,990437,106214000.00,1,Duquesne Family Office,Duquesne Family Office=990437
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,434601,93743000.00,1,Duquesne Family Office,Duquesne Family Office=434601
JD,NASDAQ,47215P106,Jd.Com Inc,1492740,89833000.00,1,Duquesne Family Office,Duquesne Family Office=1492740
HD,NYSE,437076102,Home Depot Inc,309100,77433000.00,1,Duquesne Family Office,Duquesne Family Office=309100
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,6466200,74814000.00,1,Duquesne Family Office,Duquesne Family Office=6466200
SBUX,NASDAQ,855244109,Starbucks Corp,905915,66666000.00,1,Duquesne Family Office,Duquesne Family Office=905915
BKNG,NASDAQ,09857L108,Booking Holdings Inc,37360,59490000.00,1,Duquesne Family Office,Duquesne Family Office=37360
ALNY,NASDAQ,02043Q107,Alnylam Pharmaceuticals Inc,368419,54567000.00,1,Duquesne Family Office,Duquesne Family Office=368419
CCL,NYSE,143658300,Carnival Corp,2798725,45955000.00,1,Duquesne Family Office,Duquesne Family Office=2798725
WFC,NYSE,949746101,Wells Fargo Co New,1548500,39642000.00,1,Duquesne Family Office,Duquesne Family Office=1548500
LYV,NYSE,538034109,Live Nation Entertainment In,829051,36752000.00,1,Duquesne Family Office,Duquesne Family Office=829051
CB,NYSE,H1467J104,Chubb Limited,282625,35786000.00,1,Duquesne Family Office,Duquesne Family Office=282625
MELI,NASDAQ,58733R102,Mercadolibre Inc,35705,35197000.00,1,Duquesne Family Office,Duquesne Family Office=35705
INSM,NASDAQ,457669307,Insmed Inc,1227400,33803000.00,1,Duquesne Family Office,Duquesne Family Office=1227400
PENN,NASDAQ,707569109,Penn Natl Gaming Inc,1046794,31969000.00,1,Duquesne Family Office,Duquesne Family Office=1046794
SRPT,NASDAQ,803607100,Sarepta Therapeutics Inc,169350,27154000.00,1,Duquesne Family Office,Duquesne Family Office=169350
FSLY,NASDAQ,31188V100,Fastly Inc,296593,25249000.00,1,Duquesne Family Office,Duquesne Family Office=296593
REGN,NASDAQ,75886F107,Regeneron Pharmaceuticals,38700,24135000.00,1,Duquesne Family Office,Duquesne Family Office=38700
BMRN,NASDAQ,09061G101,Biomarin Pharmaceutical Inc,192700,23768000.00,1,Duquesne Family Office,Duquesne Family Office=192700
WEN,NASDAQ,95058W100,Wendys Co,1032909,22497000.00,1,Duquesne Family Office,Duquesne Family Office=1032909
FIS,NYSE,31620M106,Fidelity Natl Information Sv,167580,22471000.00,1,Duquesne Family Office,Duquesne Family Office=167580
TAL,NYSE,874080104,Tal Education Group,312300,21355000.00,1,Duquesne Family Office,Duquesne Family Office=312300
AZO,NYSE,053332102,Autozone Inc,18900,21321000.00,1,Duquesne Family Office,Duquesne Family Office=18900
MAR,NASDAQ,571903202,Marriott Intl Inc New,247264,21198000.00,1,Duquesne Family Office,Duquesne Family Office=247264
CRWD,NASDAQ,22788C105,Crowdstrike Hldgs Inc,189503,19005000.00,1,Duquesne Family Office,Duquesne Family Office=189503
DIS,NYSE,254687106,Disney Walt Co,143300,15979000.00,1,Duquesne Family Office,Duquesne Family Office=143300
SYF,NYSE,87165B103,Synchrony Financial,703013,15579000.00,1,Duquesne Family Office,Duquesne Family Office=703013
ZBH,NYSE,98956P102,Zimmer Biomet Holdings Inc,122150,14580000.00,1,Duquesne Family Office,Duquesne Family Office=122150
BNTX,NASDAQ,09075V102,Biontech Se,204450,13645000.00,1,Duquesne Family Office,Duquesne Family Office=204450
YUM,NYSE,988498101,Yum Brands Inc,151124,13134000.00,1,Duquesne Family Office,Duquesne Family Office=151124
LEN,NYSE,526057104,Lennar Corp,184872,11392000.00,1,Duquesne Family Office,Duquesne Family Office=184872
IQV,NYSE,46266C105,Iqvia Hldgs Inc,71710,10174000.00,1,Duquesne Family Office,Duquesne Family Office=71710
DKNG,NASDAQ,26142R104,Draftkings Inc,278000,9246000.00,1,Duquesne Family Office,Duquesne Family Office=278000
DAL,NYSE,247361702,Delta Air Lines Inc Del,325050,9118000.00,1,Duquesne Family Office,Duquesne Family Office=325050
VZ,NYSE,92343V104,Verizon Communications Inc,160675,8858000.00,1,Duquesne Family Office,Duquesne Family Office=160675
USB,NYSE,902973304,Us Bancorp Del,231500,8524000.00,1,Duquesne Family Office,Duquesne Family Office=231500
FLEX,NASDAQ,Y2573F102,Flex Ltd,711240,7290000.00,1,Duquesne Family Office,Duquesne Family Office=711240
GWRE,NYSE,40171V100,Guidewire Software Inc,58150,6446000.00,1,Duquesne Family Office,Duquesne Family Office=58150
KMX,NYSE,143130102,Carmax Inc,62695,5614000.00,1,Duquesne Family Office,Duquesne Family Office=62695
BILL,NYSE,090043100,Bill Com Hldgs Inc,59205,5341000.00,1,Duquesne Family Office,Duquesne Family Office=59205
OMF,NYSE,68268W103,Onemain Hldgs Inc,209265,5135000.00,1,Duquesne Family Office,Duquesne Family Office=209265
LVS,NYSE,517834107,Las Vegas Sands Corp,97776,4453000.00,1,Duquesne Family Office,Duquesne Family Office=97776
NXTC,NASDAQ,65343E108,Nextcure Inc,141459,3033000.00,1,Duquesne Family Office,Duquesne Family Office=141459
F,NYSE,345370860,Ford Mtr Co Del,497500,3025000.00,1,Duquesne Family Office,Duquesne Family Office=497500
DOCU,NASDAQ,256163106,Docusign Inc,17535,3020000.00,1,Duquesne Family Office,Duquesne Family Office=17535
DHI,NYSE,23331A109,D R Horton Inc,46470,2577000.00,1,Duquesne Family Office,Duquesne Family Office=46470
PAG,NYSE,70959W103,Penske Automotive Grp Inc,40000,1548000.00,1,Duquesne Family Office,Duquesne Family Office=40000
