symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,1508016,408522000.00,1,Duquesne Family Office,Duquesne Family Office=1508016
AMZN,NASDAQ,023135106,Amazon Com Inc,94405,324768000.00,1,Duquesne Family Office,Duquesne Family Office=94405
SBUX,NASDAQ,855244109,Starbucks Corp,2306245,257861000.00,1,Duquesne Family Office,Duquesne Family Office=2306245
GOOGL,NASDAQ,02079K305,Alphabet Inc,91009,222225000.00,1,Duquesne Family Office,Duquesne Family Office=91009
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,5469100,202958000.00,1,Duquesne Family Office,Duquesne Family Office=5469100
TMUS,NASDAQ,872590104,T-Mobile Us Inc,1289235,186720000.00,1,Duquesne Family Office,Duquesne Family Office=1289235
PANW,NASDAQ,697435105,Palo Alto Networks Inc,411015,152507000.00,1,Duquesne Family Office,Duquesne Family Office=411015
CVNA,NYSE,146869102,Carvana Co,361906,109230000.00,1,Duquesne Family Office,Duquesne Family Office=361906
PLTR,NASDAQ,69608A108,Palantir Technologies Inc,4013692,105801000.00,1,Duquesne Family Office,Duquesne Family Office=4013692
NFLX,NASDAQ,64110L106,Netflix Inc,172215,90966000.00,1,Duquesne Family Office,Duquesne Family Office=172215
ABNB,NASDAQ,009066101,Airbnb Inc,561831,86039000.00,1,Duquesne Family Office,Duquesne Family Office=561831
INTU,NASDAQ,461202103,Intuit,175515,86032000.00,1,Duquesne Family Office,Duquesne Family Office=175515
TECK,NYSE,878742204,Teck Resources Ltd,3731790,85980000.00,1,Duquesne Family Office,Duquesne Family Office=3731790
EXPE,NASDAQ,30212P303,Expedia Group Inc,506364,82897000.00,1,Duquesne Family Office,Duquesne Family Office=506364
CMI,NYSE,231021106,Cummins Inc,324725,79171000.00,1,Duquesne Family Office,Duquesne Family Office=324725
PENN,NASDAQ,707569109,Penn Natl Gaming Inc,900304,68864000.00,1,Duquesne Family Office,Duquesne Family Office=900304
BKNG,NASDAQ,09857L108,Booking Holdings Inc,29904,65433000.00,1,Duquesne Family Office,Duquesne Family Office=29904
MRNA,NASDAQ,60770K107,Moderna Inc,222400,52260000.00,1,Duquesne Family Office,Duquesne Family Office=222400
KBR,NYSE,48242W106,Kbr Inc,1325896,50583000.00,1,Duquesne Family Office,Duquesne Family Office=1325896
MA,NYSE,57636Q104,Mastercard Incorporated,133528,48750000.00,1,Duquesne Family Office,Duquesne Family Office=133528
V,NYSE,92826C839,Visa Inc,179435,41955000.00,1,Duquesne Family Office,Duquesne Family Office=179435
SE,NYSE,81141R100,Sea Ltd,143418,39383000.00,1,Duquesne Family Office,Duquesne Family Office=143418
USFD,NYSE,912008109,Us Foods Hldg Corp,890415,34156000.00,1,Duquesne Family Office,Duquesne Family Office=890415
CAT,NYSE,149123101,Caterpillar Inc,156400,34037000.00,1,Duquesne Family Office,Duquesne Family Office=156400
GM,NYSE,37045V100,General Mtrs Co,566125,33498000.00,1,Duquesne Family Office,Duquesne Family Office=566125
FLEX,NASDAQ,Y2573F102,Flex Ltd,1712760,30607000.00,1,Duquesne Family Office,Duquesne Family Office=1712760
ON,NASDAQ,682189105,On Semiconductor Corp,706366,27040000.00,1,Duquesne Family Office,Duquesne Family Office=706366
BLDR,NYSE,12008R107,Builders Firstsource Inc,566856,24182000.00,1,Duquesne Family Office,Duquesne Family Office=566856
MAR,NASDAQ,571903202,Marriott Intl Inc New,135700,18526000.00,1,Duquesne Family Office,Duquesne Family Office=135700
NKTR,NASDAQ,640268108,Nektar Therapeutics,1000000,17160000.00,1,Duquesne Family Office,Duquesne Family Office=1000000
OPCH,NASDAQ,68404L201,Option Care Health Inc,736068,16098000.00,1,Duquesne Family Office,Duquesne Family Office=736068
SNOW,NYSE,833445109,Snowflake Inc,49110,11875000.00,1,Duquesne Family Office,Duquesne Family Office=49110
CF,NYSE,125269100,Cf Inds Hldgs Inc,193900,9976000.00,1,Duquesne Family Office,Duquesne Family Office=193900
RBLX,NYSE,771049103,Roblox Corp,59575,5361000.00,1,Duquesne Family Office,Duquesne Family Office=59575
MOS,NYSE,61945C103,Mosaic Co New,162000,5169000.00,1,Duquesne Family Office,Duquesne Family Office=162000
OMF,NYSE,68268W103,Onemain Hldgs Inc,83750,5017000.00,1,Duquesne Family Office,Duquesne Family Office=83750
S,NYSE,81730H109,Sentinelone Inc,100000,4250000.00,1,Duquesne Family Office,Duquesne Family Office=100000
ACAD,NASDAQ,004225108,Acadia Pharmaceuticals Inc,74400,1815000.00,1,Duquesne Family Office,Duquesne Family Office=74400
