trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,EEM,Ishares Tr,464287234,equity,0,1679700,0,1679700,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,ISRG,Intuitive Surgical Inc,46120E602,equity,0,110300,0,110300,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,ILMN,Illumina Inc,452327109,equity,0,139500,0,139500,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,DAL,Delta Air Lines Inc Del,247361702,equity,0,626600,0,626600,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,MELI,Mercadolibre Inc,58733R102,equity,0,74016,0,74016,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,AAL,American Airls Group Inc,02376R102,equity,0,524900,0,524900,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,A,Agilent Technologies Inc,00846U101,equity,0,221300,0,221300,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,HO1,Hologic Inc,436440101,equity,0,336700,0,336700,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,OKTA,Okta Inc,679295105,equity,0,173900,0,173900,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,KSS,Kohls Corp,500255104,equity,0,147500,0,147500,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,ABX,Barrick Gold Corp,067901108,equity,0,149300,0,149300,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,new,ESTC,Elastic N V,N14506104,equity,0,10000,0,10000,,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,MSFT,Microsoft Corp,594918104,equity,3525300,4618471,3229273,1389198,43.02,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,COUPEUR,Coupa Software Inc,22266L106,equity,140100,1131000,128335,1002665,781.28,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,ABT,Abbott Labs,002824100,equity,732100,1295700,670624,625076,93.21,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,WDAY,Workday Inc,98138H101,equity,448500,525400,410838,114562,27.88,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,NFLX,Netflix Inc,64110L106,equity,5200,66010,4763,61247,1285.79,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,BABA,Alibaba Group Hldg Ltd,01609W102,equity,78380,174400,71798,102602,142.90,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,ADBE,Adobe Inc,00724F101,equity,267330,301015,244882,56133,22.92,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,MDT,Medtronic Plc,G5960L103,equity,372500,372500,341220,31280,9.17,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,buy,,Ac Immune Sa,H00263105,equity,2491517,2491517,2282299,209218,9.17,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,sell,GOOGL,Alphabet Inc,02079K305,equity,189500,11299,173587,-162288,-93.49,0.916028
2018-09-30,2018-09-30,2018-12-31,Duquesne Family Office,sell,IBB,Ishares Tr,464287556,equity,1032900,350300,946165,-595865,-62.98,0.916028
