trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,NFLX,Netflix Inc,64110L106,equity,0,172215,0,172215,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,ABNB,Airbnb Inc,009066101,equity,0,561831,0,561831,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,MRNA,Moderna Inc,60770K107,equity,0,222400,0,222400,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,SMARGBP,Smartsheet Inc,83200N103,equity,0,495085,0,495085,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,GM,General Mtrs Co,37045V100,equity,0,566125,0,566125,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,COUPEUR,Coupa Software Inc,22266L106,equity,0,107988,0,107988,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,MAR,Marriott Intl Inc New,571903202,equity,0,135700,0,135700,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,FTCHQ,Farfetch Ltd,30744W107,equity,0,293100,0,293100,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,CF,Cf Inds Hldgs Inc,125269100,equity,0,193900,0,193900,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,RBLX,Roblox Corp,771049103,equity,0,59575,0,59575,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,MOS,Mosaic Co New,61945C103,equity,0,162000,0,162000,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,OMF,Onemain Hldgs Inc,68268W103,equity,0,83750,0,83750,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,DISH,Dish Network Corporation,25470M109,equity,0,112400,0,112400,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,S,Sentinelone Inc,81730H109,equity,0,100000,0,100000,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,ACAD,Acadia Pharmaceuticals Inc,004225108,equity,0,74400,0,74400,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,new,,Decarbonization Plus Acqu Ii,24279D105,equity,0,94900,0,94900,,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,GOOGL,Alphabet Inc,02079K305,equity,31157,91009,31157,59852,192.10,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,AMZN,Amazon Com Inc,023135106,equity,75648,94405,75648,18757,24.80,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,CVNA,Carvana Co,146869102,equity,213867,361906,213867,148039,69.22,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,KBR,Kbr Inc,48242W106,equity,516057,1325896,516057,809839,156.93,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,META,Facebook Inc,30303M102,equity,185414,272488,185414,87074,46.96,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,MA,Mastercard Incorporated,57636Q104,equity,78874,133528,78874,54654,69.29,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,EXPE,Expedia Group Inc,30212P303,equity,443094,506364,443094,63270,14.28,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,V,Visa Inc,92826C839,equity,144030,179435,144030,35405,24.58,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,SBUX,Starbucks Corp,855244109,equity,2258880,2306245,2258880,47365,2.10,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,buy,OPCH,Option Care Health Inc,68404L201,equity,656568,736068,656568,79500,12.11,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,sell,MSFT,Microsoft Corp,594918104,equity,2128753,1508016,2128753,-620737,-29.16,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,sell,SE,Sea Ltd,81141R100,equity,583082,143418,583082,-439664,-75.40,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,sell,PLTR,Palantir Technologies Inc,69608A108,equity,5983992,4013692,5983992,-1970300,-32.93,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,sell,ON,On Semiconductor Corp,682189105,equity,1841239,706366,1841239,-1134873,-61.64,1.000000
2021-03-31,2021-03-31,2021-06-30,Duquesne Family Office,sell,TMUS,T-Mobile Us Inc,872590104,equity,1588140,1289235,1588140,-298905,-18.82,1.000000
