trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,GOOGL,Alphabet Inc,02079K305,equity,0,838375,0,838375,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,VST,Vistra Corp,92840M102,equity,0,1988561,0,1988561,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,,Seagate Technology Hldngs Pl,G7997R103,equity,0,915043,0,915043,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,AVGO,Broadcom Inc,11135F101,equity,0,51956,0,51956,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,BABA,Alibaba Group Hldg Ltd,01609W102,equity,0,307500,0,307500,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,VEEV,Veeva Sys Inc,922475108,equity,0,95700,0,95700,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,DHR,Danaher Corporation,235851102,equity,0,76040,0,76040,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,RIG,Transocean Ltd,H8817H100,equity,0,1844175,0,1844175,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,WDC,Western Digital Corp.,958102105,equity,0,230000,0,230000,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,SPHR,Sphere Entertainment Co,55826T102,equity,0,270270,0,270270,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,TKO,Tko Group Holdings Inc,87256C101,equity,0,61465,0,61465,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,CEG,Constellation Energy Corp,21037T109,equity,0,38656,0,38656,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,new,LPX,Louisiana Pac Corp,546347105,equity,0,54432,0,54432,,1.000000
2023-06-30,2023-06-30,2023-09-30,Duquesne Family Office,buy,MSFT,Microsoft Corp,594918104,equity,828960,1017260,828960,188300,22.72,1.000000
