date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
2020-12-31,Duquesne Family Office,594918104,MSFT,Microsoft Corp,equity,2638074,586760000.00,15.8755
2020-12-31,Duquesne Family Office,872590104,TMUS,T-Mobile Us Inc,equity,2338580,315358000.00,8.5324
2020-12-31,Duquesne Family Office,023135106,AMZN,Amazon Com Inc,equity,82753,269521000.00,7.2922
2020-12-31,Duquesne Family Office,855244109,SBUX,Starbucks Corp,equity,1977100,211510000.00,5.7227
2020-12-31,Duquesne Family Office,35671D857,FCX,Freeport-Mcmoran Inc,equity,6284379,163520000.00,4.4242
2020-12-31,Duquesne Family Office,697435105,PANW,Palo Alto Networks Inc,equity,459060,163145000.00,4.4141
2020-12-31,Duquesne Family Office,81141R100,SE,Sea Ltd,equity,764714,152216000.00,4.1184
2020-12-31,Duquesne Family Office,707569109,PENN,Penn Natl Gaming Inc,equity,1517501,131067000.00,3.5462
2020-12-31,Duquesne Family Office,67020Y100,,Nuance Communications Inc,equity,2911525,128369000.00,3.4732
2020-12-31,Duquesne Family Office,254687106,DIS,Disney Walt Co,equity,684335,123988000.00,3.3546
2020-12-31,Duquesne Family Office,146869102,CVNA,Carvana Co,equity,485981,116412000.00,3.1497
2020-12-31,Duquesne Family Office,58733R102,MELI,Mercadolibre Inc,equity,63277,106003000.00,2.8680
2020-12-31,Duquesne Family Office,75615P103,,Reata Pharmaceuticals Inc,equity,749897,92702000.00,2.5082
2020-12-31,Duquesne Family Office,067901108,ABX,Barrick Gold Corp,equity,3606850,82164000.00,2.2230
2020-12-31,Duquesne Family Office,65339F101,NEE,Nextera Energy Inc,equity,779800,60162000.00,1.6278
2020-12-31,Duquesne Family Office,18915M107,NET,Cloudflare Inc,equity,790848,60097000.00,1.6260
2020-12-31,Duquesne Family Office,878742204,TECK,Teck Resources Ltd,equity,3275350,59448000.00,1.6084
2020-12-31,Duquesne Family Office,143658300,CCL,Carnival Corp,equity,2644400,57278000.00,1.5497
2020-12-31,Duquesne Family Office,231021106,CMI,Cummins Inc,equity,219320,49808000.00,1.3476
2020-12-31,Duquesne Family Office,369604103,,General Electric Co,equity,4375778,47258000.00,1.2786
2020-12-31,Duquesne Family Office,86771W105,RUN,Sunrun Inc,equity,661535,45897000.00,1.2418
2020-12-31,Duquesne Family Office,G5494J103,LIN,Linde Plc,equity,144675,38123000.00,1.0315
2020-12-31,Duquesne Family Office,233051879,ASHR,Dbx Etf Tr,equity,915910,36691000.00,0.9927
2020-12-31,Duquesne Family Office,46266C105,IQV,Iqvia Hldgs Inc,equity,201977,36188000.00,0.9791
2020-12-31,Duquesne Family Office,30212P303,EXPE,Expedia Group Inc,equity,270299,35788000.00,0.9683
2020-12-31,Duquesne Family Office,02079K305,GOOGL,Alphabet Inc,equity,19024,33342000.00,0.9021
2020-12-31,Duquesne Family Office,032654105,ADI,Analog Devices Inc,equity,213328,31515000.00,0.8527
2020-12-31,Duquesne Family Office,Y2573F102,,Flex Ltd,equity,1733430,31167000.00,0.8433
2020-12-31,Duquesne Family Office,98138H101,WDAY,Workday Inc,equity,119082,28533000.00,0.7720
2020-12-31,Duquesne Family Office,83200N103,,Smartsheet Inc,equity,402361,27880000.00,0.7543
2020-12-31,Duquesne Family Office,92189F676,SMH,Vaneck Vectors Etf Tr,equity,123900,27062000.00,0.7322
2020-12-31,Duquesne Family Office,650111107,NYT,New York Times Co,equity,513150,26566000.00,0.7188
2020-12-31,Duquesne Family Office,00288U106,ABCL,Abcellera Biologics Inc,equity,659750,26548000.00,0.7183
2020-12-31,Duquesne Family Office,013872106,AA,Alcoa Corp,equity,1102000,25401000.00,0.6873
2020-12-31,Duquesne Family Office,336433107,FSLR,First Solar Inc,equity,231000,22851000.00,0.6183
2020-12-31,Duquesne Family Office,04271T100,ARRY,Array Technologies Inc,equity,518250,22357000.00,0.6049
2020-12-31,Duquesne Family Office,531229854,,Liberty Media Corp Del,equity,485800,20695000.00,0.5599
2020-12-31,Duquesne Family Office,28414H103,ELAN,Elanco Animal Health Inc,equity,623975,19137000.00,0.5178
2020-12-31,Duquesne Family Office,47215P106,JD,Jd.Com Inc,equity,205313,18047000.00,0.4883
2020-12-31,Duquesne Family Office,09061G101,BMRN,Biomarin Pharmaceutical Inc,equity,192700,16898000.00,0.4572
2020-12-31,Duquesne Family Office,22788C105,CRWD,Crowdstrike Hldgs Inc,equity,78304,16586000.00,0.4488
2020-12-31,Duquesne Family Office,90353T100,UBER,Uber Technologies Inc,equity,321675,16405000.00,0.4439
2020-12-31,Duquesne Family Office,538034109,LYV,Live Nation Entertainment In,equity,214350,15750000.00,0.4261
2020-12-31,Duquesne Family Office,70450Y103,PYPL,Paypal Hldgs Inc,equity,67188,15735000.00,0.4257
2020-12-31,Duquesne Family Office,31188V100,FSLY,Fastly Inc,equity,157078,13724000.00,0.3713
2020-12-31,Duquesne Family Office,M2682V108,,Cyberark Software Ltd,equity,83965,13568000.00,0.3671
2020-12-31,Duquesne Family Office,91912E105,VALE,Vale S A,equity,691012,11581000.00,0.3133
