symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,2645630,556455000.00,1,Duquesne Family Office,Duquesne Family Office=2645630
AMZN,NASDAQ,023135106,Amazon Com Inc,86717,273048000.00,1,Duquesne Family Office,Duquesne Family Office=86717
TMUS,NASDAQ,872590104,T-Mobile Us Inc,1994124,228048000.00,1,Duquesne Family Office,Duquesne Family Office=1994124
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,545755,160441000.00,1,Duquesne Family Office,Duquesne Family Office=545755
SE,NYSE,81141R100,Sea Ltd,981083,151126000.00,1,Duquesne Family Office,Duquesne Family Office=981083
NFLX,NASDAQ,64110L106,Netflix Inc,278372,139194000.00,1,Duquesne Family Office,Duquesne Family Office=278372
PENN,NASDAQ,707569109,Penn Natl Gaming Inc,1892501,137585000.00,1,Duquesne Family Office,Duquesne Family Office=1892501
SBUX,NASDAQ,855244109,Starbucks Corp,1462100,125624000.00,1,Duquesne Family Office,Duquesne Family Office=1462100
JD,NASDAQ,47215P106,Jd.Com Inc,1521943,118118000.00,1,Duquesne Family Office,Duquesne Family Office=1521943
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,6318400,98820000.00,1,Duquesne Family Office,Duquesne Family Office=6318400
MELI,NASDAQ,58733R102,Mercadolibre Inc,71121,76987000.00,1,Duquesne Family Office,Duquesne Family Office=71121
GOOGL,NASDAQ,02079K305,Alphabet Inc,41181,60355000.00,1,Duquesne Family Office,Duquesne Family Office=41181
NEE,NYSE,65339F101,Nextera Energy Inc,215884,59921000.00,1,Duquesne Family Office,Duquesne Family Office=215884
ALNY,NASDAQ,02043Q107,Alnylam Pharmaceuticals Inc,368419,53642000.00,1,Duquesne Family Office,Duquesne Family Office=368419
WDAY,NASDAQ,98138H101,Workday Inc,236095,50791000.00,1,Duquesne Family Office,Duquesne Family Office=236095
FIS,NYSE,31620M106,Fidelity Natl Information Sv,317851,46791000.00,1,Duquesne Family Office,Duquesne Family Office=317851
VZ,NYSE,92343V104,Verizon Communications Inc,567443,33757000.00,1,Duquesne Family Office,Duquesne Family Office=567443
CCL,NYSE,143658300,Carnival Corp,2002500,30398000.00,1,Duquesne Family Office,Duquesne Family Office=2002500
BKNG,NASDAQ,09857L108,Booking Holdings Inc,17290,29578000.00,1,Duquesne Family Office,Duquesne Family Office=17290
EXPE,NASDAQ,30212P303,Expedia Group Inc,316278,29000000.00,1,Duquesne Family Office,Duquesne Family Office=316278
PYPL,NASDAQ,70450Y103,Paypal Hldgs Inc,141333,27847000.00,1,Duquesne Family Office,Duquesne Family Office=141333
LYV,NYSE,538034109,Live Nation Entertainment In,489607,26380000.00,1,Duquesne Family Office,Duquesne Family Office=489607
WEN,NASDAQ,95058W100,Wendys Co,1170047,26086000.00,1,Duquesne Family Office,Duquesne Family Office=1170047
TAL,NYSE,874080104,Tal Education Group,312300,23747000.00,1,Duquesne Family Office,Duquesne Family Office=312300
SYF,NYSE,87165B103,Synchrony Financial,883630,23125000.00,1,Duquesne Family Office,Duquesne Family Office=883630
CVNA,NYSE,146869102,Carvana Co,91916,20503000.00,1,Duquesne Family Office,Duquesne Family Office=91916
PANW,NASDAQ,697435105,Palo Alto Networks Inc,82300,20143000.00,1,Duquesne Family Office,Duquesne Family Office=82300
REGN,NASDAQ,75886F107,Regeneron Pharmaceuticals,35582,19918000.00,1,Duquesne Family Office,Duquesne Family Office=35582
DIS,NYSE,254687106,Disney Walt Co,143300,17781000.00,1,Duquesne Family Office,Duquesne Family Office=143300
FSLY,NASDAQ,31188V100,Fastly Inc,180442,16904000.00,1,Duquesne Family Office,Duquesne Family Office=180442
LEN,NYSE,526057104,Lennar Corp,184872,15100000.00,1,Duquesne Family Office,Duquesne Family Office=184872
ADI,NASDAQ,032654105,Analog Devices Inc,127511,14886000.00,1,Duquesne Family Office,Duquesne Family Office=127511
BMRN,NASDAQ,09061G101,Biomarin Pharmaceutical Inc,192700,14661000.00,1,Duquesne Family Office,Duquesne Family Office=192700
YUM,NYSE,988498101,Yum Brands Inc,151124,13798000.00,1,Duquesne Family Office,Duquesne Family Office=151124
USB,NYSE,902973304,Us Bancorp Del,363500,13031000.00,1,Duquesne Family Office,Duquesne Family Office=363500
SONY,NYSE,835699307,Sony Corp,167335,12843000.00,1,Duquesne Family Office,Duquesne Family Office=167335
IQV,NYSE,46266C105,Iqvia Hldgs Inc,71710,11304000.00,1,Duquesne Family Office,Duquesne Family Office=71710
NET,NYSE,18915M107,Cloudflare Inc,256535,10533000.00,1,Duquesne Family Office,Duquesne Family Office=256535
UBER,NYSE,90353T100,Uber Technologies Inc,271444,9902000.00,1,Duquesne Family Office,Duquesne Family Office=271444
QCOM,NASDAQ,747525103,Qualcomm Inc,82569,9717000.00,1,Duquesne Family Office,Duquesne Family Office=82569
JPM,NYSE,46625H100,Jpmorgan Chase &amp; Co,98165,9450000.00,1,Duquesne Family Office,Duquesne Family Office=98165
TECK,NYSE,878742204,Teck Resources Ltd,661200,9204000.00,1,Duquesne Family Office,Duquesne Family Office=661200
LVS,NYSE,517834107,Las Vegas Sands Corp,77901,3635000.00,1,Duquesne Family Office,Duquesne Family Office=77901
DHI,NYSE,23331A109,D R Horton Inc,46470,3515000.00,1,Duquesne Family Office,Duquesne Family Office=46470
ZLAB,NASDAQ,98887Q104,Zai Lab Ltd,20570,1711000.00,1,Duquesne Family Office,Duquesne Family Office=20570
