symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
CPNG,NYSE,22266T109,Coupang Inc,20283765,298374183.00,1,Duquesne Family Office,Duquesne Family Office=20283765
LLY,NYSE,532457108,Lilly Eli &amp; Co,737725,269889314.00,1,Duquesne Family Office,Duquesne Family Office=737725
CVX,NYSE,166764100,Chevron Corp New,983655,176556236.00,1,Duquesne Family Office,Duquesne Family Office=983655
LW,NYSE,513272104,Lamb Weston Hldgs Inc,1657875,148147710.00,1,Duquesne Family Office,Duquesne Family Office=1657875
META,NASDAQ,30303M102,Meta Platforms Inc,901675,108507570.00,1,Duquesne Family Office,Duquesne Family Office=901675
KBR,NYSE,48242W106,Kbr Inc,1687468,89098310.00,1,Duquesne Family Office,Duquesne Family Office=1687468
NVDA,NASDAQ,67066G104,Nvidia Corporation,582915,85187198.00,1,Duquesne Family Office,Duquesne Family Office=582915
VRT,NYSE,92537N108,Vertiv Holdings Co,5916120,80814199.00,1,Duquesne Family Office,Duquesne Family Office=5916120
TECK,NYSE,878742204,Teck Resources Ltd,1780705,67346263.00,1,Duquesne Family Office,Duquesne Family Office=1780705
TMUS,NASDAQ,872590104,T-Mobile Us Inc,454362,63610680.00,1,Duquesne Family Office,Duquesne Family Office=454362
CVE,NYSE,15135U109,Cenovus Energy Inc,2701140,52426229.00,1,Duquesne Family Office,Duquesne Family Office=2701140
OPCH,NASDAQ,68404L201,Option Care Health Inc,1526120,45920951.00,1,Duquesne Family Office,Duquesne Family Office=1526120
LEN,NYSE,526057104,Lennar Corp,441892,39991226.00,1,Duquesne Family Office,Duquesne Family Office=441892
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,837627,31829826.00,1,Duquesne Family Office,Duquesne Family Office=837627
DE,NYSE,244199105,Deere &amp; Co,72905,31258748.00,1,Duquesne Family Office,Duquesne Family Office=72905
OXY,NYSE,674599105,Occidental Pete Corp,420580,26492334.00,1,Duquesne Family Office,Duquesne Family Office=420580
NTRA,NASDAQ,632307104,Natera Inc,643530,25850600.00,1,Duquesne Family Office,Duquesne Family Office=643530
T,NYSE,00206R102,At&amp;T Inc,1375780,25328110.00,1,Duquesne Family Office,Duquesne Family Office=1375780
DDOG,NASDAQ,23804L103,Datadog Inc,332253,24420596.00,1,Duquesne Family Office,Duquesne Family Office=332253
ALNY,NASDAQ,02043Q107,Alnylam Pharmaceuticals Inc,88910,21129462.00,1,Duquesne Family Office,Duquesne Family Office=88910
OVV,NYSE,69047Q102,Ovintiv Inc,413980,20992926.00,1,Duquesne Family Office,Duquesne Family Office=413980
AMD,NASDAQ,007903107,Advanced Micro Devices Inc,308235,19964381.00,1,Duquesne Family Office,Duquesne Family Office=308235
PH,NYSE,701094104,Parker-Hannifin Corp,66800,19438800.00,1,Duquesne Family Office,Duquesne Family Office=66800
VALE,NYSE,91912E105,Vale S A,1045000,17733650.00,1,Duquesne Family Office,Duquesne Family Office=1045000
CCJ,NYSE,13321L108,Cameco Corp,748204,16961785.00,1,Duquesne Family Office,Duquesne Family Office=748204
CAT,NYSE,149123101,Caterpillar Inc,63800,15283928.00,1,Duquesne Family Office,Duquesne Family Office=63800
PANW,NASDAQ,697435105,Palo Alto Networks Inc,109270,15247536.00,1,Duquesne Family Office,Duquesne Family Office=109270
WSC,NASDAQ,971378104,Willscot Mobil Mini Hldng Co,309866,13996647.00,1,Duquesne Family Office,Duquesne Family Office=309866
PSX,NYSE,718546104,Phillips 66,113850,11849508.00,1,Duquesne Family Office,Duquesne Family Office=113850
RXRX,NASDAQ,75629V104,Recursion Pharmaceuticals In,1385950,10685675.00,1,Duquesne Family Office,Duquesne Family Office=1385950
DHI,NYSE,23331A109,D R Horton Inc,113400,10108476.00,1,Duquesne Family Office,Duquesne Family Office=113400
IOT,NYSE,79589L106,Samsara Inc,810713,10077163.00,1,Duquesne Family Office,Duquesne Family Office=810713
