symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,MICROSOFT CORP,3525300,403189000.00,1,Duquesne Family Office,Duquesne Family Office=3525300
CRM,NYSE,79466L302,SALESFORCE COM INC,1552700,246926000.00,1,Duquesne Family Office,Duquesne Family Office=1552700
AMZN,NASDAQ,023135106,AMAZON COM INC,118295,236945000.00,1,Duquesne Family Office,Duquesne Family Office=118295
GOOGL,NASDAQ,02079K305,ALPHABET INC,189500,228742000.00,1,Duquesne Family Office,Duquesne Family Office=189500
IBB,NASDAQ,464287556,ISHARES TR,1032900,125952000.00,1,Duquesne Family Office,Duquesne Family Office=1032900
GILD,NASDAQ,375558103,GILEAD SCIENCES INC,1464900,113105000.00,1,Duquesne Family Office,Duquesne Family Office=1464900
ADBE,NASDAQ,00724F101,ADOBE SYS INC,267330,72166000.00,1,Duquesne Family Office,Duquesne Family Office=267330
WDAY,NASDAQ,98138H101,WORKDAY INC,448500,65472000.00,1,Duquesne Family Office,Duquesne Family Office=448500
PYPL,NASDAQ,70450Y103,PAYPAL HLDGS INC,727500,63904000.00,1,Duquesne Family Office,Duquesne Family Office=727500
ABT,NYSE,002824100,ABBOTT LABS,732100,53707000.00,1,Duquesne Family Office,Duquesne Family Office=732100
C,NYSE,172967424,CITIGROUP INC,667100,47858000.00,1,Duquesne Family Office,Duquesne Family Office=667100
NOW,NYSE,81762P102,SERVICENOW INC,194300,38011000.00,1,Duquesne Family Office,Duquesne Family Office=194300
MDT,NYSE,G5960L103,MEDTRONIC PLC,372500,36643000.00,1,Duquesne Family Office,Duquesne Family Office=372500
HD,NYSE,437076102,HOME DEPOT INC,123400,25562000.00,1,Duquesne Family Office,Duquesne Family Office=123400
TMUS,NASDAQ,872590104,T MOBILE US INC,359800,25251000.00,1,Duquesne Family Office,Duquesne Family Office=359800
QCOM,NASDAQ,747525103,QUALCOMM INC,347300,25016000.00,1,Duquesne Family Office,Duquesne Family Office=347300
ACIU,NASDAQ,H00263105,AC IMMUNE SA,2491517,19932000.00,1,Duquesne Family Office,Duquesne Family Office=2491517
EA,NASDAQ,285512109,ELECTRONIC ARTS INC,130970,15781000.00,1,Duquesne Family Office,Duquesne Family Office=130970
BURL,NYSE,122017106,BURLINGTON STORES INC,87600,14272000.00,1,Duquesne Family Office,Duquesne Family Office=87600
BABA,NYSE,01609W102,ALIBABA GROUP HLDG LTD,78380,12914000.00,1,Duquesne Family Office,Duquesne Family Office=78380
CVE,NYSE,15135U109,CENOVUS ENERGY INC,986300,9893000.00,1,Duquesne Family Office,Duquesne Family Office=986300
ADSK,NASDAQ,052769106,AUTODESK INC,34500,5386000.00,1,Duquesne Family Office,Duquesne Family Office=34500
MA,NYSE,57636Q104,MASTERCARD INCORPORATED,13980,3112000.00,1,Duquesne Family Office,Duquesne Family Office=13980
HLT,NYSE,43300A203,HILTON WORLDWIDE HLDGS INC,24600,1987000.00,1,Duquesne Family Office,Duquesne Family Office=24600
NFLX,NASDAQ,64110L106,NETFLIX INC,5200,1945000.00,1,Duquesne Family Office,Duquesne Family Office=5200
BAC,NYSE,060505104,BANK AMER CORP,900,27000.00,1,Duquesne Family Office,Duquesne Family Office=900
