symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
CPNG,NYSE,22266T109,Coupang Inc,20283765,302378000.00,1,Duquesne Family Office,Duquesne Family Office=20283765
NVDA,NASDAQ,67066G104,Nvidia Corporation,791475,219848000.00,1,Duquesne Family Office,Duquesne Family Office=791475
MSFT,NASDAQ,594918104,Microsoft Corp,729040,210182000.00,1,Duquesne Family Office,Duquesne Family Office=729040
LLY,NYSE,532457108,Lilly Eli &amp; Co,606210,208185000.00,1,Duquesne Family Office,Duquesne Family Office=606210
LW,NYSE,513272104,Lamb Weston Hldgs Inc,1978810,206825000.00,1,Duquesne Family Office,Duquesne Family Office=1978810
TECK,NYSE,878742204,Teck Resources Ltd,3235347,118079000.00,1,Duquesne Family Office,Duquesne Family Office=3235347
KBR,NYSE,48242W106,Kbr Inc,1799644,99070000.00,1,Duquesne Family Office,Duquesne Family Office=1799644
IQV,NYSE,46266C105,Iqvia Hldgs Inc,474500,94373000.00,1,Duquesne Family Office,Duquesne Family Office=474500
GOOGL,NASDAQ,02079K305,Alphabet Inc,877720,91046000.00,1,Duquesne Family Office,Duquesne Family Office=877720
AMZN,NASDAQ,023135106,Amazon Com Inc,807975,83456000.00,1,Duquesne Family Office,Duquesne Family Office=807975
TMUS,NASDAQ,872590104,T-Mobile Us Inc,498204,72160000.00,1,Duquesne Family Office,Duquesne Family Office=498204
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,578590,53820000.00,1,Duquesne Family Office,Duquesne Family Office=578590
META,NASDAQ,30303M102,Meta Platforms Inc,239615,50784000.00,1,Duquesne Family Office,Duquesne Family Office=239615
NTRA,NASDAQ,632307104,Natera Inc,893030,49581000.00,1,Duquesne Family Office,Duquesne Family Office=893030
NWSA,NASDAQ,65249B109,News Corp New,2756125,47598000.00,1,Duquesne Family Office,Duquesne Family Office=2756125
CVX,NYSE,166764100,Chevron Corp New,223500,36466000.00,1,Duquesne Family Office,Duquesne Family Office=223500
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,837627,34267000.00,1,Duquesne Family Office,Duquesne Family Office=837627
AMD,NASDAQ,007903107,Advanced Micro Devices Inc,329677,32312000.00,1,Duquesne Family Office,Duquesne Family Office=329677
VRT,NYSE,92537N108,Vertiv Holdings Co,2039946,29192000.00,1,Duquesne Family Office,Duquesne Family Office=2039946
OPCH,NASDAQ,68404L201,Option Care Health Inc,803815,25537000.00,1,Duquesne Family Office,Duquesne Family Office=803815
ILMN,NASDAQ,452327109,Illumina Inc,109285,25414000.00,1,Duquesne Family Office,Duquesne Family Office=109285
MRVL,NASDAQ,573874104,Marvell Technology Inc,571320,24738000.00,1,Duquesne Family Office,Duquesne Family Office=571320
PANW,NASDAQ,697435105,Palo Alto Networks Inc,75235,15027000.00,1,Duquesne Family Office,Duquesne Family Office=75235
NWS,NASDAQ,65249B208,News Corp New,613050,10685000.00,1,Duquesne Family Office,Duquesne Family Office=613050
PSX,NYSE,718546104,Phillips 66,100555,10194000.00,1,Duquesne Family Office,Duquesne Family Office=100555
WSC,NASDAQ,971378104,Willscot Mobil Mini Hldng Co,215500,10103000.00,1,Duquesne Family Office,Duquesne Family Office=215500
RXRX,NASDAQ,75629V104,Recursion Pharmaceuticals In,1385950,9259000.00,1,Duquesne Family Office,Duquesne Family Office=1385950
HUBS,NYSE,443573100,Hubspot Inc,20300,8704000.00,1,Duquesne Family Office,Duquesne Family Office=20300
WRBY,NYSE,93403J106,Warby Parker Inc,646500,6846000.00,1,Duquesne Family Office,Duquesne Family Office=646500
PLTR,NASDAQ,69608A108,Palantir Technologies Inc,700707,5921000.00,1,Duquesne Family Office,Duquesne Family Office=700707
TOST,NYSE,888787108,Toast Inc,327700,5817000.00,1,Duquesne Family Office,Duquesne Family Office=327700
IHS,NYSE,G4701H109,Ihs Holding Limited,771096,5404000.00,1,Duquesne Family Office,Duquesne Family Office=771096
ANET,NYSE,040413106,Arista Networks Inc,32000,5372000.00,1,Duquesne Family Office,Duquesne Family Office=32000
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,50915,5202000.00,1,Duquesne Family Office,Duquesne Family Office=50915
ABCL,NASDAQ,00288U106,Abcellera Biologics Inc,659750,4975000.00,1,Duquesne Family Office,Duquesne Family Office=659750
BNTX,NASDAQ,09075V102,Biontech Se,38800,4833000.00,1,Duquesne Family Office,Duquesne Family Office=38800
MRNA,NASDAQ,60770K107,Moderna Inc,22154,3402000.00,1,Duquesne Family Office,Duquesne Family Office=22154
OPEN,NASDAQ,683712103,Opendoor Technologies Inc,1538085,2707000.00,1,Duquesne Family Office,Duquesne Family Office=1538085
CCC,NASDAQ,12510Q100,Ccc Intelligent Solutions Hl,281879,2528000.00,1,Duquesne Family Office,Duquesne Family Office=281879
ACAD,NASDAQ,004225108,Acadia Pharmaceuticals Inc,74400,1400000.00,1,Duquesne Family Office,Duquesne Family Office=74400
COMP,NYSE,20464U100,Compass Inc,399100,1289000.00,1,Duquesne Family Office,Duquesne Family Office=399100
JOBY,NYSE,G65163100,Joby Aviation Inc,11246,38000.00,1,Duquesne Family Office,Duquesne Family Office=11246
