trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,MSFT,Microsoft Corp,594918104,equity,0,1624200,0,1624200,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,EEM,Ishares Tr,464287234,equity,0,2499000,0,2499000,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,GOOGL,Alphabet Inc,02079K305,equity,0,100400,0,100400,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,CRM,Salesforce Com Inc,79466L302,equity,0,964900,0,964900,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,,Priceline Grp Inc,741503403,equity,0,40700,0,40700,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,AMZN,Amazon Com Inc,023135106,equity,0,71100,0,71100,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,META,Facebook Inc,30303M102,equity,0,405900,0,405900,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,ABX,Barrick Gold Corp,067901108,equity,0,2850000,0,2850000,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,EA,Electronic Arts Inc,285512109,equity,0,573700,0,573700,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,,Ctrip Com Intl Ltd,22943F100,equity,0,912200,0,912200,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,PTC,Ptc Inc,69370C100,equity,0,829700,0,829700,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,AEM,Agnico Eagle Mines Ltd,008474108,equity,0,882900,0,882900,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,,Potash Corp Sask Inc,73755L107,equity,0,2093500,0,2093500,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,,Activision Blizzard Inc,00507V109,equity,0,537300,0,537300,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,CMCSA,Comcast Corp New,20030N101,equity,0,686400,0,686400,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,EXPE,Expedia Inc Del,30212P303,equity,0,203800,0,203800,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,PYPL,Paypal Hldgs Inc,70450Y103,equity,0,573900,0,573900,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,LNG,Cheniere Energy Inc,16411R208,equity,0,446145,0,446145,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,JD,Jd Com Inc,47215P106,equity,0,638000,0,638000,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,WDAY,Workday Inc,98138H101,equity,0,233300,0,233300,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,,Symantec Corp,871503108,equity,0,551500,0,551500,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,LVS,Las Vegas Sands Corp,517834107,equity,0,276700,0,276700,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,TMUS,T Mobile Us Inc,872590104,equity,0,242700,0,242700,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,NKTR,Nektar Therapeutics,640268108,equity,0,665600,0,665600,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,ROK,Rockwell Automation Inc,773903109,equity,0,99000,0,99000,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,NTES,Netease Inc,64110W102,equity,0,52100,0,52100,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,VMC,Vulcan Matls Co,929160109,equity,0,122000,0,122000,,1.000000
2016-12-31,2016-12-31,2017-03-31,Duquesne Family Office,new,,Sprint Corp,85207U105,equity,0,1663500,0,1663500,,1.000000
