trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,PYPL,PAYPAL HLDGS INC,70450Y103,equity,0,727500,0,727500,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,ABT,ABBOTT LABS,002824100,equity,0,732100,0,732100,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,C,CITIGROUP INC,172967424,equity,0,667100,0,667100,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,NOW,SERVICENOW INC,81762P102,equity,0,194300,0,194300,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,MDT,MEDTRONIC PLC,G5960L103,equity,0,372500,0,372500,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,ZEN1EUR,ZENDESK INC,98936J101,equity,0,414984,0,414984,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,,TWENTY FIRST CENTY FOX INC,90130A101,equity,0,557800,0,557800,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,TMUS,T MOBILE US INC,872590104,equity,0,359800,0,359800,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,QCOM,QUALCOMM INC,747525103,equity,0,347300,0,347300,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,ALXN,ALEXION PHARMACEUTICALS INC,015351109,equity,0,148000,0,148000,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,BURL,BURLINGTON STORES INC,122017106,equity,0,87600,0,87600,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,GWPH,GW PHARMACEUTICALS PLC,36197T103,equity,0,62100,0,62100,,0.953495
2018-06-30,2018-06-30,2018-09-30,Duquesne Family Office,new,PTLAEUR,PORTOLA PHARMACEUTICALS INC,737010108,equity,0,347700,0,347700,,0.953495
