symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,1624200,106970000.00,1,Duquesne Family Office,Duquesne Family Office=1624200
LYB,NYSE,N53745100,Lyondellbasell Industries N,1158300,105625000.00,1,Duquesne Family Office,Duquesne Family Office=1158300
GOOGL,NASDAQ,02079K305,Alphabet Inc,100400,85119000.00,1,Duquesne Family Office,Duquesne Family Office=100400
CRM,NYSE,79466L302,Salesforce Com Inc,964900,79595000.00,1,Duquesne Family Office,Duquesne Family Office=964900
AMZN,NASDAQ,023135106,Amazon Com Inc,71100,63033000.00,1,Duquesne Family Office,Duquesne Family Office=71100
EA,NASDAQ,285512109,Electronic Arts Inc,573700,51358000.00,1,Duquesne Family Office,Duquesne Family Office=573700
BAC,NYSE,060505104,Bank Amer Corp,2110300,49782000.00,1,Duquesne Family Office,Duquesne Family Office=2110300
AA,NYSE,013872106,Alcoa Corp,1370511,47146000.00,1,Duquesne Family Office,Duquesne Family Office=1370511
PTC,NASDAQ,69370C100,Ptc Inc,829700,43601000.00,1,Duquesne Family Office,Duquesne Family Office=829700
AEM,NYSE,008474108,Agnico Eagle Mines Ltd,882900,37470000.00,1,Duquesne Family Office,Duquesne Family Office=882900
CMCSA,NASDAQ,20030N101,Comcast Corp New,686400,25802000.00,1,Duquesne Family Office,Duquesne Family Office=686400
EXPE,NASDAQ,30212P303,Expedia Inc Del,203800,25713000.00,1,Duquesne Family Office,Duquesne Family Office=203800
ACIU,NASDAQ,H00263105,Ac Immune Sa,2388700,24747000.00,1,Duquesne Family Office,Duquesne Family Office=2388700
PYPL,NASDAQ,70450Y103,Paypal Hldgs Inc,573900,24689000.00,1,Duquesne Family Office,Duquesne Family Office=573900
LNG,NYSE,16411R208,Cheniere Energy Inc,446145,21089000.00,1,Duquesne Family Office,Duquesne Family Office=446145
JD,NASDAQ,47215P106,Jd Com Inc,638000,19848000.00,1,Duquesne Family Office,Duquesne Family Office=638000
WDAY,NASDAQ,98138H101,Workday Inc,233300,19429000.00,1,Duquesne Family Office,Duquesne Family Office=233300
LVS,NYSE,517834107,Las Vegas Sands Corp,276700,15791000.00,1,Duquesne Family Office,Duquesne Family Office=276700
TMUS,NASDAQ,872590104,T Mobile Us Inc,242700,15676000.00,1,Duquesne Family Office,Duquesne Family Office=242700
NKTR,NASDAQ,640268108,Nektar Therapeutics,665600,15622000.00,1,Duquesne Family Office,Duquesne Family Office=665600
ROK,NYSE,773903109,Rockwell Automation Inc,99000,15415000.00,1,Duquesne Family Office,Duquesne Family Office=99000
HAL,NYSE,406216101,Halliburton Co,301600,14842000.00,1,Duquesne Family Office,Duquesne Family Office=301600
NTES,NASDAQ,64110W102,Netease Inc,52100,14796000.00,1,Duquesne Family Office,Duquesne Family Office=52100
VMC,NYSE,929160109,Vulcan Matls Co,122000,14699000.00,1,Duquesne Family Office,Duquesne Family Office=122000
ADSK,NASDAQ,052769106,Autodesk Inc,158349,13692000.00,1,Duquesne Family Office,Duquesne Family Office=158349
NFLX,NASDAQ,64110L106,Netflix Inc,70600,10435000.00,1,Duquesne Family Office,Duquesne Family Office=70600
WMB,NYSE,969457100,Williams Cos Inc Del,327300,9685000.00,1,Duquesne Family Office,Duquesne Family Office=327300
NUE,NYSE,670346105,Nucor Corp,157000,9376000.00,1,Duquesne Family Office,Duquesne Family Office=157000
UAL,NASDAQ,910047109,United Contl Hldgs Inc,131600,9296000.00,1,Duquesne Family Office,Duquesne Family Office=131600
EQT,NYSE,26884L109,Eqt Corp,142200,8688000.00,1,Duquesne Family Office,Duquesne Family Office=142200
AAL,NASDAQ,02376R102,American Airls Group Inc,203100,8591000.00,1,Duquesne Family Office,Duquesne Family Office=203100
