symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
CPNG,NYSE,22266T109,Coupang Inc,19434307,247787000.00,1,Duquesne Family Office,Duquesne Family Office=19434307
MSFT,NASDAQ,594918104,Microsoft Corp,740785,190256000.00,1,Duquesne Family Office,Duquesne Family Office=740785
CVX,NYSE,166764100,Chevron Corp New,830435,120230000.00,1,Duquesne Family Office,Duquesne Family Office=830435
LLY,NYSE,532457108,Lilly Eli &amp; Co,297150,96345000.00,1,Duquesne Family Office,Duquesne Family Office=297150
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,3231827,94563000.00,1,Duquesne Family Office,Duquesne Family Office=3231827
TMUS,NASDAQ,872590104,T-Mobile Us Inc,676867,91066000.00,1,Duquesne Family Office,Duquesne Family Office=676867
KBR,NYSE,48242W106,Kbr Inc,1304003,63101000.00,1,Duquesne Family Office,Duquesne Family Office=1304003
WSC,NASDAQ,971378104,Willscot Mobil Mini Hldng Co,1767631,57307000.00,1,Duquesne Family Office,Duquesne Family Office=1767631
CRWD,NASDAQ,22788C105,Crowdstrike Hldgs Inc,229600,38701000.00,1,Duquesne Family Office,Duquesne Family Office=229600
PLTR,NASDAQ,69608A108,Palantir Technologies Inc,4255412,38597000.00,1,Duquesne Family Office,Duquesne Family Office=4255412
TECK,NYSE,878742204,Teck Resources Ltd,1061170,32440000.00,1,Duquesne Family Office,Duquesne Family Office=1061170
AR,NYSE,03674X106,Antero Resources Corp,1018535,31218000.00,1,Duquesne Family Office,Duquesne Family Office=1018535
MRNA,NASDAQ,60770K107,Moderna Inc,207680,29667000.00,1,Duquesne Family Office,Duquesne Family Office=207680
DDOG,NASDAQ,23804L103,Datadog Inc,298040,28385000.00,1,Duquesne Family Office,Duquesne Family Office=298040
PANW,NASDAQ,697435105,Palo Alto Networks Inc,51400,25389000.00,1,Duquesne Family Office,Duquesne Family Office=51400
CVE,NYSE,15135U109,Cenovus Energy Inc,1069345,20328000.00,1,Duquesne Family Office,Duquesne Family Office=1069345
EIX,NYSE,281020107,Edison Intl,287600,18188000.00,1,Duquesne Family Office,Duquesne Family Office=287600
WLK,NYSE,960413102,Westlake Corporation,145520,14264000.00,1,Duquesne Family Office,Duquesne Family Office=145520
BKNG,NASDAQ,09857L108,Booking Holdings Inc,7748,13551000.00,1,Duquesne Family Office,Duquesne Family Office=7748
WDAY,NASDAQ,98138H101,Workday Inc,82500,11515000.00,1,Duquesne Family Office,Duquesne Family Office=82500
PSX,NYSE,718546104,Phillips 66,119380,9788000.00,1,Duquesne Family Office,Duquesne Family Office=119380
EQT,NYSE,26884L109,Eqt Corp,259055,8911000.00,1,Duquesne Family Office,Duquesne Family Office=259055
ABCL,NASDAQ,00288U106,Abcellera Biologics Inc,659750,7026000.00,1,Duquesne Family Office,Duquesne Family Office=659750
IHS,NYSE,G4701H109,Ihs Holding Limited,771096,6440000.00,1,Duquesne Family Office,Duquesne Family Office=771096
IOT,NYSE,79589L106,Samsara Inc,400900,4478000.00,1,Duquesne Family Office,Duquesne Family Office=400900
OSCR,NYSE,687793109,Oscar Health Inc,994289,4226000.00,1,Duquesne Family Office,Duquesne Family Office=994289
SEDG,NASDAQ,83417M104,Solaredge Technologies Inc,13400,3667000.00,1,Duquesne Family Office,Duquesne Family Office=13400
CCC,NASDAQ,12510Q100,Ccc Intelligent Solutions Hl,281879,2593000.00,1,Duquesne Family Office,Duquesne Family Office=281879
RXRX,NASDAQ,75629V104,Recursion Pharmaceuticals In,273650,2228000.00,1,Duquesne Family Office,Duquesne Family Office=273650
CRBU,NASDAQ,142038108,Caribou Biosciences Inc,271430,1474000.00,1,Duquesne Family Office,Duquesne Family Office=271430
COMP,NYSE,20464U100,Compass Inc,399100,1441000.00,1,Duquesne Family Office,Duquesne Family Office=399100
PRCT,NASDAQ,74276L105,Procept Biorobotics Corp,39266,1284000.00,1,Duquesne Family Office,Duquesne Family Office=39266
OPEN,NASDAQ,683712103,Opendoor Technologies Inc,233000,1097000.00,1,Duquesne Family Office,Duquesne Family Office=233000
ACAD,NASDAQ,004225108,Acadia Pharmaceuticals Inc,74400,1048000.00,1,Duquesne Family Office,Duquesne Family Office=74400
GLBE,NASDAQ,M5216V106,Global E Online Ltd,20180,407000.00,1,Duquesne Family Office,Duquesne Family Office=20180
