symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
CPNG,NYSE,22266T109,Coupang Inc,15506097,431845000.00,1,Duquesne Family Office,Duquesne Family Office=15506097
AMZN,NASDAQ,023135106,Amazon Com Inc,97566,320508000.00,1,Duquesne Family Office,Duquesne Family Office=97566
GOOGL,NASDAQ,02079K305,Alphabet Inc,116994,312786000.00,1,Duquesne Family Office,Duquesne Family Office=116994
SBUX,NASDAQ,855244109,Starbucks Corp,2107315,232458000.00,1,Duquesne Family Office,Duquesne Family Office=2107315
MSFT,NASDAQ,594918104,Microsoft Corp,777689,219246000.00,1,Duquesne Family Office,Duquesne Family Office=777689
PANW,NASDAQ,697435105,Palo Alto Networks Inc,399036,191138000.00,1,Duquesne Family Office,Duquesne Family Office=399036
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,4836809,157341000.00,1,Duquesne Family Office,Duquesne Family Office=4836809
EXPE,NASDAQ,30212P303,Expedia Group Inc,914282,149851000.00,1,Duquesne Family Office,Duquesne Family Office=914282
TMUS,NASDAQ,872590104,T-Mobile Us Inc,855187,109259000.00,1,Duquesne Family Office,Duquesne Family Office=855187
BKNG,NASDAQ,09857L108,Booking Holdings Inc,43529,103332000.00,1,Duquesne Family Office,Duquesne Family Office=43529
ABNB,NASDAQ,009066101,Airbnb Inc,501351,84102000.00,1,Duquesne Family Office,Duquesne Family Office=501351
INTU,NASDAQ,461202103,Intuit,87149,47018000.00,1,Duquesne Family Office,Duquesne Family Office=87149
CVNA,NYSE,146869102,Carvana Co,137237,41382000.00,1,Duquesne Family Office,Duquesne Family Office=137237
PLTR,NASDAQ,69608A108,Palantir Technologies Inc,1632937,39256000.00,1,Duquesne Family Office,Duquesne Family Office=1632937
LYV,NYSE,538034109,Live Nation Entertainment In,427750,38981000.00,1,Duquesne Family Office,Duquesne Family Office=427750
KBR,NYSE,48242W106,Kbr Inc,865596,34104000.00,1,Duquesne Family Office,Duquesne Family Office=865596
MRNA,NASDAQ,60770K107,Moderna Inc,85971,33087000.00,1,Duquesne Family Office,Duquesne Family Office=85971
ZM,NASDAQ,98980L101,Zoom Video Communications In,117690,30776000.00,1,Duquesne Family Office,Duquesne Family Office=117690
PENN,NASDAQ,707569109,Penn Natl Gaming Inc,417200,30230000.00,1,Duquesne Family Office,Duquesne Family Office=417200
SE,NYSE,81141R100,Sea Ltd,87874,28008000.00,1,Duquesne Family Office,Duquesne Family Office=87874
TECK,NYSE,878742204,Teck Resources Ltd,1044452,26017000.00,1,Duquesne Family Office,Duquesne Family Office=1044452
OPCH,NASDAQ,68404L201,Option Care Health Inc,1032987,25060000.00,1,Duquesne Family Office,Duquesne Family Office=1032987
PRCT,NASDAQ,74276L105,Procept Biorobotics Corp,600000,22890000.00,1,Duquesne Family Office,Duquesne Family Office=600000
NKTR,NASDAQ,640268108,Nektar Therapeutics,1000000,17960000.00,1,Duquesne Family Office,Duquesne Family Office=1000000
OSCR,NYSE,687793109,Oscar Health Inc,994289,17291000.00,1,Duquesne Family Office,Duquesne Family Office=994289
ABCL,NASDAQ,00288U106,Abcellera Biologics Inc,659750,13221000.00,1,Duquesne Family Office,Duquesne Family Office=659750
FSLY,NASDAQ,31188V100,Fastly Inc,257695,10421000.00,1,Duquesne Family Office,Duquesne Family Office=257695
LAD,NYSE,536797103,Lithia Mtrs Inc,29081,9220000.00,1,Duquesne Family Office,Duquesne Family Office=29081
CRBU,NASDAQ,142038108,Caribou Biosciences Inc,271430,6479000.00,1,Duquesne Family Office,Duquesne Family Office=271430
RXRX,NASDAQ,75629V104,Recursion Pharmaceuticals In,259941,5981000.00,1,Duquesne Family Office,Duquesne Family Office=259941
OMF,NYSE,68268W103,Onemain Hldgs Inc,83750,4634000.00,1,Duquesne Family Office,Duquesne Family Office=83750
S,NYSE,81730H109,Sentinelone Inc,60000,3214000.00,1,Duquesne Family Office,Duquesne Family Office=60000
CCC,NASDAQ,12510Q100,Ccc Intelligent Solutions Hl,281879,2963000.00,1,Duquesne Family Office,Duquesne Family Office=281879
CF,NYSE,125269100,Cf Inds Hldgs Inc,47000,2624000.00,1,Duquesne Family Office,Duquesne Family Office=47000
ACAD,NASDAQ,004225108,Acadia Pharmaceuticals Inc,74400,1236000.00,1,Duquesne Family Office,Duquesne Family Office=74400
