symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
CPNG,NYSE,22266T109,Coupang Inc,19434307,323970000.00,1,Duquesne Family Office,Duquesne Family Office=19434307
LLY,NYSE,532457108,Lilly Eli &amp; Co,484895,156791000.00,1,Duquesne Family Office,Duquesne Family Office=484895
AMZN,NASDAQ,023135106,Amazon Com Inc,906250,102406000.00,1,Duquesne Family Office,Duquesne Family Office=906250
CVX,NYSE,166764100,Chevron Corp New,690295,99175000.00,1,Duquesne Family Office,Duquesne Family Office=690295
TMUS,NASDAQ,872590104,T-Mobile Us Inc,719017,96471000.00,1,Duquesne Family Office,Duquesne Family Office=719017
KBR,NYSE,48242W106,Kbr Inc,1816183,78495000.00,1,Duquesne Family Office,Duquesne Family Office=1816183
LW,NYSE,513272104,Lamb Weston Hldgs Inc,946800,73263000.00,1,Duquesne Family Office,Duquesne Family Office=946800
DDOG,NASDAQ,23804L103,Datadog Inc,789175,70063000.00,1,Duquesne Family Office,Duquesne Family Office=789175
VRT,NYSE,92537N108,Vertiv Holdings Co,4926070,47881000.00,1,Duquesne Family Office,Duquesne Family Office=4926070
MSFT,NASDAQ,594918104,Microsoft Corp,193535,45074000.00,1,Duquesne Family Office,Duquesne Family Office=193535
TECK,NYSE,878742204,Teck Resources Ltd,1371195,41698000.00,1,Duquesne Family Office,Duquesne Family Office=1371195
WSC,NASDAQ,971378104,Willscot Mobil Mini Hldng Co,977631,39428000.00,1,Duquesne Family Office,Duquesne Family Office=977631
WDAY,NASDAQ,98138H101,Workday Inc,240925,36674000.00,1,Duquesne Family Office,Duquesne Family Office=240925
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,1169777,31970000.00,1,Duquesne Family Office,Duquesne Family Office=1169777
SE,NYSE,81141R100,Sea Ltd,539740,30252000.00,1,Duquesne Family Office,Duquesne Family Office=539740
PANW,NASDAQ,697435105,Palo Alto Networks Inc,154848,25363000.00,1,Duquesne Family Office,Duquesne Family Office=154848
CRWD,NASDAQ,22788C105,Crowdstrike Hldgs Inc,153524,25302000.00,1,Duquesne Family Office,Duquesne Family Office=153524
PPG,NYSE,693506107,Ppg Inds Inc,212945,23571000.00,1,Duquesne Family Office,Duquesne Family Office=212945
META,NASDAQ,30303M102,Meta Platforms Inc,160360,21758000.00,1,Duquesne Family Office,Duquesne Family Office=160360
PLTR,NASDAQ,69608A108,Palantir Technologies Inc,2421282,19685000.00,1,Duquesne Family Office,Duquesne Family Office=2421282
AMR,NYSE,020764106,Alpha Metallurgical Resour I,136720,18709000.00,1,Duquesne Family Office,Duquesne Family Office=136720
NTRA,NASDAQ,632307104,Natera Inc,414955,18183000.00,1,Duquesne Family Office,Duquesne Family Office=414955
ALNY,NASDAQ,02043Q107,Alnylam Pharmaceuticals Inc,88910,17796000.00,1,Duquesne Family Office,Duquesne Family Office=88910
NFE,NASDAQ,644393100,New Fortress Energy Inc,387325,16930000.00,1,Duquesne Family Office,Duquesne Family Office=387325
EIX,NYSE,281020107,Edison Intl,287600,16272000.00,1,Duquesne Family Office,Duquesne Family Office=287600
RXRX,NASDAQ,75629V104,Recursion Pharmaceuticals In,1385950,14747000.00,1,Duquesne Family Office,Duquesne Family Office=1385950
NET,NYSE,18915M107,Cloudflare Inc,249305,13789000.00,1,Duquesne Family Office,Duquesne Family Office=249305
SHOP,NASDAQ,82509L107,Shopify Inc,490250,13207000.00,1,Duquesne Family Office,Duquesne Family Office=490250
