trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,CVX,Chevron Corp New,166764100,equity,0,824440,0,824440,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,SNAP,Snap Inc,83304A106,equity,0,1444155,0,1444155,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,WSC,Willscot Mobil Mini Hldng Co,971378104,equity,0,1501942,0,1501942,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,IR,Ingersoll Rand Inc,45687V106,equity,0,333295,0,333295,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,GWRE,Guidewire Software Inc,40171V100,equity,0,88250,0,88250,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,TASK,Taskus Inc,87652V109,equity,0,181000,0,181000,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,IHS,Ihs Holding Limited,G4701H109,equity,0,771096,0,771096,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,OLLI,Ollies Bargain Outlet Hldgs,681116109,equity,0,158200,0,158200,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,IOT,Samsara Inc,79589L106,equity,0,272700,0,272700,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,RUN,Sunrun Inc,86771W105,equity,0,178450,0,178450,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,LMT,Lockheed Martin Corp,539830109,equity,0,14450,0,14450,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,BTI,British Amern Tob Plc,110448107,equity,0,132550,0,132550,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,COMP,Compass Inc,20464U100,equity,0,399100,0,399100,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,OPEN,Opendoor Technologies Inc,683712103,equity,0,233000,0,233000,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,new,,Cazoo Group Ltd,G2007L105,equity,0,140100,0,140100,,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,buy,CVNA,Carvana Co,146869102,equity,137237,522127,137237,384890,280.46,1.000000
2021-09-30,2021-09-30,2021-12-31,Duquesne Family Office,buy,CPNG,Coupang Inc,22266T109,equity,15506097,17763525,15506097,2257428,14.56,1.000000
