date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
2020-06-30,Duquesne Family Office,594918104,MSFT,Microsoft Corp,equity,1799825,366282000.00,11.2300
2020-06-30,Duquesne Family Office,023135106,AMZN,Amazon Com Inc,equity,85235,235148000.00,7.2095
2020-06-30,Duquesne Family Office,872590104,TMUS,T-Mobile Us Inc,equity,1571324,163653000.00,5.0175
2020-06-30,Duquesne Family Office,46625H100,JPM,Jpmorgan Chase &amp; Co,equity,1611940,151619000.00,4.6486
2020-06-30,Duquesne Family Office,64110L106,NFLX,Netflix Inc,equity,309477,140824000.00,4.3176
2020-06-30,Duquesne Family Office,70450Y103,PYPL,Paypal Hldgs Inc,equity,768510,133897000.00,4.1052
2020-06-30,Duquesne Family Office,98138H101,WDAY,Workday Inc,equity,696230,130446000.00,3.9994
2020-06-30,Duquesne Family Office,02079K305,GOOGL,Alphabet Inc,equity,86502,122664000.00,3.7608
2020-06-30,Duquesne Family Office,78464A870,XBI,Spdr Ser Tr,equity,1095200,122608000.00,3.7591
2020-06-30,Duquesne Family Office,067901108,ABX,Barrick Gold Corporation,equity,4271600,115077000.00,3.5282
2020-06-30,Duquesne Family Office,81141R100,SE,Sea Ltd,equity,990437,106214000.00,3.2565
2020-06-30,Duquesne Family Office,01609W102,BABA,Alibaba Group Hldg Ltd,equity,434601,93743000.00,2.8741
2020-06-30,Duquesne Family Office,47215P106,JD,Jd.Com Inc,equity,1492740,89833000.00,2.7542
2020-06-30,Duquesne Family Office,75615P103,,Reata Pharmaceuticals Inc,equity,532878,83140000.00,2.5490
2020-06-30,Duquesne Family Office,437076102,HD,Home Depot Inc,equity,309100,77433000.00,2.3741
2020-06-30,Duquesne Family Office,35671D857,FCX,Freeport-Mcmoran Inc,equity,6466200,74814000.00,2.2938
2020-06-30,Duquesne Family Office,855244109,SBUX,Starbucks Corp,equity,905915,66666000.00,2.0439
2020-06-30,Duquesne Family Office,09857L108,BKNG,Booking Holdings Inc,equity,37360,59490000.00,1.8239
2020-06-30,Duquesne Family Office,02043Q107,ALNY,Alnylam Pharmaceuticals Inc,equity,368419,54567000.00,1.6730
