symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,2128753,501896000.00,1,Duquesne Family Office,Duquesne Family Office=2128753
SBUX,NASDAQ,855244109,Starbucks Corp,2258880,246828000.00,1,Duquesne Family Office,Duquesne Family Office=2258880
AMZN,NASDAQ,023135106,Amazon Com Inc,75648,234061000.00,1,Duquesne Family Office,Duquesne Family Office=75648
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,6124379,201676000.00,1,Duquesne Family Office,Duquesne Family Office=6124379
TMUS,NASDAQ,872590104,T-Mobile Us Inc,1588140,198978000.00,1,Duquesne Family Office,Duquesne Family Office=1588140
C,NYSE,172967424,Citigroup Inc,2124909,154587000.00,1,Duquesne Family Office,Duquesne Family Office=2124909
PLTR,NASDAQ,69608A108,Palantir Technologies Inc,5983992,139367000.00,1,Duquesne Family Office,Duquesne Family Office=5983992
PANW,NASDAQ,697435105,Palo Alto Networks Inc,417084,134326000.00,1,Duquesne Family Office,Duquesne Family Office=417084
SE,NYSE,81141R100,Sea Ltd,583082,130161000.00,1,Duquesne Family Office,Duquesne Family Office=583082
PENN,NASDAQ,707569109,Penn Natl Gaming Inc,900304,94388000.00,1,Duquesne Family Office,Duquesne Family Office=900304
TECK,NYSE,878742204,Teck Resources Ltd,4551060,87289000.00,1,Duquesne Family Office,Duquesne Family Office=4551060
CMI,NYSE,231021106,Cummins Inc,324725,84139000.00,1,Duquesne Family Office,Duquesne Family Office=324725
ON,NASDAQ,682189105,On Semiconductor Corp,1841239,76614000.00,1,Duquesne Family Office,Duquesne Family Office=1841239
EXPE,NASDAQ,30212P303,Expedia Group Inc,443094,76265000.00,1,Duquesne Family Office,Duquesne Family Office=443094
BKNG,NASDAQ,09857L108,Booking Holdings Inc,29904,69672000.00,1,Duquesne Family Office,Duquesne Family Office=29904
INTU,NASDAQ,461202103,Intuit,175515,67233000.00,1,Duquesne Family Office,Duquesne Family Office=175515
GOOGL,NASDAQ,02079K305,Alphabet Inc,31157,64262000.00,1,Duquesne Family Office,Duquesne Family Office=31157
MELI,NASDAQ,58733R102,Mercadolibre Inc,43261,63686000.00,1,Duquesne Family Office,Duquesne Family Office=43261
BLDR,NYSE,12008R107,Builders Firstsource Inc,1315579,61003000.00,1,Duquesne Family Office,Duquesne Family Office=1315579
CVNA,NYSE,146869102,Carvana Co,213867,56119000.00,1,Duquesne Family Office,Duquesne Family Office=213867
FLEX,NASDAQ,Y2573F102,Flex Ltd,2801260,51291000.00,1,Duquesne Family Office,Duquesne Family Office=2801260
UBER,NYSE,90353T100,Uber Technologies Inc,871675,47515000.00,1,Duquesne Family Office,Duquesne Family Office=871675
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,391475,46304000.00,1,Duquesne Family Office,Duquesne Family Office=391475
LIN,NASDAQ,G5494J103,Linde Plc,159185,44594000.00,1,Duquesne Family Office,Duquesne Family Office=159185
RUN,NASDAQ,86771W105,Sunrun Inc,661535,40010000.00,1,Duquesne Family Office,Duquesne Family Office=661535
JPM,NYSE,46625H100,Jpmorgan Chase &amp; Co,258420,39339000.00,1,Duquesne Family Office,Duquesne Family Office=258420
CAT,NYSE,149123101,Caterpillar Inc,156400,36264000.00,1,Duquesne Family Office,Duquesne Family Office=156400
AA,NYSE,013872106,Alcoa Corp,1102000,35804000.00,1,Duquesne Family Office,Duquesne Family Office=1102000
CPNG,NYSE,22266T109,Coupang Inc,714285,35250000.00,1,Duquesne Family Office,Duquesne Family Office=714285
USFD,NYSE,912008109,Us Foods Hldg Corp,890415,33943000.00,1,Duquesne Family Office,Duquesne Family Office=890415
FHN,NYSE,320517105,First Horizon Corporation,1954150,33045000.00,1,Duquesne Family Office,Duquesne Family Office=1954150
V,NYSE,92826C839,Visa Inc,144030,30495000.00,1,Duquesne Family Office,Duquesne Family Office=144030
FIS,NYSE,31620M106,Fidelity Natl Information Sv,204650,28776000.00,1,Duquesne Family Office,Duquesne Family Office=204650
MA,NYSE,57636Q104,Mastercard Incorporated,78874,28083000.00,1,Duquesne Family Office,Duquesne Family Office=78874
ABCL,NASDAQ,00288U106,Abcellera Biologics Inc,659750,22405000.00,1,Duquesne Family Office,Duquesne Family Office=659750
VALE,NYSE,91912E105,Vale S A,1286612,22361000.00,1,Duquesne Family Office,Duquesne Family Office=1286612
SYF,NYSE,87165B103,Synchrony Financial,547100,22245000.00,1,Duquesne Family Office,Duquesne Family Office=547100
FSLR,NASDAQ,336433107,First Solar Inc,239475,20906000.00,1,Duquesne Family Office,Duquesne Family Office=239475
