symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,5171051,609874000.00,1,Duquesne Family Office,Duquesne Family Office=5171051
AMZN,NASDAQ,023135106,Amazon Com Inc,113715,202498000.00,1,Duquesne Family Office,Duquesne Family Office=113715
NFLX,NASDAQ,64110L106,Netflix Inc,539875,192498000.00,1,Duquesne Family Office,Duquesne Family Office=539875
ADBE,NASDAQ,00724F101,Adobe Inc,640211,170610000.00,1,Duquesne Family Office,Duquesne Family Office=640211
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,928785,169457000.00,1,Duquesne Family Office,Duquesne Family Office=928785
TMUS,NASDAQ,872590104,T Mobile Us Inc,1915725,132377000.00,1,Duquesne Family Office,Duquesne Family Office=1915725
ABT,NYSE,002824100,Abbott Labs,1440200,115130000.00,1,Duquesne Family Office,Duquesne Family Office=1440200
WDAY,NASDAQ,98138H101,Workday Inc,524600,101169000.00,1,Duquesne Family Office,Duquesne Family Office=524600
MELI,NASDAQ,58733R102,Mercadolibre Inc,183328,93081000.00,1,Duquesne Family Office,Duquesne Family Office=183328
IBB,NASDAQ,464287556,Ishares Tr,791200,88456000.00,1,Duquesne Family Office,Duquesne Family Office=791200
GOOGL,NASDAQ,02079K305,Alphabet Inc,73069,85994000.00,1,Duquesne Family Office,Duquesne Family Office=73069
PYPL,NASDAQ,70450Y103,Paypal Hldgs Inc,807745,83876000.00,1,Duquesne Family Office,Duquesne Family Office=807745
ISRG,NASDAQ,46120E602,Intuitive Surgical Inc,131100,74803000.00,1,Duquesne Family Office,Duquesne Family Office=131100
HD,NYSE,437076102,Home Depot Inc,387300,74319000.00,1,Duquesne Family Office,Duquesne Family Office=387300
MA,NYSE,57636Q104,Mastercard Inc,238300,56108000.00,1,Duquesne Family Office,Duquesne Family Office=238300
V,NYSE,92826C839,Visa Inc,350900,54807000.00,1,Duquesne Family Office,Duquesne Family Office=350900
QCOM,NASDAQ,747525103,Qualcomm Inc,948100,54070000.00,1,Duquesne Family Office,Duquesne Family Office=948100
ILMN,NASDAQ,452327109,Illumina Inc,171800,53377000.00,1,Duquesne Family Office,Duquesne Family Office=171800
FIS,NYSE,31620M106,Fidelity Natl Information Sv,389845,44091000.00,1,Duquesne Family Office,Duquesne Family Office=389845
LNG,NYSE,16411R208,Cheniere Energy Inc,611200,41782000.00,1,Duquesne Family Office,Duquesne Family Office=611200
A,NYSE,00846U101,Agilent Technologies Inc,478800,38486000.00,1,Duquesne Family Office,Duquesne Family Office=478800
NOW,NYSE,81762P102,Servicenow Inc,135515,33403000.00,1,Duquesne Family Office,Duquesne Family Office=135515
MPC,NYSE,56585A102,Marathon Pete Corp,541000,32379000.00,1,Duquesne Family Office,Duquesne Family Office=541000
ADI,NASDAQ,032654105,Analog Devices Inc,222625,23436000.00,1,Duquesne Family Office,Duquesne Family Office=222625
POST,NYSE,737446104,Post Hldgs Inc,204000,22318000.00,1,Duquesne Family Office,Duquesne Family Office=204000
MRK,NYSE,58933Y105,Merck &amp; Co Inc,266300,22148000.00,1,Duquesne Family Office,Duquesne Family Office=266300
SPOT,NYSE,L8681T102,Spotify Technology S A,159505,22139000.00,1,Duquesne Family Office,Duquesne Family Office=159505
MU,NASDAQ,595112103,Micron Technology Inc,480300,19851000.00,1,Duquesne Family Office,Duquesne Family Office=480300
INCY,NASDAQ,45337C102,Incyte Corp,202400,17404000.00,1,Duquesne Family Office,Duquesne Family Office=202400
DOCU,NASDAQ,256163106,Docusign Inc,331410,17180000.00,1,Duquesne Family Office,Duquesne Family Office=331410
NFE,NASDAQ,644393100,New Fortress Energy Llc Cl A Shs Rp,1200000,14016000.00,1,Duquesne Family Office,Duquesne Family Office=1200000
SNAP,NYSE,83304A106,Snap Inc,1240200,13667000.00,1,Duquesne Family Office,Duquesne Family Office=1240200
RRC,NYSE,75281A109,Range Res Corp,844500,9492000.00,1,Duquesne Family Office,Duquesne Family Office=844500
ACIU,NASDAQ,H00263105,Ac Immune Sa,1324935,6691000.00,1,Duquesne Family Office,Duquesne Family Office=1324935
TEAM,NASDAQ,G06242104,Atlassian Corp Plc,46770,5253000.00,1,Duquesne Family Office,Duquesne Family Office=46770
ADSK,NASDAQ,052769106,Autodesk Inc,31300,4877000.00,1,Duquesne Family Office,Duquesne Family Office=31300
NOK,NYSE,654902204,Nokia Corp,731000,4181000.00,1,Duquesne Family Office,Duquesne Family Office=731000
TWLO,NYSE,90138F102,Twilio Inc,31480,4067000.00,1,Duquesne Family Office,Duquesne Family Office=31480
EXP,NYSE,26969P108,Eagle Materials Inc,30700,2588000.00,1,Duquesne Family Office,Duquesne Family Office=30700
OKTA,NASDAQ,679295105,Okta Inc,25807,2135000.00,1,Duquesne Family Office,Duquesne Family Office=25807
SE,NYSE,81141R100,Sea Ltd,21200,499000.00,1,Duquesne Family Office,Duquesne Family Office=21200
GOOS,NYSE,135086106,Canada Goose Holdings Inc,9550,459000.00,1,Duquesne Family Office,Duquesne Family Office=9550
