date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
2023-06-30,Duquesne Family Office,67066G104,NVDA,Nvidia Corporation,equity,950075,401901000.00,13.9811
2023-06-30,Duquesne Family Office,22266T109,CPNG,Coupang Inc,equity,20903865,363727000.00,12.6531
2023-06-30,Duquesne Family Office,594918104,MSFT,Microsoft Corp,equity,828960,282294000.00,9.8202
2023-06-30,Duquesne Family Office,532457108,LLY,Lilly Eli &amp; Co,equity,536445,251582000.00,8.7519
2023-06-30,Duquesne Family Office,513272104,LW,Lamb Weston Hldgs Inc,equity,2066610,237557000.00,8.2640
2023-06-30,Duquesne Family Office,872590104,TMUS,T-Mobile Us Inc,equity,1179562,163841000.00,5.6996
2023-06-30,Duquesne Family Office,878742204,TECK,Teck Resources Ltd,equity,3416742,143846000.00,5.0040
2023-06-30,Duquesne Family Office,68404L201,OPCH,Option Care Health Inc,equity,4391174,142669000.00,4.9631
2023-06-30,Duquesne Family Office,65249B109,NWSA,News Corp New,equity,4524525,88228000.00,3.0692
2023-06-30,Duquesne Family Office,369604301,GE,General Electric Co,equity,736095,80860000.00,2.8129
2023-06-30,Duquesne Family Office,874039100,TSM,Taiwan Semiconductor Mfg Ltd,equity,486190,49066000.00,1.7069
2023-06-30,Duquesne Family Office,46266C105,IQV,Iqvia Hldgs Inc,equity,198760,44675000.00,1.5541
2023-06-30,Duquesne Family Office,632307104,NTRA,Natera Inc,equity,893030,43455000.00,1.5117
2023-06-30,Duquesne Family Office,12008R107,BLDR,Builders Firstsource Inc,equity,310300,42201000.00,1.4681
2023-06-30,Duquesne Family Office,69370C100,PTC,Ptc Inc,equity,273434,38910000.00,1.3536
2023-06-30,Duquesne Family Office,166764100,CVX,Chevron Corp New,equity,223500,35168000.00,1.2234
2023-06-30,Duquesne Family Office,48242W106,KBR,Kbr Inc,equity,505658,32898000.00,1.1444
2023-06-30,Duquesne Family Office,68389X105,ORCL,Oracle Corp,equity,271265,32305000.00,1.1238
2023-06-30,Duquesne Family Office,92537N108,VRT,Vertiv Holdings Co,equity,1233755,30560000.00,1.0631
2023-06-30,Duquesne Family Office,023135106,AMZN,Amazon Com Inc,equity,218380,28468000.00,0.9903
2023-06-30,Duquesne Family Office,13321L108,CCJ,Cameco Corp,equity,869740,27249000.00,0.9479
2023-06-30,Duquesne Family Office,88023U101,SGI,Tempur Sealy Intl Inc,equity,525050,21039000.00,0.7319
